Name,Pos,Squad,MP,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR
Cabral,MF,Sunderland,1,0,0,0,0,0,0,0,0
Geoff Cameron,MF,Stoke City,37,2,1,3,2,0,0,7,0
José Campaña,MF,Crystal Palace,6,0,1,1,0,0,0,0,0
Fraizer Campbell,FW,Cardiff City,37,6,2,8,6,0,0,4,0
José Cañas,MF,Swansea City,23,0,0,0,0,0,0,5,0
Étienne Capoue,MF,Tottenham,12,1,0,1,1,0,0,1,0
João Carlos Teixeira,FW,Liverpool,1,0,0,0,0,0,0,0,0
Michael Carrick,MF,Manchester Utd,29,1,0,1,1,0,0,5,0
Andy Carroll,FW,West Ham,15,2,4,6,2,0,0,0,1
Lee Cattermole,MF,Sunderland,24,1,0,1,1,0,0,5,1
Santi Cazorla,MF,Arsenal,31,4,8,12,4,0,0,2,0
Nacer Chadli,FW,Tottenham,24,1,3,4,1,0,0,1,0
Marouane Chamakh,FW,Crystal Palace,32,5,2,7,4,1,1,9,0
Calum Chambers,MF,Southampton,22,0,0,0,0,0,0,0,0
Papiss Cissé,FW,Newcastle Utd,24,2,2,4,1,1,1,0,0
Ciaran Clark,MF,Aston Villa,27,0,0,0,0,0,0,8,0
Tom Cleverley,MF,Manchester Utd,22,1,0,1,1,0,0,3,0
Jack Colback,MF,Sunderland,33,3,2,5,3,0,0,6,0
Carlton Cole,FW,West Ham,26,6,0,6,6,0,0,1,0
Joe Cole,MF,West Ham,20,3,0,3,3,0,0,2,0
Larnell Cole,MF,Fulham,1,0,0,0,0,0,0,0,0
Séamus Coleman,MF,Everton,36,6,2,8,6,0,0,3,0
Jack Collison,MF,West Ham,10,0,0,0,0,0,0,0,0
Fabricio Coloccini,MF,Newcastle Utd,27,0,0,0,0,0,0,2,0
Jack Cork,MF,Southampton,28,0,1,1,0,0,0,5,0
Andreas Cornelius,FW,Cardiff City,8,0,0,0,0,0,0,0,0
Philippe Coutinho,FW,Liverpool,33,5,7,12,5,0,0,1,0
Don Cowie,MF,Cardiff City,18,0,2,2,0,0,0,1,0
Peter Crouch,FW,Stoke City,34,7,5,12,7,0,0,7,0
Chris David,FW,Fulham,1,1,0,1,1,0,0,1,0
Ben Davies,MF,Swansea City,34,2,1,3,2,0,0,3,0
Steven Davis,MF,Southampton,34,2,7,9,2,0,0,3,0
Kevin De Bruyne,FW,Chelsea,3,0,1,1,0,0,0,1,0
Jermain Defoe,FW,Tottenham,14,1,0,1,1,0,0,1,0
Ashkan Dejagah,FW,Fulham,22,5,2,7,5,0,0,5,0
Fabian Delph,MF,Aston Villa,34,3,2,5,3,0,0,7,0
Mousa Dembélé,MF,Tottenham,28,1,1,2,1,0,0,5,0
Moussa Dembélé,FW,Fulham,2,0,0,0,0,0,0,0,0
Guy Demel,MF,West Ham,32,1,0,1,1,0,0,3,0
Martín Demichelis,MF,Manchester City,27,2,1,3,2,0,0,6,0
Clint Dempsey,FW,Fulham,5,0,0,0,0,0,0,0,0
Gerard Deulofeu,FW,Everton,25,3,3,6,3,0,0,1,0
Abou Diaby,MF,Arsenal,1,0,0,0,0,0,0,0,0
Mohamed Diamé,MF,West Ham,35,4,2,6,4,0,0,4,0
Alou Diarra,MF,West Ham,3,0,0,0,0,0,0,1,0
Mahamadou Diarra,MF,Fulham,4,0,0,0,0,0,0,1,0
Kagisho Dikgacoi,MF,Crystal Palace,26,0,0,0,0,0,0,3,1
Stephen Dobbie,FW,Crystal Palace,1,0,0,0,0,0,0,0,0
Ji Dong-won,FW,Sunderland,5,0,0,0,0,0,0,0,0
Graham Dorrans,FW,West Brom,14,2,0,2,2,0,0,4,0
Andrea Dossena,MF,Sunderland,7,0,0,0,0,0,0,1,1
Stewart Downing,FW,West Ham,32,1,2,3,1,0,0,0,0
Damien Duff,FW,Fulham,15,0,3,3,0,0,0,1,0
Nathan Dyer,FW,Swansea City,27,6,2,8,6,0,0,1,0
Edin Džeko,FW,Manchester City,31,16,1,17,16,0,0,4,0
Johan Elmander,FW,Norwich City,29,1,4,5,1,0,0,3,0
Ahmed Elmohamady,MF,Hull City,38,2,2,4,2,0,0,3,0
Marvin Emnes,FW,Swansea City,7,1,0,1,1,0,0,2,0
Christian Eriksen,FW,Tottenham,25,7,8,15,7,0,0,3,0
Michael Essien,MF,Chelsea,5,0,0,0,0,0,0,2,0
Matthew Etherington,MF,Stoke City,11,0,0,0,0,0,0,0,0
Samuel Eto'o,FW,Chelsea,21,9,2,11,9,0,0,1,0
Abdoulaye Faye,MF,Hull City,3,0,0,0,0,0,0,0,0
Marouane Fellaini,MF,Manchester Utd,16,0,1,1,0,0,0,2,0
Marouane Fellaini,MF,Everton,3,0,0,0,0,0,0,0,0
Leroy Fer,MF,Norwich City,29,3,1,4,3,0,0,6,1
Fernandinho,MF,Manchester City,33,5,3,8,5,0,0,8,0
Mathieu Flamini,MF,Arsenal,27,2,0,2,2,0,0,8,1
Darren Fletcher,MF,Manchester Utd,12,0,0,0,0,0,0,0,0
Steven Fletcher,FW,Sunderland,20,3,0,3,3,0,0,1,0
Danny Fox,MF,Southampton,3,0,1,1,0,0,0,0,0
Matty Fryatt,FW,Hull City,10,2,0,2,2,0,0,0,0
Jay Fulton,MF,Swansea City,2,0,0,0,0,0,0,1,0
Sam Gallagher,FW,Southampton,18,1,0,1,1,0,0,0,0
Luke Garbutt,MF,Everton,1,0,0,0,0,0,0,0,0
Javi García,MF,Manchester City,29,0,0,0,0,0,0,7,0
Craig Gardner,MF,Sunderland,18,2,2,4,1,1,1,5,0
Owen Garvan,MF,Crystal Palace,2,0,0,0,0,0,0,0,0
Dwight Gayle,FW,Crystal Palace,23,7,0,7,6,1,1,1,0
Mohamed Gedo,FW,Hull City,2,0,0,0,0,0,0,0,0
Zoltán Gera,MF,West Brom,14,0,1,1,0,0,0,1,0
Steven Gerrard,MF,Liverpool,34,13,13,26,3,10,11,7,0
Rudy Gestede,FW,Cardiff City,3,0,0,0,0,0,0,0,0
Emanuele Giaccherini,FW,Sunderland,24,4,4,8,4,0,0,4,0
Kieran Gibbs,MF,Arsenal,28,0,1,1,0,0,0,2,1
Darron Gibson,MF,Everton,1,0,0,0,0,0,0,0,0
Ryan Giggs,FW,Manchester Utd,12,0,0,0,0,0,0,3,0
Marco van Ginkel,MF,Chelsea,2,0,0,0,0,0,0,0,0
Olivier Giroud,FW,Arsenal,36,16,8,24,15,1,1,4,0
Serge Gnabry,FW,Arsenal,8,1,0,1,1,0,0,0,0
Dan Gosling,MF,Newcastle Utd,8,0,0,0,0,0,0,1,0
Yoan Gouffran,FW,Newcastle Utd,35,6,3,9,6,0,0,3,0
Danny Graham,FW,Hull City,18,1,1,2,1,0,0,1,0
Jack Grealish,FW,Aston Villa,1,0,0,0,0,0,0,0,0
Adlène Guedioura,MF,Crystal Palace,8,0,0,0,0,0,0,0,0
John Guidetti,FW,Stoke City,6,0,0,0,0,0,0,0,0
Aron Gunnarsson,MF,Cardiff City,23,1,2,3,1,0,0,1,0
Jonás Gutiérrez,MF,Norwich City,4,0,0,0,0,0,0,0,0
Jonás Gutiérrez,MF,Newcastle Utd,2,0,0,0,0,0,0,0,0
Jonathan de Guzmán,MF,Swansea City,34,4,3,7,4,0,0,1,0
Massadio Haïdara,MF,Newcastle Utd,11,0,0,0,0,0,0,2,0
Eden Hazard,FW,Chelsea,35,14,7,21,10,4,4,2,0
Rhys Healey,FW,Cardiff City,1,0,0,0,0,0,0,0,0
John Heitinga,MF,Everton,1,0,0,0,0,0,0,0,0
John Heitinga,MF,Fulham,14,1,1,2,1,0,0,3,0
Nicklas Helenius,FW,Aston Villa,3,0,0,0,0,0,0,0,0
Jordan Henderson,MF,Liverpool,35,4,7,11,4,0,0,4,1
Chris Herd,MF,Aston Villa,2,0,0,0,0,0,0,2,0
Javier Hernández,FW,Manchester Utd,24,4,3,7,4,0,0,2,0
Pablo Hernández,FW,Swansea City,27,2,7,9,2,0,0,2,0
Grant Holt,FW,Aston Villa,10,1,0,1,1,0,0,1,0
Lewis Holtby,MF,Tottenham,13,1,0,1,1,0,0,1,0
Lewis Holtby,MF,Fulham,13,1,3,4,1,0,0,2,0
Jos Hooiveld,MF,Southampton,3,0,0,0,0,0,0,1,0
Wes Hoolahan,MF,Norwich City,16,1,1,2,1,0,0,1,0
Gary Hooper,FW,Norwich City,32,6,2,8,5,1,1,0,0
Jonny Howson,MF,Norwich City,27,2,0,2,2,0,0,3,0
Tom Huddlestone,MF,Hull City,36,3,2,5,3,0,0,6,1
Jordon Ibe,FW,Liverpool,1,0,0,0,0,0,0,0,0
Tom Ince,FW,Crystal Palace,8,1,1,2,1,0,0,0,0
Jo Inge Berget,FW,Cardiff City,1,0,0,0,0,0,0,0,0
Stephen Ireland,MF,Stoke City,25,2,2,4,2,0,0,3,0
Phil Jagielka,MF,Everton,26,0,1,1,0,0,0,2,0
Tom James,MF,Cardiff City,1,0,0,0,0,0,0,0,0
Adnan Januzaj,FW,Manchester Utd,27,4,3,7,4,0,0,7,0
Matthew Jarvis,MF,West Ham,32,2,3,5,2,0,0,1,0
Mile Jedinak,MF,Crystal Palace,38,1,1,2,0,1,1,7,0
Nikica Jelavić,FW,Hull City,16,5,0,5,5,0,1,3,0
Nikica Jelavić,FW,Everton,9,0,1,1,0,0,0,0,0
Cameron Jerome,FW,Stoke City,1,0,0,0,0,0,0,0,0
Cameron Jerome,FW,Crystal Palace,28,2,1,3,2,0,0,4,0
Declan John,MF,Cardiff City,20,0,0,0,0,0,0,0,0
Adam Johnson,MF,Sunderland,36,8,5,13,7,1,1,2,0
Bradley Johnson,MF,Norwich City,32,3,1,4,3,0,0,6,1
Kenwyne Jones,FW,Stoke City,7,0,0,0,0,0,0,0,0
Kenwyne Jones,FW,Cardiff City,11,1,1,2,1,0,0,0,0
Phil Jones,MF,Manchester Utd,26,1,2,3,1,0,0,5,0
Luuk de Jong,FW,Newcastle Utd,12,0,1,1,0,0,0,0,0
Stevan Jovetić,FW,Manchester City,13,3,1,4,3,0,0,1,0
Alexander Kačaniklić,FW,Fulham,23,1,0,1,1,0,0,0,0
Shinji Kagawa,FW,Manchester Utd,18,0,3,3,0,0,0,0,0
Kim Källström,MF,Arsenal,3,0,0,0,0,0,0,1,0
Harry Kane,FW,Tottenham,10,3,0,3,3,0,0,0,0
Giorgos Karagounis,MF,Fulham,14,0,0,0,0,0,0,1,0
Pajtim Kasami,FW,Fulham,29,3,0,3,3,0,0,5,0
Jimmy Kébé,MF,Crystal Palace,6,0,0,0,0,0,0,0,0
Martin Kelly,MF,Liverpool,5,0,0,0,0,0,0,0,0
Arouna Koné,FW,Everton,5,0,0,0,0,0,0,0,0
Robert Koren,MF,Hull City,22,2,0,2,2,0,0,1,0
Libor Kozák,FW,Aston Villa,14,4,0,4,4,0,0,1,0
William Kvist,MF,Fulham,8,0,0,0,0,0,0,1,0
Adam Lallana,FW,Southampton,38,9,6,15,9,0,0,3,0
Roland Lamah,FW,Swansea City,9,2,2,4,2,0,0,1,0
Rickie Lambert,FW,Southampton,37,13,10,23,10,3,3,2,0
Érik Lamela,FW,Tottenham,9,0,1,1,0,0,0,1,0
Frank Lampard,MF,Chelsea,26,6,3,9,5,1,3,4,0
Sebastian Larsson,MF,Sunderland,31,1,3,4,1,0,0,6,0
Tom Lawrence,FW,Manchester Utd,1,0,0,0,0,0,0,0,0
Joe Ledley,MF,Crystal Palace,14,2,1,3,2,0,0,1,0
Elliot Lee,FW,West Ham,1,0,0,0,0,0,0,0,0
Lucas Leiva,MF,Liverpool,27,0,0,0,0,0,0,6,0
Aaron Lennon,FW,Tottenham,27,1,3,4,1,0,0,1,0
Leroy Lita,FW,Swansea City,2,0,0,0,0,0,0,0,0
Jake Livermore,MF,Hull City,36,3,4,7,3,0,0,6,0
Shane Long,FW,West Brom,15,3,1,4,3,0,0,2,0
Shane Long,FW,Hull City,15,4,1,5,4,0,0,0,0
Jamar Loza,FW,Norwich City,1,0,0,0,0,0,0,0,0
David Luiz,MF,Chelsea,19,0,1,1,0,0,0,6,0
Romelu Lukaku,FW,Chelsea,2,0,0,0,0,0,0,0,0
Romelu Lukaku,FW,Everton,31,15,6,21,15,0,0,1,0
Modibo Maïga,FW,West Ham,14,1,2,3,1,0,0,0,0
Sylvain Marveaux,FW,Newcastle Utd,9,0,0,0,0,0,0,0,0
Juan Mata,FW,Manchester Utd,15,6,4,10,6,0,0,0,0
Juan Mata,FW,Chelsea,13,0,2,2,0,0,0,0,0
Nemanja Matić,MF,Chelsea,17,0,4,4,0,0,0,3,0
Charalampos Mavrias,FW,Sunderland,4,0,0,0,0,0,0,0,0
Nicky Maynard,FW,Cardiff City,8,0,0,0,0,0,0,0,0
James McCarthy,MF,Everton,34,1,3,4,1,0,0,5,0
Aiden McGeady,FW,Everton,16,0,1,1,0,0,0,0,0
Aaron McLean,FW,Hull City,1,0,0,0,0,0,0,0,0
Gary Medel,MF,Cardiff City,34,0,1,1,0,0,0,6,0
Mesca,MF,Fulham,1,0,0,0,0,0,0,0,0
David Meyler,MF,Hull City,30,2,1,3,2,0,0,8,0
Michu,FW,Swansea City,17,2,2,4,2,0,0,2,0
James Milner,MF,Manchester City,31,1,4,5,1,0,0,3,0
Kevin Mirallas,FW,Everton,32,8,8,16,8,0,0,6,0
Kostas Mitroglou,FW,Fulham,3,0,0,0,0,0,0,0,0
Ryo Miyaichi,FW,Arsenal,1,0,0,0,0,0,0,0,0
James Morrison,FW,West Brom,32,1,3,4,0,1,1,1,0
Ravel Morrison,MF,West Ham,16,3,2,5,3,0,0,5,0
Victor Moses,FW,Liverpool,19,1,0,1,1,0,0,1,0
Dean Moxey,FW,Crystal Palace,20,0,1,1,0,0,0,2,0
Youssouf Mulumbu,MF,West Brom,37,2,2,4,2,0,0,7,0
Marc Muniesa,MF,Stoke City,13,0,0,0,0,0,0,0,0
Josh Murphy,FW,Norwich City,9,0,0,0,0,0,0,1,0
Glenn Murray,FW,Crystal Palace,14,1,1,2,0,1,1,1,0
Jordon Mutch,MF,Cardiff City,35,7,5,12,7,0,0,5,0
Mats Møller Dæhli,FW,Cardiff City,13,1,0,1,1,0,0,0,0
David N'Gog,FW,Swansea City,3,0,0,0,0,0,0,0,0
Steven Naismith,FW,Everton,31,5,2,7,5,0,0,1,0
Nani,FW,Manchester Utd,11,0,0,0,0,0,0,0,0
Samir Nasri,FW,Manchester City,34,7,7,14,7,0,0,3,0
Jesús Navas,FW,Manchester City,29,4,7,11,4,0,0,0,0
Álvaro Negredo,FW,Manchester City,32,9,3,12,9,0,0,1,0
Mark Noble,MF,West Ham,38,3,4,7,1,2,2,8,1
Antonio Nocerino,MF,West Ham,10,0,0,0,0,0,0,3,0
Kevin Nolan,MF,West Ham,33,7,5,12,7,0,0,7,2
Craig Noone,FW,Cardiff City,17,1,1,2,1,0,0,2,0
Steven Nzonzi,MF,Stoke City,36,2,1,3,2,0,0,6,1
Joey O'Brien,MF,West Ham,17,0,0,0,0,0,0,4,0
Stuart O'Keefe,MF,Crystal Palace,12,1,0,1,1,0,0,2,0
Liam O'Neil,MF,West Brom,3,0,0,0,0,0,0,0,0
John O'Shea,MF,Sunderland,33,1,0,1,1,0,0,2,1
Gabriel Obertan,FW,Newcastle Utd,3,0,0,0,0,0,0,0,0
John Obi Mikel,MF,Chelsea,24,1,1,2,1,0,0,3,0
Peter Odemwingie,FW,Stoke City,15,5,1,6,5,0,0,3,0
Peter Odemwingie,FW,Cardiff City,15,1,0,1,1,0,0,1,0
Martin Olsson,MF,Norwich City,34,0,1,1,0,0,0,2,0
Oscar,FW,Chelsea,33,8,2,10,8,0,0,4,0
Leon Osman,MF,Everton,38,3,4,7,3,0,0,4,0
Dani Osvaldo,FW,Southampton,13,3,0,3,3,0,0,3,0
Bryan Oviedo,MF,Everton,9,2,2,4,2,0,0,1,0
Alex Oxlade-Chamberlain,FW,Arsenal,14,2,2,4,2,0,0,0,0
Mesut Özil,MF,Arsenal,26,5,9,14,5,0,0,0,0
Wilson Palacios,MF,Stoke City,16,0,0,0,0,0,0,3,0
Scott Parker,MF,Fulham,29,2,1,3,2,0,0,7,0
Paulinho,MF,Tottenham,30,6,2,8,6,0,0,4,1
Jermaine Pennant,MF,Stoke City,8,1,0,1,1,0,0,1,0
Robin van Persie,FW,Manchester Utd,21,12,3,15,10,2,2,2,0
Mladen Petrić,FW,West Ham,3,0,0,0,0,0,0,0,0
Kevin Phillips,FW,Crystal Palace,4,0,0,0,0,0,0,0,0
Steven Pienaar,MF,Everton,23,1,2,3,1,0,0,2,0
Erik Pieters,MF,Stoke City,36,1,2,3,1,0,0,5,0
Anthony Pilkington,FW,Norwich City,15,1,1,2,1,0,0,2,0
Lukas Podolski,FW,Arsenal,20,8,2,10,8,0,0,0,0
Goran Popov,MF,West Brom,2,0,0,0,0,0,0,0,0
Alejandro Pozuelo,FW,Swansea City,22,0,1,1,0,0,0,1,0
Guly do Prado,FW,Southampton,9,0,0,0,0,0,0,0,0
Alex Pritchard,FW,Tottenham,1,0,0,0,0,0,0,0,0
Nick Proschwitz,FW,Hull City,2,0,0,0,0,0,0,0,0
Jason Puncheon,MF,Crystal Palace,34,7,2,9,6,1,2,2,0
Stephen Quinn,FW,Hull City,15,0,0,0,0,0,0,0,0
Rafael,MF,Manchester Utd,19,0,1,1,0,0,0,5,0
Ramires,MF,Chelsea,30,1,2,3,1,0,0,8,1
Gastón Ramírez,FW,Southampton,18,1,3,4,1,0,0,2,0
Aaron Ramsey,MF,Arsenal,23,10,8,18,10,0,0,3,0
Nathan Redmond,FW,Norwich City,34,1,3,4,1,0,0,2,0
Harrison Reed,MF,Southampton,4,0,0,0,0,0,0,0,0
Steven Reid,MF,West Brom,16,0,0,0,0,0,0,3,0
Loïc Rémy,FW,Newcastle Utd,26,14,3,17,14,0,1,2,1
Kieran Richardson,MF,Fulham,31,4,3,7,4,0,0,5,0
Sascha Riether,MF,Fulham,31,0,2,2,0,0,0,3,0
Patrick Roberts,FW,Fulham,2,0,0,0,0,0,0,1,0
Callum Robinson,FW,Aston Villa,4,0,0,0,0,0,0,0,0
Hugo Rodallega,FW,Fulham,13,2,2,4,2,0,0,0,0
Jay Rodriguez,FW,Southampton,33,15,3,18,15,0,0,3,0
Jack Rodwell,MF,Manchester City,5,0,0,0,0,0,0,0,0
Wayne Rooney,FW,Manchester Utd,29,17,10,27,14,3,3,8,0
Danny Rose,MF,Tottenham,22,1,2,3,1,0,0,4,1
Markus Rosenberg,FW,West Brom,4,0,0,0,0,0,0,0,0
Tomáš Rosický,MF,Arsenal,27,2,1,3,2,0,0,7,0
Wayne Routledge,FW,Swansea City,35,2,4,6,2,0,0,2,0
Bryan Ruiz,FW,Fulham,12,1,3,4,1,0,0,0,0
Yannick Sagbo,FW,Hull City,28,2,1,3,2,0,0,2,1
Mohamed Salah,FW,Chelsea,10,2,1,3,2,0,0,1,0
Sandro,MF,Tottenham,17,1,0,1,1,0,0,6,0
Yaya Sanogo,FW,Arsenal,8,0,0,0,0,0,0,0,0
Morgan Schneiderlin,MF,Southampton,33,2,1,3,2,0,0,8,0
André Schürrle,FW,Chelsea,30,8,2,10,8,0,0,1,0
Ignacio Scocco,FW,Sunderland,6,0,0,0,0,0,0,0,0
Stéphane Sessègnon,FW,West Brom,26,5,1,6,5,0,0,0,0
Stéphane Sessègnon,FW,Sunderland,2,0,0,0,0,0,0,0,0
Luke Shaw,MF,Southampton,35,0,1,1,0,0,0,4,0
Brek Shea,FW,Stoke City,1,0,0,0,0,0,0,0,0
Jonjo Shelvey,MF,Swansea City,32,6,6,12,6,0,0,4,0
Steve Sidwell,MF,Fulham,38,7,2,9,7,0,1,5,0
Gylfi Sigurðsson,FW,Tottenham,25,5,0,5,5,0,0,2,0
David Silva,FW,Manchester City,27,7,9,16,7,0,0,5,0
Scott Sinclair,FW,West Brom,8,0,0,0,0,0,0,0,0
Moussa Sissoko,MF,Newcastle Utd,35,3,6,9,3,0,0,8,0
Brad Smith,MF,Liverpool,1,0,0,0,0,0,0,0,0
Robert Snodgrass,FW,Norwich City,30,6,2,8,6,0,1,6,0
Roberto Soldado,FW,Tottenham,28,6,5,11,2,4,4,5,0
Raheem Sterling,FW,Liverpool,33,9,5,14,9,0,0,3,0
Daniel Sturridge,FW,Liverpool,29,21,7,28,21,0,1,2,0
Luis Suárez,FW,Liverpool,33,31,12,43,31,0,0,6,0
Ki Sung-yueng,MF,Sunderland,27,3,1,4,2,1,1,3,0
Ki Sung-yueng,MF,Swansea City,1,0,0,0,0,0,0,0,0
John Swift,FW,Chelsea,1,0,0,0,0,0,0,0,0
Yacouba Sylla,MF,Aston Villa,11,0,0,0,0,0,0,1,0
Adel Taarabt,FW,Fulham,12,0,1,1,0,0,0,0,0
Muamer Tanković,FW,Fulham,3,0,0,0,0,0,0,0,0
Andrew Taylor,MF,Cardiff City,18,0,0,0,0,0,0,0,0
Matthew Taylor,MF,West Ham,20,0,0,0,0,0,0,3,0
Neil Taylor,MF,Swansea City,10,0,1,1,0,0,0,1,0
Alexander Tettey,MF,Norwich City,21,1,0,1,1,0,0,7,0
Jerome Thomas,FW,Crystal Palace,9,0,0,0,0,0,0,2,0
Cheick Tioté,MF,Newcastle Utd,33,0,1,1,0,0,0,10,0
James Tomkins,MF,West Ham,31,0,0,0,0,0,0,7,1
Aleksandar Tonev,MF,Aston Villa,17,0,0,0,0,0,0,0,0
Fernando Torres,FW,Chelsea,28,5,5,10,5,0,0,5,1
Yaya Touré,MF,Manchester City,35,20,9,29,14,6,6,4,0
Andros Townsend,FW,Tottenham,25,1,0,1,1,0,0,2,0
Lacina Traoré,FW,Everton,1,0,0,0,0,0,0,0,0
Ryan Tunnicliffe,MF,Fulham,3,0,1,1,0,0,0,0,0
Antonio Valencia,MF,Manchester Utd,29,2,3,5,2,0,0,8,1
David Vaughan,MF,Sunderland,3,0,0,0,0,0,0,0,0
Ricardo Vaz Tê,FW,West Ham,8,2,0,2,2,0,0,0,0
Álvaro Vázquez,FW,Swansea City,12,0,1,1,0,0,0,0,0
Matěj Vydra,FW,West Brom,23,3,3,6,3,0,0,0,0
Theo Walcott,FW,Arsenal,13,5,4,9,5,0,0,1,0
Kyle Walker,MF,Tottenham,26,1,2,3,1,0,0,5,0
Jonathan Walters,FW,Stoke City,32,5,2,7,3,2,3,8,1
Victor Wanyama,MF,Southampton,23,0,0,0,0,0,0,7,0
Joel Ward,MF,Crystal Palace,36,0,2,2,0,0,0,3,0
James Ward-Prowse,MF,Southampton,34,0,2,2,0,0,0,3,0
Andreas Weimann,FW,Aston Villa,37,5,4,9,5,0,0,1,0
Danny Welbeck,FW,Manchester Utd,25,9,1,10,9,0,0,2,0
Ashley Westwood,MF,Aston Villa,35,3,2,5,3,0,0,7,0
Glenn Whelan,MF,Stoke City,32,0,1,1,0,0,0,6,1
Steven Whittaker,MF,Norwich City,20,1,1,2,1,0,0,3,0
Peter Whittingham,MF,Cardiff City,32,3,5,8,2,1,1,3,0
Connor Wickham,FW,Sunderland,15,5,1,6,5,0,0,1,0
Aaron Wilbraham,FW,Crystal Palace,4,0,0,0,0,0,0,0,0
