Name,Pos,Squad,MP,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR
Sergio Agüero,FW,Manchester City,33,21,8,29,19,2,2,4,0
Marc Albrighton,FW,Leicester City,27,2,2,4,2,0,0,3,0
Dele Alli,MF,Tottenham,25,5,3,8,5,0,0,4,0
Miguel Almirón,MF,Newcastle Utd,10,0,0,0,0,0,0,0,0
Luke Amos,MF,Tottenham,1,0,0,0,0,0,0,0,0
Felipe Anderson,MF,West Ham,36,9,4,13,9,0,0,3,0
Florin Andone,FW,Brighton,23,3,0,3,3,0,0,5,0
Michail Antonio,MF,West Ham,33,6,4,10,6,0,0,3,0
Stuart Armstrong,MF,Southampton,29,3,2,5,3,0,0,2,0
Marko Arnautović,FW,West Ham,28,10,4,14,9,1,1,3,0
Harry Arter,MF,Cardiff City,25,0,1,1,0,0,0,10,0
Christian Atsu,MF,Newcastle Utd,28,1,0,1,1,0,0,2,0
Pierre-Emerick Aubameyang,FW,Arsenal,36,22,5,27,18,4,5,0,0
Charlie Austin,FW,Southampton,25,2,2,4,2,0,1,1,0
Jordan Ayew,FW,Crystal Palace,20,1,2,3,1,0,0,3,0
Floyd Ayité,FW,Fulham,16,1,0,1,1,0,0,0,0
Ryan Babel,FW,Fulham,16,5,3,8,5,0,0,3,0
Juninho Bacuna,MF,Huddersfield,21,1,0,1,1,0,0,4,0
Leandro Bacuna,MF,Cardiff City,11,0,0,0,0,0,0,2,0
Ross Barkley,MF,Chelsea,27,3,5,8,3,0,0,1,0
Ashley Barnes,FW,Burnley,37,12,2,14,10,2,2,8,0
Harvey Barnes,MF,Leicester City,16,1,2,3,1,0,0,0,0
Michy Batshuayi,FW,Crystal Palace,11,5,0,5,5,0,0,0,0
Christian Benteke,FW,Crystal Palace,16,1,1,2,1,0,0,1,0
Jóhann Berg Guðmundsson,MF,Burnley,29,3,6,9,3,0,0,2,0
Bernard,FW,Everton,34,1,3,4,1,0,0,5,0
Philip Billing,MF,Huddersfield,27,2,0,2,2,0,0,7,0
Yves Bissouma,MF,Brighton,28,0,0,0,0,0,0,5,0
Léo Bonatini,FW,Wolves,7,0,1,1,0,0,0,0,0
Robbie Brady,MF,Burnley,16,0,1,1,0,0,0,3,1
David Brooks,MF,Bournemouth,30,7,5,12,7,0,0,3,0
Joe Bryan,MF,Fulham,28,0,1,1,0,0,0,5,0
Tom Cairney,MF,Fulham,31,1,1,2,1,0,0,0,0
Dominic Calvert-Lewin,FW,Everton,35,6,2,8,6,0,0,3,0
Víctor Camarasa,MF,Cardiff City,32,5,4,9,4,1,1,6,0
Étienne Capoue,MF,Watford,33,1,3,4,1,0,0,14,1
Andy Carroll,FW,West Ham,12,0,0,0,0,0,0,2,0
Jonny Castro,MF,Wolves,33,1,1,2,1,0,0,6,0
Ivan Cavaleiro,FW,Wolves,23,3,1,4,3,0,0,1,0
Nathaniel Chalobah,MF,Watford,9,0,0,0,0,0,0,2,0
Calum Chambers,MF,Fulham,31,2,0,2,2,0,0,9,0
Tahith Chong,FW,Manchester Utd,2,0,0,0,0,0,0,0,0
