Name,Pos,Squad,MP,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR
Rolando Aarons,MF,Newcastle Utd,10,1,1,2,1,0,0,1,0
Almen Abdi,MF,Watford,32,2,0,2,2,0,0,4,0
Tammy Abraham,FW,Chelsea,2,0,0,0,0,0,0,0,0
Charlie Adam,MF,Stoke City,22,1,1,2,1,0,0,6,1
Emmanuel Adebayor,FW,Crystal Palace,12,1,1,2,1,0,0,1,0
Ibrahim Afellay,MF,Stoke City,31,2,2,4,2,0,0,3,1
Benik Afobe,FW,Bournemouth,15,4,0,4,4,0,0,0,0
Gabriel Agbonlahor,FW,Aston Villa,15,1,2,3,1,0,0,0,0
Sergio Agüero,FW,Manchester City,30,24,2,26,20,4,5,1,0
Marc Albrighton,MF,Leicester City,38,2,6,8,2,0,0,4,0
Joe Allen,MF,Liverpool,19,2,1,3,2,0,0,0,0
Dele Alli,MF,Tottenham,33,10,9,19,10,0,0,7,0
Nordin Amrabat,MF,Watford,12,0,0,0,0,0,0,3,1
José Ángel Crespo,FW,Aston Villa,1,0,0,0,0,0,0,0,0
Victor Anichebe,FW,West Brom,10,0,0,0,0,0,0,0,0
Vurnon Anita,MF,Newcastle Utd,28,1,3,4,1,0,0,6,0
Michail Antonio,MF,West Ham,26,8,3,11,8,0,0,3,0
Ikechi Anya,MF,Watford,28,0,1,1,0,0,0,0,0
Marko Arnautović,MF,Stoke City,34,11,6,17,8,3,3,2,0
Harry Arter,MF,Bournemouth,21,1,0,1,1,0,0,7,0
Mikel Arteta,MF,Arsenal,9,0,0,0,0,0,0,1,0
Charlie Austin,FW,Southampton,7,1,0,1,1,0,0,0,0
André Ayew,MF,Swansea City,34,12,2,14,12,0,0,5,0
Jordan Ayew,FW,Aston Villa,30,7,0,7,6,1,1,6,1
Leandro Bacuna,MF,Aston Villa,31,1,0,1,1,0,0,7,0
Patrick Bamford,FW,Norwich City,7,0,0,0,0,0,0,0,0
Patrick Bamford,FW,Crystal Palace,6,0,0,0,0,0,0,0,0
Ross Barkley,MF,Everton,38,8,8,16,6,2,2,4,0
Modou Barrow,MF,Swansea City,22,1,2,3,1,0,0,0,0
Gareth Barry,MF,Everton,33,0,1,1,0,0,0,6,1
Valon Behrami,MF,Watford,21,0,1,1,0,0,0,3,1
Nabil Bentaleb,MF,Tottenham,5,0,0,0,0,0,0,1,0
Christian Benteke,FW,Liverpool,29,9,3,12,8,1,1,2,0
Saido Berahino,FW,West Brom,31,4,0,4,4,0,2,0,0
Steven Berghuis,FW,Watford,9,0,2,2,0,0,0,2,0
Ryan Bertrand,MF,Southampton,32,1,3,4,0,1,1,6,0
Muhamed Bešić,MF,Everton,12,0,0,0,0,0,0,1,0
Mame Biram Diouf,FW,Stoke City,26,5,1,6,5,0,0,3,0
Hiram Boateng,FW,Crystal Palace,1,0,0,0,0,0,0,0,0
Yannick Bolasie,MF,Crystal Palace,26,5,3,8,5,0,0,2,0
Wilfried Bony,FW,Manchester City,26,4,3,7,4,0,1,1,0
Fabio Borini,MF,Sunderland,26,5,2,7,4,1,1,6,0
Robbie Brady,MF,Norwich City,36,3,2,5,3,0,0,3,0
Cameron Brannagan,MF,Liverpool,3,0,0,0,0,0,0,0,0
Leon Britton,MF,Swansea City,25,0,0,0,0,0,0,4,0
Chris Brunt,MF,West Brom,22,0,3,3,0,0,0,7,0
Yohan Cabaye,MF,Crystal Palace,33,5,1,6,2,3,4,7,0
Geoff Cameron,MF,Stoke City,30,0,0,0,0,0,0,0,1
Fraizer Campbell,FW,Crystal Palace,11,0,0,0,0,0,0,1,0
Joel Campbell,MF,Arsenal,19,3,2,5,3,0,0,0,0
Emre Can,MF,Liverpool,30,1,0,1,1,0,0,9,0
Sergi Canós,FW,Liverpool,1,0,0,0,0,0,0,0,0
Étienne Capoue,MF,Watford,33,0,1,1,0,0,0,7,0
Juan Carlos Paredes,MF,Watford,17,0,0,0,0,0,0,1,0
João Carlos Teixeira,FW,Liverpool,1,0,0,0,0,0,0,0,0
Michael Carrick,MF,Manchester Utd,28,0,0,0,0,0,0,4,0
Andy Carroll,FW,West Ham,27,9,2,11,8,1,1,2,0
Tom Carroll,MF,Tottenham,19,1,0,1,1,0,0,3,0
Lee Cattermole,MF,Sunderland,31,0,0,0,0,0,0,8,0
Santi Cazorla,MF,Arsenal,15,0,3,3,0,0,1,3,1
Bersant Celina,FW,Manchester City,1,0,1,1,0,0,0,0,0
Nacer Chadli,MF,Tottenham,29,3,2,5,3,0,0,1,0
Marouane Chamakh,FW,Crystal Palace,10,0,0,0,0,0,0,1,0
Calum Chambers,MF,Arsenal,12,0,0,0,0,0,0,2,0
Pedro Chirivella,MF,Liverpool,1,0,0,0,0,0,0,0,0
Lee Chung-yong,MF,Crystal Palace,13,1,0,1,1,0,0,0,0
Papiss Cissé,FW,Newcastle Utd,21,3,0,3,3,0,0,1,0
Jordy Clasie,MF,Southampton,22,0,0,0,0,0,0,5,0
Tom Cleverley,MF,Everton,22,2,4,6,2,0,0,1,0
Jack Colback,MF,Newcastle Utd,29,1,1,2,1,0,0,11,0
Callum Connolly,MF,Everton,1,0,0,0,0,0,0,0,0
Francis Coquelin,MF,Arsenal,26,0,0,0,0,0,0,6,1
Jack Cork,MF,Swansea City,35,1,2,3,1,0,0,3,0
Diego Costa,FW,Chelsea,28,12,6,18,12,0,0,8,0
Philippe Coutinho,MF,Liverpool,26,8,5,13,8,0,0,3,1
Peter Crouch,FW,Stoke City,11,0,1,1,0,0,0,0,0
Juan Cuadrado,FW,Chelsea,1,0,0,0,0,0,0,0,0
Josh Cullen,MF,West Ham,1,0,0,0,0,0,0,0,0
Tom Davies,FW,Everton,2,0,0,0,0,0,0,0,0
Steven Davis,MF,Southampton,34,5,3,8,5,0,0,4,0
Kevin De Bruyne,MF,Manchester City,25,7,9,16,7,0,0,2,0
Troy Deeney,FW,Watford,38,13,7,20,7,6,7,6,0
Jermain Defoe,FW,Sunderland,33,15,1,16,14,1,1,3,0
Fabian Delph,MF,Manchester City,17,2,0,2,2,0,0,0,0
Mousa Dembélé,MF,Tottenham,29,3,1,4,3,0,0,3,0
Gerard Deulofeu,MF,Everton,26,2,8,10,2,0,0,2,0
Alessandro Diamanti,FW,Watford,3,0,0,0,0,0,0,0,0
Eric Dier,MF,Tottenham,37,3,2,5,3,0,0,10,0
Joe Dodoo,FW,Leicester City,1,0,0,0,0,0,0,0,0
Graham Dorrans,MF,Norwich City,21,0,1,1,0,0,0,2,0
