Name,Pos,Squad,MP,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR
Emmanuel Adebayor,FW,Manchester City,26,14,3,17,14,0,0,1,0
Kieran Agard,FW,Everton,1,0,0,0,0,0,0,0,0
Gabriel Agbonlahor,FW,Aston Villa,36,13,3,16,13,0,0,3,0
Yakubu Aiyegbeni,FW,Everton,25,5,4,9,5,0,1,1,0
Marc Albrighton,FW,Aston Villa,3,0,0,0,0,0,0,0,0
Graham Alexander,MF,Burnley,33,7,1,8,1,6,6,3,0
Jozy Altidore,FW,Hull City,28,1,3,4,1,0,0,4,1
Anderson,MF,Manchester Utd,14,1,2,3,1,0,0,1,0
Keith Andrews,MF,Blackburn,32,1,0,1,0,1,1,4,0
Nicolas Anelka,FW,Chelsea,33,11,7,18,11,0,0,0,0
Victor Anichebe,FW,Everton,11,1,2,3,1,0,0,1,0
Alberto Aquilani,MF,Liverpool,18,1,6,7,1,0,0,0,0
Andrey Arshavin,FW,Arsenal,30,10,1,11,10,0,0,2,0
Mikel Arteta,MF,Everton,13,6,1,7,4,2,2,3,0
Will Atkinson,MF,Hull City,2,1,0,1,1,0,0,1,0
Fábio Aurélio,MF,Liverpool,14,0,1,1,0,0,0,1,0
Ryan Babel,FW,Liverpool,25,4,1,5,4,0,0,1,0
Chris Baird,MF,Fulham,32,0,1,1,0,0,0,4,0
Gareth Bale,FW,Tottenham,23,3,5,8,3,0,0,2,0
Michael Ballack,MF,Chelsea,32,4,5,9,4,0,0,3,1
Nick Barmby,FW,Hull City,20,0,0,0,0,0,0,4,0
Gareth Barry,MF,Manchester City,34,2,7,9,2,0,0,4,0
Chris Basham,MF,Bolton,8,0,1,1,0,0,0,0,0
Angelos Basinas,MF,Portsmouth,12,0,0,0,0,0,0,3,0
Yıldıray Baştürk,MF,Blackburn,1,0,0,0,0,0,0,0,0
Jose Baxter,FW,Everton,2,0,0,0,0,0,0,0,0
James Beattie,FW,Stoke City,22,2,1,3,1,1,1,1,0
Valon Behrami,MF,West Ham,27,1,1,2,1,0,0,0,0
Nadir Belhadj,MF,Portsmouth,19,3,2,5,3,0,0,2,0
Craig Bellamy,FW,Manchester City,32,10,8,18,10,0,0,5,1
Juliano Belletti,MF,Chelsea,11,0,1,1,0,0,0,1,1
Yossi Benayoun,MF,Liverpool,30,6,4,10,6,0,0,1,0
Nicklas Bendtner,FW,Arsenal,23,6,5,11,6,0,0,2,0
Christian Benítez,FW,Birmingham City,30,3,5,8,3,0,1,1,0
Benjani,FW,Sunderland,8,0,0,0,0,0,0,0,0
Benjani,FW,Manchester City,2,0,1,1,0,0,0,0,0
Darren Bent,FW,Sunderland,38,24,1,25,19,5,8,5,0
