Name,Pos,Squad,MP,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR
Kevin Betsy,FW,Fulham,1,0,0,0,0,0,0,0,0
Igor Bišćan,MF,Liverpool,5,0,0,0,0,0,0,0,0
Nathan Blake,FW,Blackburn,3,1,0,1,1,0,0,0,0
Laurent Blanc,MF,Manchester Utd,29,1,0,1,1,0,0,4,0
Imants Bleidelis,MF,Southampton,1,0,0,0,0,0,,0,0
Jesper Blomqvist,MF,Everton,15,1,0,1,1,0,0,2,0
Luís Boa Morte,FW,Fulham,23,1,1,2,1,0,1,8,2
George Boateng,MF,Aston Villa,37,1,1,2,1,0,0,5,0
Fredi Bobic,FW,Bolton,16,4,2,6,4,0,0,2,0
Alen Bokšić,FW,Middlesbrough,22,8,1,9,6,2,2,2,0
Adam Bolder,MF,Derby County,11,0,0,0,0,0,0,0,0
Lee Bowyer,MF,Leeds United,25,5,5,10,5,0,0,7,1
Giovanni van Bronckhorst,MF,Arsenal,21,1,0,1,1,0,0,5,1
Craig Burley,MF,Derby County,11,0,2,2,0,0,0,3,0
Deon Burton,FW,Derby County,17,1,3,4,1,0,1,1,0
Thomas Butler,MF,Sunderland,7,0,1,1,0,0,0,1,0
Nicky Butt,MF,Manchester Utd,25,1,1,2,1,0,0,6,0
Shaun Byrne,MF,West Ham,1,0,0,0,0,0,0,0,0
Danny Cadamarteri,FW,Everton,3,0,0,0,0,0,0,0,0
Titi Camara,FW,West Ham,1,0,0,0,0,0,,0,0
Andy Campbell,FW,Middlesbrough,4,0,0,0,0,0,0,1,0
Kevin Campbell,FW,Everton,23,4,1,5,4,0,0,2,0
Sol Campbell,FW,Arsenal,31,2,1,3,2,0,0,2,0
Benito Carbone,FW,Derby County,13,1,3,4,1,0,0,2,1
Benito Carbone,FW,Middlesbrough,13,1,5,6,1,0,0,1,0
Jamie Carragher,MF,Liverpool,33,0,1,1,0,0,0,7,0
Michael Carrick,MF,West Ham,30,2,2,4,2,0,0,4,0
Lee Carsley,MF,Everton,8,1,0,1,1,0,0,0,0
Luke Chadwick,MF,Manchester Utd,8,0,2,2,0,0,0,0,0
Nick Chadwick,FW,Everton,9,3,0,3,3,0,0,0,0
Malcolm Christie,FW,Derby County,35,9,1,10,9,0,0,2,0
Lee Clark,MF,Fulham,9,0,0,0,0,0,0,0,0
Stephen Clemence,MF,Tottenham,6,0,0,0,0,0,0,1,0
Andy Cole,FW,Manchester Utd,11,4,3,7,,,,0,0
Andy Cole,FW,Blackburn,15,9,2,11,9,0,0,2,1
Carlton Cole,FW,Chelsea,3,1,0,1,1,0,0,0,0
Joe Cole,MF,West Ham,30,0,3,3,0,0,0,5,0
John Collins,MF,Fulham,34,0,0,0,0,0,0,0,0
Carl Cort,FW,Newcastle Utd,8,1,1,2,1,0,0,0,0
Pablo Couñago,FW,Ipswich Town,13,0,0,0,0,0,0,1,0
Laurent Courtois,MF,West Ham,7,0,1,1,0,0,0,0,0
Jody Craddock,MF,Sunderland,30,1,0,1,1,0,0,3,0
Peter Crouch,FW,Aston Villa,7,2,2,4,2,0,0,0,0
Olivier Dacourt,MF,Leeds United,17,0,0,0,0,0,0,3,0
Samuele Dalla Bona,MF,Chelsea,24,4,0,4,4,0,0,7,0
Kevin Davies,FW,Southampton,23,2,0,2,2,0,0,5,0
Simon Davies,MF,Tottenham,31,4,3,7,4,0,0,0,0
Sean Davis,MF,Fulham,30,0,1,1,0,0,0,4,0
Brian Deane,FW,Middlesbrough,7,1,0,1,1,0,0,1,0
Brian Deane,FW,Leicester City,15,6,1,7,6,0,0,2,0
Mickaël Debève,MF,Middlesbrough,4,0,0,0,0,0,,0,0
Jermain Defoe,FW,West Ham,35,10,0,10,10,0,0,0,0
Rory Delap,MF,Southampton,28,2,2,4,2,0,,3,2
Agustín Delgado,FW,Southampton,1,0,0,0,0,0,0,0,0
Marcel Desailly,MF,Chelsea,24,1,1,2,1,0,0,5,0
Paolo Di Canio,FW,West Ham,26,9,6,15,5,4,5,5,1
Paul Dickov,FW,Leicester City,12,4,1,5,4,0,0,5,0
Youri Djorkaeff,FW,Bolton,12,4,1,5,4,0,0,0,0
Gary Doherty,FW,Tottenham,4,0,0,0,0,0,0,1,0
Stewart Downing,FW,Middlesbrough,3,0,0,0,0,0,,0,0
Mark Draper,MF,Southampton,2,0,0,0,0,0,0,1,0
Dion Dublin,FW,Aston Villa,21,4,3,7,4,0,0,2,1
Pierre Ducrocq,MF,Derby County,19,0,0,0,0,0,0,3,0
Damien Duff,FW,Blackburn,32,7,6,13,7,0,0,3,0
David Dunn,MF,Blackburn,29,7,5,12,6,1,1,4,0
Kieron Dyer,MF,Newcastle Utd,18,3,4,7,3,0,0,0,0
Mario Espartero,MF,Bolton,3,0,0,0,0,0,,0,0
Matthew Etherington,MF,Tottenham,11,0,1,1,0,0,0,1,0
Jason Euell,FW,Charlton Ath,36,11,3,14,11,0,0,3,0
Gareth Farrelly,MF,Bolton,18,0,0,0,0,0,0,1,0
Les Ferdinand,FW,Tottenham,25,9,2,11,9,0,0,4,0
Duncan Ferguson,FW,Everton,22,6,1,7,4,2,2,5,1
Fabrice Fernandes,MF,Southampton,11,1,0,1,1,0,0,0,0
Mark Fish,FW,Charlton Ath,25,0,2,2,0,0,0,3,0
Garry Flitcroft,MF,Blackburn,29,1,2,3,1,0,0,7,0
Jimmy Floyd Hasselbaink,FW,Chelsea,35,23,6,29,20,3,3,5,1
Diego Forlán,FW,Manchester Utd,3,0,0,0,0,0,0,0,0
Mikael Forssell,FW,Chelsea,22,4,2,6,4,0,0,0,0
Quinton Fortune,MF,Manchester Utd,14,1,0,1,1,0,0,0,0
Robbie Fowler,FW,Leeds United,22,12,3,15,12,0,1,1,0
Robbie Fowler,FW,Liverpool,10,3,1,4,,,,2,0
Per Frandsen,MF,Bolton,29,3,5,8,3,0,1,4,0
Steffen Freund,MF,Tottenham,20,0,0,0,0,0,0,6,0
Richard Garcia,FW,West Ham,2,0,0,0,0,0,0,0,0
Ricardo Gardner,MF,Bolton,31,3,4,7,3,0,0,4,1
Paul Gascoigne,MF,Everton,18,1,0,1,1,0,0,2,0
Edu Gaspar,MF,Arsenal,14,1,1,2,1,0,0,3,0
Scot Gemmill,MF,Everton,32,1,4,5,1,0,0,4,0
Finidi George,FW,Ipswich Town,25,6,2,8,6,0,0,0,0
Steven Gerrard,MF,Liverpool,28,3,8,11,3,0,0,5,1
Ryan Giggs,FW,Manchester Utd,25,7,12,19,7,0,0,1,0
Keith Gillespie,FW,Blackburn,32,2,4,6,2,0,0,4,0
David Ginola,FW,Aston Villa,5,0,0,0,0,0,0,0,1
David Ginola,FW,Everton,5,0,0,0,0,0,0,0,0
Bjarne Goldbæk,MF,Fulham,13,1,1,2,1,0,0,1,0
Dean Gordon,MF,Middlesbrough,1,0,0,0,0,0,,0,0
Corrado Grabbi,FW,Blackburn,14,1,3,4,1,0,0,1,0
Thomas Gravesen,MF,Everton,25,2,5,7,2,0,0,9,1
Michael Gray,MF,Sunderland,35,0,0,0,0,0,0,1,0
Jonathan Greening,MF,Middlesbrough,36,1,1,2,1,0,1,4,0
Jesper Grønkjær,FW,Chelsea,13,0,3,3,0,0,0,4,0
Ole Gunnar Solskjær,FW,Manchester Utd,30,17,9,26,17,0,0,3,0
Arnar Gunnlaugsson,FW,Leicester City,2,0,0,0,0,0,0,0,0
Eiður Guðjohnsen,FW,Chelsea,32,14,6,20,14,0,0,2,0
Mustapha Hadji,MF,Aston Villa,23,2,2,4,2,0,0,3,0
Dietmar Hamann,MF,Liverpool,31,1,4,5,1,0,0,2,1
Bo Hansen,FW,Bolton,17,1,1,2,1,0,0,1,0
Barry Hayles,FW,Fulham,35,8,3,11,8,0,0,6,0
Vegard Heggem,MF,Liverpool,1,0,0,0,0,0,,0,0
Lee Hendrie,MF,Aston Villa,29,2,3,5,2,0,0,3,0
Thierry Henry,FW,Arsenal,33,24,5,29,20,4,4,4,0
Emile Heskey,FW,Liverpool,35,9,7,16,9,0,0,3,0
Craig Hignett,FW,Blackburn,20,4,3,7,4,0,0,2,0
Thomas Hitzlsperger,MF,Aston Villa,12,1,2,3,1,0,,1,0
Dean Holdsworth,FW,Bolton,31,2,0,2,2,0,0,4,1
Matt Holland,MF,Ipswich Town,38,3,3,6,3,0,0,0,0
Mark Hudson,MF,Middlesbrough,1,0,0,0,0,0,0,0,0
Mark Hughes,FW,Blackburn,21,1,0,1,1,0,0,3,0
Don Hutchison,MF,West Ham,24,1,2,3,1,0,0,3,0
Don Hutchison,MF,Sunderland,2,0,0,0,0,0,0,0,0
Andy Impey,MF,Leicester City,27,0,1,1,0,0,0,3,0
Paul Ince,MF,Middlesbrough,31,2,2,4,2,0,0,11,1
Steffen Iversen,FW,Tottenham,18,4,1,5,4,0,0,1,0
Muzzy Izzet,MF,Leicester City,31,4,1,5,2,2,4,11,1
Matt Jansen,FW,Blackburn,35,10,5,15,10,0,0,2,0
Francis Jeffers,FW,Arsenal,6,2,0,2,2,0,0,1,0
Jermaine Jenas,MF,Newcastle Utd,12,0,1,1,0,0,,0,0
Claus Jensen,MF,Charlton Ath,18,1,1,2,1,0,0,0,0
Joseph-Désiré Job,FW,Middlesbrough,4,0,0,0,0,0,0,1,0
Jonatan Johansson,FW,Charlton Ath,30,5,3,8,5,0,0,1,0
Damien Johnson,MF,Blackburn,7,1,0,1,1,0,0,1,0
Jermaine Johnson,FW,Bolton,9,0,0,0,0,0,0,2,0
Seth Johnson,FW,Derby County,7,0,0,0,0,0,0,3,0
Seth Johnson,FW,Leeds United,14,0,1,1,0,0,0,4,0
Allan Johnston,MF,Middlesbrough,17,1,0,1,1,0,,1,0
Slaviša Jokanović,MF,Chelsea,20,0,0,0,0,0,,5,1
Matt Jones,MF,Leicester City,10,1,0,1,1,0,0,0,0
Hassan Kachloul,MF,Aston Villa,22,2,1,3,2,0,0,3,0
Frédéric Kanouté,FW,West Ham,27,11,3,14,11,0,0,4,0
Nwankwo Kanu,FW,Arsenal,23,3,1,4,3,0,0,2,0
Robbie Keane,FW,Leeds United,25,3,4,7,3,0,0,3,0
Roy Keane,MF,Manchester Utd,28,3,5,8,3,0,0,4,1
Joe Keenan,MF,Chelsea,1,0,0,0,0,0,0,0,0
Martin Keown,MF,Arsenal,22,0,1,1,0,0,0,6,1
Tugay Kerimoğlu,MF,Blackburn,33,3,3,6,3,0,0,8,0
Harry Kewell,FW,Leeds United,27,8,3,11,8,0,0,2,0
Tahar El Khalej,MF,Southampton,14,1,1,2,1,0,0,1,1
Kevin Kilbane,MF,Sunderland,28,2,0,2,2,0,0,3,0
Ledley King,MF,Tottenham,32,0,0,0,0,0,0,0,0
Georgi Kinkladze,MF,Derby County,24,1,0,1,1,0,0,3,0
Mark Kinsella,MF,Charlton Ath,17,0,0,0,0,0,0,1,0
Radostin Kishishev,MF,Charlton Ath,3,0,0,0,0,0,0,0,0
Paul Kitson,FW,West Ham,7,3,0,3,3,0,0,0,0
Paul Konchesky,FW,Charlton Ath,34,1,2,3,1,0,0,3,0
Kevin Kyle,FW,Sunderland,4,0,0,0,0,0,0,1,0
Frank Lampard,MF,Chelsea,37,5,3,8,5,0,0,3,1
Lilian Laslandes,FW,Sunderland,12,0,0,0,0,0,0,1,0
Ulrich Le Pen,MF,Ipswich Town,1,0,0,0,0,0,0,0,0
Matt Le Tissier,FW,Southampton,4,0,0,0,0,0,0,0,0
Rob Lee,MF,Derby County,13,0,1,1,0,0,0,3,0
Rob Lee,MF,Newcastle Utd,16,1,2,3,1,0,0,3,0
Sylvain Legwinski,MF,Fulham,33,3,1,4,3,0,0,8,0
Øyvind Leonhardsen,MF,Tottenham,7,0,1,1,0,0,0,0,0
Eddie Lewis,MF,Fulham,1,0,0,0,0,0,0,0,0
Junior Lewis,MF,Leicester City,6,0,0,0,0,0,0,0,0
Tobias Linderoth,MF,Everton,2,0,1,1,0,0,0,0,0
Kevin Lisbie,FW,Charlton Ath,22,5,1,6,5,0,0,2,0
Jari Litmanen,FW,Liverpool,21,4,1,5,4,0,1,0,0
Freddie Ljungberg,FW,Arsenal,25,12,4,16,12,0,0,4,0
Steve Lomas,MF,West Ham,15,4,0,4,4,0,0,3,0
Lomana LuaLua,FW,Newcastle Utd,20,3,3,6,3,0,0,0,0
Patrick M'Boma,FW,Sunderland,9,1,0,1,1,0,0,2,0
Charlie MacDonald,FW,Charlton Ath,2,1,0,1,1,0,0,0,0
Jim Magilton,MF,Ipswich Town,24,0,1,1,0,0,0,1,0
Alan Mahon,MF,Blackburn,13,1,0,1,1,0,0,0,0
Steed Malbranque,MF,Fulham,37,8,8,16,8,0,0,2,0
Carlos Marinelli,MF,Middlesbrough,20,2,3,5,2,0,0,2,0
Steve Marlet,FW,Fulham,26,6,3,9,6,0,0,1,0
Chris Marsden,MF,Southampton,28,3,0,3,3,0,0,6,1
Ian Marshall,FW,Bolton,2,0,0,0,0,0,0,0,0
Lee Marshall,MF,Leicester City,35,0,0,0,0,0,0,3,0
Dominic Matteo,MF,Leeds United,32,0,0,0,0,0,0,9,1
Gary McAllister,MF,Liverpool,25,0,4,4,0,0,1,0,0
Jason McAteer,MF,Sunderland,26,2,3,5,2,0,0,8,0
Jason McAteer,MF,Blackburn,4,0,0,0,0,0,0,0,0
Gavin McCann,MF,Sunderland,29,0,1,1,0,0,0,8,0
Grant McCann,MF,West Ham,3,0,0,0,0,0,0,0,0
Jamie McClen,MF,Newcastle Utd,3,0,0,0,0,0,,0,0
Scott McDonald,FW,Southampton,2,0,0,0,0,0,0,0,0
Stephen McPhail,MF,Leeds United,1,0,0,0,0,0,0,0,0
Olof Mellberg,MF,Aston Villa,32,0,1,1,0,0,0,3,0
Andy Melville,MF,Fulham,35,0,0,0,0,0,0,3,0
Paul Merson,FW,Aston Villa,21,2,2,4,2,0,0,0,0
Tommy Miller,MF,Ipswich Town,1,0,0,0,0,0,0,0,0
John Moncur,MF,West Ham,19,0,0,0,0,0,0,6,0
Joe-Max Moore,FW,Everton,16,2,0,2,2,0,0,2,0
Jody Morris,MF,Chelsea,5,0,0,0,0,0,0,1,0
Lee Morris,FW,Derby County,15,4,1,5,4,0,0,1,0
Danny Murphy,MF,Liverpool,36,6,8,14,6,0,0,4,0
Adam Murray,MF,Derby County,6,0,0,0,0,0,0,0,0
Paul Murray,MF,Southampton,1,0,0,0,0,0,0,0,0
Robbie Mustoe,MF,Middlesbrough,36,2,1,3,2,0,0,2,0
Richard Naylor,FW,Ipswich Town,14,1,3,4,1,0,0,3,0
Gary Naysmith,MF,Everton,24,0,4,4,0,0,0,3,0
Szilárd Németh,FW,Middlesbrough,21,3,1,4,3,0,0,0,0
Phil Neville,MF,Manchester Utd,28,2,0,2,2,0,0,3,0
Ruud van Nistelrooy,FW,Manchester Utd,32,23,4,27,19,4,4,3,0
Kevin Nolan,MF,Bolton,35,8,1,9,8,0,0,5,0
Brian O'Neil,MF,Derby County,10,0,0,0,0,0,0,3,1
John O'Shea,MF,Manchester Utd,9,0,0,0,0,0,0,1,0
Stefan Oakes,MF,Leicester City,21,1,2,3,1,0,0,2,0
Matt Oakley,MF,Southampton,27,1,1,2,1,0,0,1,0
Paul Okon,MF,Middlesbrough,4,0,0,0,0,0,0,0,0
Brett Ormerod,FW,Southampton,18,1,2,3,1,0,0,0,0
Abdeslam Ouaddou,MF,Fulham,8,0,0,0,0,0,0,0,0
Michael Owen,FW,Liverpool,29,19,1,20,18,1,1,1,0
Juan Pablo Ángel,FW,Aston Villa,29,12,3,15,10,2,2,3,0
Marians Pahars,FW,Southampton,36,14,4,18,12,2,2,2,0
Scott Parker,MF,Charlton Ath,38,1,2,3,1,0,0,9,1
Ray Parlour,MF,Arsenal,27,0,0,0,0,0,0,9,2
Gavin Peacock,FW,Charlton Ath,5,0,0,0,0,0,0,0,0
Henrik Pedersen,FW,Bolton,11,0,1,1,0,0,0,0,0
Mark Pembridge,MF,Everton,14,1,3,4,1,0,0,0,0
Sixto Peralta,MF,Ipswich Town,22,3,2,5,3,0,0,2,0
Emmanuel Petit,MF,Chelsea,27,1,3,4,1,0,0,3,0
Kevin Phillips,FW,Sunderland,37,11,4,15,10,1,3,3,0
Matt Piper,MF,Leicester City,16,1,1,2,1,0,0,0,0
Robert Pirès,FW,Arsenal,28,9,15,24,8,1,1,6,0
Darryl Powell,MF,Derby County,23,1,0,1,1,0,0,4,0
Gus Poyet,MF,Tottenham,34,10,4,14,10,0,0,6,1
Niall Quinn,FW,Sunderland,38,6,3,9,6,0,0,3,0
Tomasz Radzinski,FW,Everton,27,6,3,9,6,0,0,1,0
Alex Rae,MF,Sunderland,3,0,0,0,0,0,0,0,0
Fabrizio Ravanelli,FW,Derby County,31,9,3,12,8,1,3,5,0
Serhiy Rebrov,FW,Tottenham,30,1,3,4,1,0,0,0,0
Jamie Redknapp,MF,Liverpool,4,1,0,1,,,,1,
Martin Reeves,MF,Leicester City,5,0,0,0,0,0,,1,0
Martijn Reuser,MF,Ipswich Town,24,1,4,5,1,0,0,3,0
Claudio Reyna,MF,Sunderland,17,3,1,4,3,0,0,3,1
Hámilton Ricard,FW,Middlesbrough,9,0,0,0,0,0,0,2,0
Michael Ricketts,FW,Bolton,37,12,2,14,12,0,0,4,0
Stuart Ripley,FW,Southampton,5,0,1,1,0,0,0,0,0
Laurent Robert,FW,Newcastle Utd,36,8,11,19,8,0,0,7,0
John Robinson,MF,Charlton Ath,28,1,1,2,1,0,0,4,0
Marvin Robinson,FW,Derby County,2,1,0,1,1,0,0,0,0
Uwe Rösler,FW,Southampton,4,0,0,0,0,0,0,0,0
Louis Saha,FW,Fulham,36,8,1,9,7,1,2,5,0
John Salako,MF,Charlton Ath,3,0,0,0,0,0,0,0,0
Jlloyd Samuel,MF,Aston Villa,23,0,3,3,0,0,0,2,0
Robbie Savage,MF,Leicester City,35,0,2,2,0,0,0,14,0
Paul Scholes,MF,Manchester Utd,35,8,5,13,8,0,0,9,0
Stefan Schwarz,MF,Sunderland,20,1,4,5,1,0,0,6,0
James Scowcroft,FW,Leicester City,24,5,2,7,5,0,0,3,0
Juan Sebastián Verón,MF,Manchester Utd,26,5,1,6,5,0,0,3,0
Alan Shearer,FW,Newcastle Utd,37,23,4,27,18,5,7,2,1
Teddy Sheringham,FW,Tottenham,34,10,3,13,7,3,3,4,1
Tim Sherwood,MF,Tottenham,19,0,0,0,0,0,0,5,0
Trevor Sinclair,MF,West Ham,34,5,7,12,5,0,0,5,0
Vladimír Šmicer,FW,Liverpool,22,4,6,10,4,0,0,2,0
Alan Smith,FW,Leeds United,23,4,3,7,4,0,0,6,1
Jeff Smith,MF,Bolton,1,0,0,0,0,0,,0,0
Nolberto Solano,MF,Newcastle Utd,37,7,9,16,7,0,0,3,0
Nicky Southall,MF,Bolton,18,1,1,2,1,0,0,1,0
Gary Speed,MF,Newcastle Utd,29,5,1,6,5,0,0,3,0
Phil Stamp,MF,Middlesbrough,6,0,1,1,0,0,0,0,0
Mario Stanić,FW,Chelsea,27,1,2,3,1,0,0,8,0
Steve Staunton,MF,Aston Villa,33,0,3,3,0,0,0,2,0
Jon Stevenson,FW,Leicester City,6,1,0,1,1,0,,0,0
Jordan Stewart,MF,Leicester City,12,0,1,1,0,0,0,2,0
Marcus Stewart,FW,Ipswich Town,28,6,4,10,5,1,2,1,0
Michael Stewart,MF,Manchester Utd,1,0,0,0,0,0,0,0,0
Andrejs Štolcers,MF,Fulham,5,0,0,0,0,0,0,0,0
Steve Stone,MF,Aston Villa,22,1,4,5,1,0,0,2,0
Branko Strupar,FW,Derby County,12,4,0,4,4,0,0,0,0
Graham Stuart,FW,Charlton Ath,31,3,1,4,3,0,1,4,1
Dean Sturridge,FW,Leicester City,9,3,0,3,3,0,0,0,0
Anders Svensson,MF,Southampton,34,4,5,9,4,0,0,0,0
Mathias Svensson,FW,Charlton Ath,12,0,1,1,0,0,0,0,0
Idan Tal,MF,Everton,7,0,1,1,0,0,0,0,0
Ian Taylor,MF,Aston Villa,16,3,1,4,3,0,0,2,0
Paul Telfer,MF,Southampton,28,1,2,3,1,0,0,1,0
Jo Tessem,MF,Southampton,22,2,0,2,2,0,0,2,0
Paul Thirlwell,MF,Sunderland,14,0,0,0,0,0,0,3,0
Svetoslav Todorov,FW,West Ham,5,0,0,0,0,0,0,2,0
Gary Twigg,FW,Derby County,1,0,1,1,0,0,,0,0
Stig Tøfting,MF,Bolton,6,0,0,0,0,0,0,1,0
Simo Valakari,MF,Derby County,9,0,0,0,0,0,0,1,0
Darius Vassell,FW,Aston Villa,36,12,2,14,12,0,0,3,0
Mark Viduka,FW,Leeds United,33,11,7,18,11,0,0,3,0
Patrick Vieira,MF,Arsenal,36,2,2,4,2,0,1,12,1
Rod Wallace,FW,Bolton,19,3,2,5,3,0,0,2,0
Ronnie Wallwork,MF,Manchester Utd,1,0,0,0,0,0,0,0,0
Paul Warhurst,MF,Bolton,25,0,1,1,0,0,0,7,1
Steve Watson,MF,Everton,25,4,2,6,4,0,0,1,0
Noel Whelan,FW,Middlesbrough,19,4,0,4,4,0,0,2,0
Jason Wilcox,FW,Leeds United,13,0,1,1,0,0,0,2,0
Luke Wilkshire,FW,Middlesbrough,7,0,0,0,0,0,0,1,0
Tom Williamson,MF,Leicester City,1,0,0,0,0,0,,0,0
Calum Willock,FW,Fulham,2,0,0,0,0,0,,0,0
Mark Wilson,MF,Middlesbrough,10,0,0,0,0,0,0,1,0
Sylvain Wiltord,FW,Arsenal,32,10,7,17,10,0,0,0,0
Dean Windass,FW,Middlesbrough,27,1,0,1,1,0,0,2,0
Dennis Wise,MF,Leicester City,17,1,0,1,1,0,0,6,1
Jermaine Wright,MF,Ipswich Town,29,1,0,1,1,0,0,3,0
Tommy Wright,FW,Leicester City,1,0,0,0,0,0,,0,0
Yordi,FW,Blackburn,7,2,0,2,2,0,,0,0
Dwight Yorke,FW,Manchester Utd,10,1,0,1,1,0,0,0,0
Boudewijn Zenden,FW,Chelsea,22,3,2,5,3,0,0,1,0
Christian Ziege,MF,Tottenham,27,5,6,11,5,0,0,6,0
Gianfranco Zola,FW,Chelsea,35,3,4,7,3,0,0,1,0
Egil Østenstad,FW,Blackburn,4,0,0,0,0,0,0,0,0
