Name,Pos,Squad,MP,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR
Yakubu Aiyegbeni,FW,Portsmouth,37,16,3,19,14,2,2,2,0
Jérémie Aliadière,FW,Arsenal,10,0,0,0,0,0,0,1,0
Marcus Allbäck,FW,Aston Villa,15,1,0,1,1,0,0,0,0
Darren Ambrose,FW,Newcastle Utd,24,2,2,4,2,0,0,3,0
Shola Ameobi,FW,Newcastle Utd,26,7,2,9,7,0,0,0,0
Darren Anderton,MF,Tottenham,20,1,4,5,1,0,0,4,0
Martin Andresen,FW,Blackburn,11,0,0,0,0,0,0,3,0
Keith Andrews,MF,Wolves,1,0,0,0,0,0,0,0,0
Nicolas Anelka,FW,Manchester City,32,16,4,20,12,4,4,1,1
José Antonio Reyes,MF,Arsenal,13,2,1,3,2,0,0,0,0
John Arne Riise,MF,Liverpool,28,0,4,4,0,0,0,0,0
Ibrahim Ba,MF,Bolton,9,0,0,0,0,0,0,0,0
Celestine Babayaro,MF,Chelsea,6,1,2,3,1,0,0,0,0
Dino Baggio,MF,Blackburn,9,1,0,1,1,0,0,1,0
Chris Baird,MF,Southampton,4,0,0,0,0,0,0,1,0
Eirik Bakke,MF,Leeds United,10,1,0,1,1,0,0,2,0
Nick Barmby,FW,Leeds United,6,0,0,0,0,0,0,0,0
Milan Baroš,FW,Liverpool,13,1,3,4,1,0,0,2,0
Andrew Barrowman,FW,Birmingham City,1,0,0,0,0,0,0,0,0
Gareth Barry,MF,Aston Villa,36,3,8,11,2,1,1,3,1
Shaun Bartlett,FW,Charlton Ath,19,5,0,5,5,0,0,1,0
Joey Barton,MF,Manchester City,28,1,2,3,1,0,0,8,0
David Batty,MF,Leeds United,12,0,1,1,0,0,0,4,0
James Beattie,FW,Southampton,37,14,6,20,12,2,2,3,0
Craig Bellamy,FW,Newcastle Utd,16,4,0,4,4,0,0,3,0
David Bellion,FW,Manchester Utd,14,2,1,3,2,0,0,0,0
Trevor Benjamin,FW,Leicester City,4,0,0,0,0,0,0,0,0
Marcus Bent,FW,Leicester City,33,9,3,12,9,0,0,3,0
David Bentley,MF,Arsenal,1,0,0,0,0,0,0,0,0
Patrik Berger,MF,Portsmouth,20,5,5,10,5,0,0,3,1
Dennis Bergkamp,FW,Arsenal,28,4,7,11,4,0,0,2,0
Eyal Berkovic,MF,Portsmouth,11,1,1,2,1,0,0,2,0
Eyal Berkovic,MF,Manchester City,3,0,0,0,0,0,0,0,0
Igor Bišćan,MF,Liverpool,29,0,0,0,0,0,0,4,0
Nathan Blake,FW,Wolves,13,1,2,3,1,0,0,3,0
Jonathan Blondel,MF,Tottenham,1,0,0,0,0,0,0,1,0
Luís Boa Morte,FW,Fulham,33,9,4,13,9,0,0,9,1
George Boateng,MF,Middlesbrough,35,0,2,2,0,0,0,6,0
Jérôme Bonnissel,FW,Fulham,16,0,1,1,0,0,0,0,0
Paul Bosvelt,MF,Manchester City,25,0,1,1,0,0,0,3,0
Lee Bowyer,MF,Newcastle Utd,24,2,1,3,2,0,0,5,0
Michael Bridges,FW,Leeds United,10,0,0,0,0,0,0,2,0
Michael Bridges,FW,Newcastle Utd,6,0,0,0,0,0,0,0,0
Martin Brittain,MF,Newcastle Utd,1,0,0,0,0,0,0,0,0
Paul Brooker,MF,Leicester City,3,0,0,0,0,0,0,0,0
Michael Brown,MF,Tottenham,17,1,1,2,1,0,0,1,0
Malik Buari,MF,Fulham,3,0,0,0,0,0,0,0,0
Deon Burton,FW,Portsmouth,1,0,0,0,0,0,0,0,0
Nicky Butt,MF,Manchester Utd,21,1,0,1,1,0,0,2,0
Henri Camara,FW,Wolves,30,7,3,10,7,0,1,2,0
Colin Cameron,MF,Wolves,30,4,0,4,3,1,2,5,0
Kevin Campbell,FW,Everton,17,1,1,2,1,0,0,1,0
Sol Campbell,FW,Arsenal,35,1,1,2,1,0,0,2,1
Jamal Campbell-Ryce,FW,Charlton Ath,2,0,0,0,0,0,0,0,0
Iván Campo,MF,Bolton,38,4,1,5,4,0,0,9,0
Peter Canero,MF,Leicester City,7,0,0,0,0,0,0,0,0
Jamie Carragher,MF,Liverpool,22,0,1,1,0,0,0,2,0
Lee Carsley,MF,Everton,21,1,0,1,1,0,0,4,0
Darren Carter,MF,Birmingham City,5,0,0,0,0,0,0,0,0
Nick Chadwick,FW,Everton,3,0,0,0,0,0,0,0,0
Cyril Chapuis,FW,Leeds United,1,0,0,0,0,0,0,0,0
Bruno Cheyrou,MF,Liverpool,12,2,0,2,2,0,0,0,0
Michael Chopra,FW,Newcastle Utd,6,0,0,0,0,0,0,0,0
Malcolm Christie,FW,Middlesbrough,10,1,1,2,1,0,1,1,0
Aliou Cissé,MF,Birmingham City,15,0,0,0,0,0,0,5,0
Lee Clark,MF,Fulham,25,2,3,5,2,0,0,2,0
