Name,Pos,Squad,MP,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR
Abdoulaye Faye,MF,Bolton,1,0,0,0,0,0,0,0,0
Abdoulaye Faye,MF,Newcastle Utd,22,1,0,1,1,0,0,5,0
Benny Feilhaber,MF,Derby County,10,0,0,0,0,0,0,1,0
Gelson Fernandes,MF,Manchester City,26,2,0,2,2,0,0,5,0
Manuel Fernandes,MF,Everton,12,0,2,2,0,0,0,0,0
Mathieu Flamini,MF,Arsenal,30,3,2,5,3,0,0,5,0
Darren Fletcher,MF,Manchester Utd,16,0,2,2,0,0,0,1,0
Caleb Folan,FW,Wigan Athletic,2,0,0,0,0,0,0,0,0
Mikael Forssell,FW,Birmingham City,30,9,3,12,9,0,0,0,0
Morten Gamst Pedersen,FW,Blackburn,37,4,1,5,4,0,0,5,0
Craig Gardner,MF,Aston Villa,23,3,0,3,3,0,0,4,0
Ricardo Gardner,MF,Bolton,26,0,0,0,0,0,0,2,0
Geovanni,FW,Manchester City,19,3,1,4,3,0,0,4,0
Geremi,MF,Newcastle Utd,27,2,7,9,2,0,0,3,0
Steven Gerrard,MF,Liverpool,34,11,8,19,8,3,3,3,0
Hossam Ghaly,MF,Derby County,15,0,1,1,0,0,0,2,0
Stelios Giannakopoulos,FW,Bolton,15,2,0,2,2,0,0,0,0
Ryan Giggs,FW,Manchester Utd,31,3,4,7,3,0,0,1,0
Gilberto,MF,Tottenham,6,1,0,1,1,0,0,0,0
Scott Golbourne,MF,Reading,1,0,0,0,0,0,0,0,0
Andreas Granqvist,MF,Wigan Athletic,14,0,0,0,0,0,0,1,0
Thomas Gravesen,MF,Everton,8,0,1,1,0,0,0,1,0
Brynjar Gunnarsson,MF,Reading,20,0,0,0,0,0,0,3,1
Chris Gunter,MF,Tottenham,2,0,0,0,0,0,0,0,0
Danny Guthrie,MF,Bolton,25,0,0,0,0,0,0,4,0
El Hadji Diouf,FW,Bolton,34,4,6,10,4,0,0,11,0
Greg Halford,FW,Sunderland,8,0,0,0,0,0,0,2,1
Fitz Hall,FW,Wigan Athletic,1,0,0,0,0,0,0,0,0
John Halls,MF,Reading,1,0,0,0,0,0,0,0,0
Dietmar Hamann,MF,Manchester City,29,0,0,0,0,0,0,8,0
Marlon Harewood,FW,Aston Villa,23,5,0,5,5,0,0,2,0
Owen Hargreaves,MF,Manchester Utd,23,2,2,4,2,0,0,2,0
James Harper,MF,Reading,38,6,1,7,6,0,0,1,0
David Healy,FW,Fulham,30,4,0,4,4,0,0,2,0
Heiðar Helguson,FW,Bolton,6,2,0,2,2,0,0,1,0
Emile Heskey,FW,Wigan Athletic,28,4,2,6,4,0,0,6,0
Seb Hines,MF,Middlesbrough,1,0,0,0,0,0,0,0,0
Alexander Hleb,MF,Arsenal,31,2,6,8,2,0,0,3,0
Steve Howard,FW,Derby County,20,1,3,4,1,0,0,3,0
Tom Huddlestone,MF,Tottenham,28,3,7,10,3,0,0,5,0
Richard Hughes,MF,Portsmouth,13,0,0,0,0,0,0,2,0
Stephen Hunt,FW,Reading,37,5,4,9,3,2,2,5,0
Ben Hutchinson,FW,Middlesbrough,8,1,0,1,1,0,0,0,0
Stephen Ireland,MF,Manchester City,33,4,4,8,4,0,0,1,1
Phil Jagielka,MF,Everton,34,1,3,4,1,0,0,2,0
Jermaine Jenas,MF,Tottenham,29,4,6,10,4,0,0,3,0
Cameron Jerome,FW,Birmingham City,33,7,1,8,7,0,0,3,0
Park Ji-sung,MF,Manchester Utd,12,1,1,2,1,0,0,0,0
Collins John,FW,Fulham,2,0,0,0,0,0,0,0,0
Stern John,FW,Sunderland,1,1,0,1,1,0,0,0,0
Adam Johnson,MF,Middlesbrough,19,1,0,1,1,0,0,2,0
Andrew Johnson,FW,Everton,29,6,4,10,6,0,0,1,0
Damien Johnson,MF,Birmingham City,17,0,0,0,0,0,0,5,1
Eddie Johnson,FW,Fulham,6,0,0,0,0,0,0,0,0
Michael Johnson,MF,Manchester City,23,2,2,4,2,0,0,4,0
David Jones,MF,Derby County,14,1,0,1,1,0,0,4,0
Kenwyne Jones,FW,Sunderland,33,7,6,13,7,0,0,2,0
Salomon Kalou,FW,Chelsea,30,7,10,17,7,0,0,1,0
Diomansy Kamara,FW,Fulham,28,5,1,6,5,0,0,6,0
Nwankwo Kanu,FW,Portsmouth,25,4,3,7,4,0,1,1,0
Olivier Kapo,FW,Birmingham City,26,5,0,5,4,1,1,5,0
Robbie Keane,FW,Tottenham,36,15,3,18,12,3,4,2,1
Jimmy Kébé,MF,Reading,5,0,0,0,0,0,0,0,0
Tugay Kerimoğlu,MF,Blackburn,20,2,0,2,2,0,0,6,1
Harry Kewell,FW,Liverpool,10,0,1,1,0,0,0,0,0
Seol Ki-hyeon,FW,Reading,3,0,0,0,0,0,0,1,0
Seol Ki-hyeon,FW,Fulham,12,0,1,1,0,0,0,0,0
Kevin Kilbane,MF,Wigan Athletic,35,1,1,2,1,0,0,4,1
Ledley King,MF,Tottenham,4,0,0,0,0,0,0,0,0
Marlon King,FW,Wigan Athletic,15,1,0,1,0,1,1,1,0
Dave Kitson,FW,Reading,34,10,2,12,10,0,0,2,1
Paul Konchesky,FW,Fulham,33,0,1,1,0,0,0,5,1
Jason Koumas,MF,Wigan Athletic,30,1,4,5,0,1,1,1,1
Niko Kranjčar,MF,Portsmouth,34,4,2,6,4,0,1,2,0
Shefki Kuqi,FW,Fulham,10,0,1,1,0,0,0,0,0
Dirk Kuyt,FW,Liverpool,32,3,4,7,1,2,2,2,0
Frank Lampard,MF,Chelsea,24,10,8,18,6,4,4,4,1
Denny Landzaat,MF,Wigan Athletic,19,3,0,3,2,1,1,2,0
Sebastian Larsson,MF,Birmingham City,35,6,5,11,6,0,0,5,0
Dean Leacock,MF,Derby County,26,0,2,2,0,0,0,3,0
Grant Leadbitter,MF,Sunderland,31,2,4,6,2,0,0,5,0
Lucas Leiva,MF,Liverpool,18,0,4,4,0,0,0,0,0
Aaron Lennon,FW,Tottenham,29,2,3,5,2,0,0,1,0
Eddie Lewis,MF,Derby County,24,0,1,1,0,0,0,3,0
Leroy Lita,FW,Reading,14,1,2,3,1,0,0,1,0
Glen Little,MF,Reading,2,0,0,0,0,0,0,0,0
Freddie Ljungberg,FW,West Ham,25,2,3,5,2,0,0,3,0
Shane Long,FW,Reading,29,3,2,5,3,0,0,5,0
Kazenga LuaLua,FW,Newcastle Utd,2,0,0,0,0,0,0,0,0
Jon Macken,FW,Derby County,3,0,0,0,0,0,0,0,0
Claude Makélélé,MF,Chelsea,18,0,0,0,0,0,0,1,0
Steed Malbranque,MF,Tottenham,37,4,2,6,4,0,0,4,0
Bob Malcolm,MF,Derby County,1,0,0,0,0,0,0,0,0
Shaun Maloney,FW,Aston Villa,22,4,1,5,4,0,0,0,0
Florent Malouda,FW,Chelsea,21,2,0,2,2,0,0,2,0
Obafemi Martins,FW,Newcastle Utd,31,9,2,11,8,1,1,1,0
Javier Mascherano,MF,Liverpool,25,1,1,2,1,0,0,6,1
Marek Matějovský,MF,Reading,14,1,0,1,1,0,0,3,1
Brian McBride,FW,Fulham,17,4,0,4,4,0,0,2,0
Gavin McCann,MF,Bolton,31,1,0,1,1,0,0,5,0
Benni McCarthy,FW,Blackburn,31,8,0,8,3,5,6,1,0
James McFadden,FW,Everton,12,2,0,2,2,0,0,2,0
James McFadden,FW,Birmingham City,12,4,4,8,2,2,2,2,0
Tony McMahon,MF,Middlesbrough,1,0,0,0,0,0,0,0,0
Gary McSheffrey,FW,Birmingham City,32,3,3,6,0,3,3,4,0
Olof Mellberg,MF,Aston Villa,34,2,1,3,2,0,0,6,1
Pedro Mendes,MF,Portsmouth,18,0,4,4,0,0,0,3,0
Mido,FW,Middlesbrough,12,2,0,2,2,0,0,4,1
Kenny Miller,FW,Derby County,30,4,1,5,4,0,0,4,0
Liam Miller,MF,Sunderland,24,1,2,3,1,0,0,3,1
James Milner,MF,Newcastle Utd,29,2,2,4,2,0,0,3,0
Aaron Mokoena,MF,Blackburn,18,0,1,1,0,0,0,2,0
Luke Moore,FW,Aston Villa,15,1,0,1,1,0,0,1,0
Émile Mpenza,FW,Manchester City,15,2,0,2,2,0,0,0,0
Fabrice Muamba,MF,Birmingham City,37,2,1,3,2,0,0,5,0
Hayden Mullins,MF,West Ham,34,0,0,0,0,0,0,3,0
Sulley Muntari,MF,Portsmouth,29,4,3,7,3,1,1,6,2
Danny Murphy,MF,Fulham,33,5,1,6,3,2,3,4,0
Daryl Murphy,FW,Sunderland,28,4,3,7,4,0,0,2,0
Arnold Mvuemba,FW,Portsmouth,8,0,0,0,0,0,0,0,0
Charles N'Zogbia,FW,Newcastle Utd,32,3,2,5,3,0,0,5,0
Mehdi Nafti,MF,Birmingham City,26,0,1,1,0,0,0,8,0
Nani,FW,Manchester Utd,26,3,9,12,3,0,0,2,1
Phil Neville,MF,Everton,37,2,2,4,2,0,0,4,1
Erik Nevland,FW,Fulham,8,2,0,2,2,0,0,1,0
Mark Noble,MF,West Ham,31,3,3,6,1,2,2,6,0
Kevin Nolan,MF,Bolton,33,5,3,8,5,0,0,10,0
David Nugent,FW,Portsmouth,15,0,0,0,0,0,0,0,0
Joey O'Brien,MF,Bolton,19,0,1,1,0,0,0,2,0
Garry O'Connor,FW,Birmingham City,23,2,0,2,2,0,0,0,0
Roy O'Donovan,FW,Sunderland,17,0,0,0,0,0,0,2,0
Jamie O'Hara,MF,Tottenham,17,1,0,1,1,0,0,3,0
Gary O'Neil,MF,Portsmouth,2,0,0,0,0,0,0,0,0
Gary O'Neil,MF,Middlesbrough,26,0,3,3,0,0,0,8,0
John O'Shea,MF,Manchester Utd,28,0,1,1,0,0,0,1,0
Matt Oakley,MF,Derby County,19,3,0,3,3,0,0,3,0
John Obi Mikel,MF,Chelsea,29,0,0,0,0,0,0,5,1
Salomon Olembé,MF,Wigan Athletic,8,0,0,0,0,0,0,0,0
Martin Olsson,MF,Blackburn,2,0,0,0,0,0,0,0,0
Isaiah Osbourne,MF,Aston Villa,8,0,0,0,0,0,0,1,0
Leon Osman,MF,Everton,28,4,1,5,4,0,0,0,0
John Oster,MF,Reading,18,0,2,2,0,0,0,1,0
Borja Oubiña,MF,Birmingham City,2,0,0,0,0,0,0,0,0
Michael Owen,FW,Newcastle Utd,29,11,0,11,9,2,2,2,0
John Paintsil,MF,West Ham,14,0,0,0,0,0,0,5,0
Wilson Palacios,MF,Wigan Athletic,16,0,1,1,0,0,0,6,1
Wilson Palacios,MF,Birmingham City,7,0,0,0,0,0,0,2,0
Scott Parker,MF,West Ham,18,1,0,1,1,0,0,3,0
Stephen Pearson,MF,Derby County,24,0,0,0,0,0,0,0,0
Jermaine Pennant,MF,Liverpool,18,2,2,4,2,0,0,3,0
Robin van Persie,FW,Arsenal,15,7,2,9,5,2,3,2,0
Martin Petrov,FW,Manchester City,34,5,8,13,5,0,0,2,1
Stiliyan Petrov,MF,Aston Villa,28,1,0,1,1,0,0,3,0
Steven Pienaar,MF,Everton,28,2,5,7,2,0,0,6,0
Claudio Pizarro,FW,Chelsea,21,2,1,3,2,0,0,1,0
Damien Plessis,MF,Liverpool,2,0,0,0,0,0,0,0,0
Rade Prica,FW,Sunderland,6,1,0,1,1,0,0,1,0
Mark Randall,MF,Arsenal,1,0,0,0,0,0,0,0,0
Grzegorz Rasiak,FW,Bolton,7,0,0,0,0,0,0,1,0
Andy Reid,MF,Sunderland,13,1,2,3,1,0,0,2,0
Kyel Reid,MF,West Ham,1,0,0,0,0,0,0,0,0
Steven Reid,MF,Blackburn,24,0,0,0,0,0,0,6,0
Nigel Reo-Coker,MF,Aston Villa,36,0,3,3,0,0,0,11,1
Kieran Richardson,MF,Sunderland,17,3,2,5,3,0,0,3,0
Daniël de Ridder,FW,Birmingham City,10,0,1,1,0,0,0,1,0
Maceo Rigters,FW,Blackburn,2,0,0,0,0,0,0,0,0
Laurent Robert,FW,Derby County,4,0,0,0,0,0,0,1,0
Jason Roberts,FW,Blackburn,26,3,5,8,3,0,0,2,0
Fábio Rochemback,MF,Middlesbrough,26,1,4,5,1,0,0,7,0
Jack Rodwell,MF,Everton,2,0,0,0,0,0,0,0,0
Cristiano Ronaldo,FW,Manchester Utd,34,31,6,37,27,4,5,5,1
Wayne Rooney,FW,Manchester Utd,27,12,9,21,12,0,1,8,0
Tomáš Rosický,MF,Arsenal,18,6,2,8,6,0,0,1,0
Wayne Routledge,FW,Tottenham,2,0,0,0,0,0,0,0,0
Wayne Routledge,FW,Aston Villa,1,0,0,0,0,0,0,0,0
Louis Saha,FW,Manchester Utd,17,5,0,5,3,2,2,0,0
Moustapha Salifou,FW,Aston Villa,4,0,0,0,0,0,0,0,0
Georgios Samaras,FW,Manchester City,5,0,0,0,0,0,0,0,0
Jlloyd Samuel,MF,Bolton,20,0,0,0,0,0,0,1,0
Tuncay Şanlı,FW,Middlesbrough,34,8,2,10,8,0,0,5,0
Roque Santa Cruz,FW,Blackburn,37,19,5,24,19,0,0,3,0
Robbie Savage,MF,Derby County,16,0,0,0,0,0,0,4,0
Robbie Savage,MF,Blackburn,12,0,0,0,0,0,0,4,0
Paul Scharner,MF,Wigan Athletic,37,4,1,5,4,0,0,6,0
Paul Scholes,MF,Manchester Utd,24,1,4,5,1,0,0,3,0
Freddie Sears,FW,West Ham,7,1,0,1,1,0,0,0,0
Mohamed Shawky,MF,Middlesbrough,5,0,0,0,0,0,0,1,0
Andriy Shevchenko,FW,Chelsea,17,5,1,6,4,1,1,0,0
Nicky Shorey,MF,Reading,36,3,9,12,3,0,1,5,0
Antoine Sibierski,FW,Wigan Athletic,30,4,0,4,3,1,1,1,0
Steve Sidwell,MF,Chelsea,15,0,1,1,0,0,0,1,0
Eduardo da Silva,FW,Arsenal,17,4,3,7,4,0,0,3,0
Gilberto Silva,MF,Arsenal,23,1,2,3,1,0,0,1,0
Paris Simmons,FW,Derby County,1,0,0,0,0,0,0,0,0
Scott Sinclair,FW,Chelsea,1,0,0,0,0,0,0,0,0
Mohamed Sissoko,MF,Liverpool,9,1,0,1,1,0,0,2,0
Josip Skoko,MF,Wigan Athletic,12,0,0,0,0,0,0,4,0
Alexey Smertin,MF,Fulham,15,2,1,3,2,0,0,2,0
Alan Smith,FW,Newcastle Utd,33,0,1,1,0,0,0,9,1
Nolberto Solano,MF,West Ham,23,4,1,5,4,0,0,3,0
Nolberto Solano,MF,Newcastle Utd,1,0,0,0,0,0,0,0,0
Alexandre Song,MF,Arsenal,9,0,0,0,0,0,0,0,0
Franck Songo'o,FW,Portsmouth,1,0,0,0,0,0,0,0,0
Jonathan Spector,MF,West Ham,26,0,0,0,0,0,0,1,0
Gary Speed,MF,Bolton,14,1,0,1,1,0,0,2,0
Paul Stalteri,MF,Tottenham,3,0,0,0,0,0,0,0,0
Paul Stalteri,MF,Fulham,13,0,1,1,0,0,0,3,0
Mile Sterjovski,FW,Derby County,12,0,1,1,0,0,0,0,0
Anthony Stokes,FW,Sunderland,20,1,0,1,1,0,0,1,0
Daniel Sturridge,FW,Manchester City,3,1,0,1,1,0,0,0,0
Adel Taarabt,FW,Tottenham,6,0,0,0,0,0,0,0,0
Teemu Tainio,MF,Tottenham,16,0,0,0,0,0,0,1,0
Andrew Taylor,MF,Middlesbrough,19,0,1,1,0,0,0,1,0
Matthew Taylor,MF,Bolton,16,3,1,4,3,0,1,1,0
Matthew Taylor,MF,Portsmouth,13,1,1,2,0,1,1,1,0
Ryan Taylor,MF,Wigan Athletic,17,3,3,6,3,0,1,4,0
Gary Teale,MF,Derby County,18,0,1,1,0,0,0,1,0
Carlos Tevez,FW,Manchester Utd,34,14,6,20,14,0,0,1,0
Andranik Teymourian,MF,Bolton,3,0,0,0,0,0,0,0,0
James Tomkins,MF,West Ham,6,0,0,0,0,0,0,0,0
Fernando Torres,FW,Liverpool,33,24,4,28,24,0,0,5,0
Armand Traoré,MF,Arsenal,3,0,1,1,0,0,0,0,0
John Utaka,FW,Portsmouth,29,5,3,8,5,0,0,1,0
Antonio Valencia,MF,Wigan Athletic,31,3,2,5,3,0,0,5,0
Darius Vassell,FW,Manchester City,27,6,3,9,6,0,0,2,0
James Vaughan,FW,Everton,8,1,0,1,1,0,0,0,0
Ricardo Vaz Tê,FW,Bolton,1,0,0,0,0,0,0,0,0
Mark Viduka,FW,Newcastle Utd,26,7,1,8,7,0,0,0,0
Emanuel Villa,FW,Derby County,16,3,0,3,3,0,0,2,0
Johann Vogel,MF,Blackburn,6,0,0,0,0,0,0,0,0
Andriy Voronin,FW,Liverpool,19,5,2,7,5,0,0,2,0
Martyn Waghorn,FW,Sunderland,3,0,0,0,0,0,0,0,0
Theo Walcott,FW,Arsenal,25,4,3,7,4,0,0,0,0
Ross Wallace,FW,Sunderland,21,2,2,4,2,0,0,3,0
Dean Whitehead,MF,Sunderland,27,1,2,3,1,0,1,7,0
Christian Wilhelmsson,MF,Bolton,8,0,0,0,0,0,0,0,0
Sam Williamson,MF,Manchester City,1,0,0,0,0,0,0,1,0
Shaun Wright-Phillips,FW,Chelsea,27,2,4,6,2,0,0,1,0
Dwight Yorke,FW,Sunderland,20,1,0,1,1,0,0,6,1
Ashley Young,FW,Aston Villa,37,8,14,22,8,0,0,6,0
Bobby Zamora,FW,West Ham,13,1,2,3,1,0,0,1,0
Mauro Zárate,FW,Birmingham City,14,4,1,5,4,0,0,1,0
Didier Zokora,MF,Tottenham,28,0,0,0,0,0,0,6,0
