Name,Pos,Squad,MP,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR
Charlie Adam,MF,Stoke City,27,3,2,5,3,0,0,9,1
Emmanuel Adebayor,FW,Tottenham,25,5,1,6,5,0,0,3,1
Gabriel Agbonlahor,FW,Aston Villa,28,9,3,12,9,0,0,4,0
Sergio Agüero,FW,Manchester City,30,12,2,14,10,2,2,2,0
Kemy Agustien,MF,Swansea City,18,0,1,1,0,0,0,2,0
Karim El Ahmadi,MF,Aston Villa,20,1,0,1,1,0,0,5,0
Nathan Aké,MF,Chelsea,3,0,0,0,0,0,0,0,0
Hope Akpan,MF,Reading,9,0,3,3,0,0,0,0,0
Marc Albrighton,FW,Aston Villa,9,0,0,0,0,0,0,0,0
Joe Allen,MF,Liverpool,27,0,0,0,0,0,0,2,0
Sammy Ameobi,FW,Newcastle Utd,8,0,1,1,0,0,0,1,0
Shola Ameobi,FW,Newcastle Utd,23,1,1,2,1,0,0,5,0
Anderson,MF,Manchester Utd,17,1,1,2,1,0,0,1,0
Victor Anichebe,FW,Everton,26,6,4,10,6,0,0,2,0
Vurnon Anita,MF,Newcastle Utd,25,0,1,1,0,0,0,3,0
John Arne Riise,MF,Fulham,31,0,2,2,0,0,0,4,0
Andrey Arshavin,FW,Arsenal,7,0,0,0,0,0,0,1,0
Mikel Arteta,MF,Arsenal,34,6,3,9,1,5,6,6,0
Oussama Assaidi,FW,Liverpool,4,0,0,0,0,0,0,0,0
César Azpilicueta,MF,Chelsea,27,0,4,4,0,0,0,4,0
Demba Ba,FW,Newcastle Utd,20,13,0,13,12,1,1,0,0
Demba Ba,FW,Chelsea,14,2,0,2,2,0,0,0,0
Chris Baird,MF,Fulham,19,2,0,2,2,0,0,5,0
Gareth Bale,FW,Tottenham,33,21,4,25,21,0,0,6,0
Mario Balotelli,FW,Manchester City,14,1,0,1,1,0,0,2,0
Barry Bannan,MF,Aston Villa,24,0,1,1,0,0,0,3,0
Ross Barkley,MF,Everton,7,0,0,0,0,0,0,2,0
Gareth Barry,MF,Manchester City,31,1,2,3,1,0,0,6,0
Jean Beausejour,FW,Wigan Athletic,34,1,7,8,1,0,0,4,0
Luciano Becchio,FW,Norwich City,8,0,1,1,0,0,0,0,0
Hatem Ben Arfa,FW,Newcastle Utd,19,4,2,6,2,2,2,1,0
Yossi Benayoun,MF,West Ham,6,0,1,1,0,0,0,1,0
Yossi Benayoun,MF,Chelsea,6,0,0,0,0,0,0,0,0
Elliott Bennett,MF,Norwich City,23,1,3,4,1,0,0,3,0
Joe Bennett,MF,Aston Villa,25,0,2,2,0,0,0,3,1
Darren Bent,FW,Aston Villa,16,3,0,3,3,0,0,1,0
Christian Benteke,FW,Aston Villa,34,19,4,23,16,3,3,9,1
Dimitar Berbatov,FW,Fulham,33,15,3,18,11,4,4,1,0
Ryan Bertrand,MF,Chelsea,19,0,0,0,0,0,0,1,0
Gaël Bigirimana,MF,Newcastle Utd,13,1,0,1,1,0,0,1,0
Nick Blackman,FW,Reading,11,0,1,1,0,0,0,2,0
Fabio Borini,FW,Liverpool,13,1,0,1,1,0,0,1,0
Mauro Boselli,FW,Wigan Athletic,7,0,0,0,0,0,0,0,0
Jay Bothroyd,FW,QPR,4,1,0,1,1,0,0,1,0
Jordan Bowery,FW,Aston Villa,10,0,0,0,0,0,0,0,0
Leon Britton,MF,Swansea City,33,0,0,0,0,0,0,4,0
Izzy Brown,FW,West Brom,1,0,0,0,0,0,0,1,0
Chris Brunt,MF,West Brom,31,2,3,5,2,0,0,4,0
Alexander Büttner,MF,Manchester Utd,5,2,1,3,2,0,0,1,0
Yohan Cabaye,MF,Newcastle Utd,26,6,2,8,5,1,1,8,0
Gary Caldwell,MF,Wigan Athletic,25,1,1,2,1,0,0,8,0
Geoff Cameron,MF,Stoke City,35,0,1,1,0,0,0,5,0
Adam Campbell,FW,Newcastle Utd,3,0,0,0,0,0,0,0,0
Fraizer Campbell,FW,Sunderland,12,1,0,1,1,0,0,0,0
Jamie Carragher,MF,Liverpool,24,0,1,1,0,0,0,4,0
Michael Carrick,MF,Manchester Utd,36,1,4,5,1,0,0,3,0
Daniel Carriço,MF,Reading,3,0,0,0,0,0,0,0,0
Andy Carroll,FW,West Ham,24,7,4,11,6,1,1,5,0
Andy Carroll,FW,Liverpool,2,0,0,0,0,0,0,1,0
Tom Carroll,MF,Tottenham,7,0,1,1,0,0,0,0,0
Lee Cattermole,MF,Sunderland,10,0,0,0,0,0,0,2,0
Santi Cazorla,MF,Arsenal,38,12,11,23,12,0,0,1,0
Marouane Chamakh,FW,West Ham,3,0,0,0,0,0,0,0,0
Richard Chaplow,MF,Southampton,3,0,0,0,0,0,0,0,0
Djibril Cissé,FW,QPR,18,3,0,3,3,0,1,0,0
Papiss Cissé,FW,Newcastle Utd,36,8,2,10,8,0,1,6,0
Ciaran Clark,MF,Aston Villa,29,1,0,1,1,0,0,6,1
Tom Cleverley,MF,Manchester Utd,22,2,2,4,2,0,0,1,0
Conor Coady,MF,Liverpool,1,0,0,0,0,0,0,0,0
Jack Colback,MF,Sunderland,35,0,0,0,0,0,0,4,0
Carlton Cole,FW,West Ham,27,2,1,3,2,0,0,2,1
Joe Cole,MF,West Ham,11,2,0,2,2,0,0,2,0
Joe Cole,MF,Liverpool,6,1,0,1,1,0,0,0,0
Séamus Coleman,MF,Everton,26,0,5,5,0,0,0,4,0
Jack Collison,MF,West Ham,17,2,0,2,2,0,0,2,0
Fabricio Coloccini,MF,Newcastle Utd,22,0,1,1,0,0,0,1,1
Francis Coquelin,MF,Arsenal,11,0,0,0,0,0,0,0,0
Jack Cork,MF,Southampton,28,0,0,0,0,0,0,1,0
Philippe Coutinho,FW,Liverpool,13,3,5,8,3,0,0,0,0
Peter Crouch,FW,Stoke City,34,7,4,11,7,0,0,2,0
Ben Davies,MF,Swansea City,37,1,2,3,1,0,0,5,0
Steven Davis,MF,Southampton,32,2,1,3,2,0,0,1,0
Simon Dawkins,FW,Aston Villa,4,0,0,0,0,0,0,0,0
