Name,Pos,Squad,MP,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR
Romain Faivre,MF,Bournemouth,5,0,0,0,0,0,0,1,0
Ansu Fati,MF,Brighton,19,2,0,2,2,0,0,2,0
Evan Ferguson,FW,Brighton,27,6,0,6,6,0,0,1,0
Bruno Fernandes,MF,Manchester Utd,35,10,8,18,6,4,5,9,0
Enzo Fernández,MF,Chelsea,28,3,2,5,2,1,2,7,0
John Fleck,MF,Sheffield Utd,4,0,0,0,0,0,0,1,0
Phil Foden,FW,Manchester City,35,19,8,27,19,0,0,2,0
Pablo Fornals,MF,West Ham,15,0,0,0,0,0,0,0,0
Omari Forson,FW,Manchester Utd,4,0,1,1,0,0,0,0,0
Lyle Foster,FW,Burnley,24,5,3,8,5,0,0,0,1
Matheus França,MF,Crystal Palace,10,0,1,1,0,0,0,1,0
Nathan Fraser,FW,Wolves,7,0,0,0,0,0,0,1,0
Cody Gakpo,FW,Liverpool,35,8,5,13,8,0,0,1,0
Conor Gallagher,MF,Chelsea,37,5,7,12,5,0,0,9,1
Idrissa Gana Gueye,MF,Everton,25,4,0,4,4,0,0,8,0
Alejandro Garnacho,FW,Manchester Utd,36,7,4,11,7,0,0,4,0
James Garner,MF,Everton,37,1,2,3,1,0,0,7,0
Morgan Gibbs-White,MF,Nott'ham Forest,37,5,10,15,4,1,1,9,0
Bryan Gil,FW,Tottenham,11,0,0,0,0,0,0,0,0
Billy Gilmour,MF,Brighton,30,0,1,1,0,0,0,8,1
André Gomes,MF,Everton,12,1,0,1,1,0,0,4,0
João Gomes,MF,Wolves,34,2,1,3,2,0,0,11,0
Sergio Gómez,FW,Manchester City,6,0,1,1,0,0,0,0,0
Enso Gonzalez,MF,Wolves,1,0,0,0,0,0,0,0,0
Anthony Gordon,FW,Newcastle Utd,35,11,10,21,10,1,1,12,1
Kaide Gordon,FW,Liverpool,1,0,0,0,0,0,0,0,0
Daniel Gore,MF,Manchester Utd,1,0,0,0,0,0,0,0,0
Ryan Gravenberch,MF,Liverpool,26,1,0,1,1,0,0,0,0
Jack Grealish,FW,Manchester City,20,3,1,4,3,0,0,6,0
Pascal Groß,MF,Brighton,36,4,10,14,3,1,1,6,0
Bruno Guimarães,MF,Newcastle Utd,37,7,8,15,7,0,0,9,0
Erling Haaland,FW,Manchester City,31,27,5,32,20,7,8,1,0
Antwoine Hackford,FW,Sheffield Utd,2,0,0,0,0,0,0,0,0
Gustavo Hamer,MF,Sheffield Utd,36,4,6,10,4,0,0,9,0
Luke Harris,MF,Fulham,1,0,0,0,0,0,0,0,0
Jack Harrison,MF,Everton,29,3,3,6,3,0,0,1,0
Kai Havertz,MF,Arsenal,37,13,7,20,12,1,1,11,0
Hwang Hee-chan,FW,Wolves,29,12,3,15,11,1,1,6,0
Son Heung-min,FW,Tottenham,35,17,10,27,15,2,2,1,0
Callum Hudson-Odoi,FW,Nott'ham Forest,29,8,1,9,8,0,0,0,0
Will Hughes,MF,Crystal Palace,30,0,1,1,0,0,0,6,0
Pierre Højbjerg,MF,Tottenham,36,0,0,0,0,0,0,4,0
Rasmus Højlund,FW,Manchester Utd,30,10,2,12,10,0,0,2,0
Danny Ings,FW,West Ham,20,1,0,1,1,0,0,1,0
Tim Iroegbunam,MF,Aston Villa,9,0,0,0,0,0,0,0,0
Alexander Isak,FW,Newcastle Utd,30,21,2,23,16,5,6,1,0
Alex Iwobi,MF,Everton,2,0,0,0,0,0,0,0,0
Alex Iwobi,FW,Fulham,30,5,2,7,5,0,0,2,0
Nicolas Jackson,FW,Chelsea,35,14,5,19,14,0,0,10,0
Vitaly Janelt,MF,Brentford,38,1,3,4,1,0,0,8,0
Daniel Jebbison,FW,Sheffield Utd,1,0,0,0,0,0,0,0,0
Mathias Jensen,MF,Brentford,32,3,3,6,3,0,0,5,0
Gabriel Jesus,FW,Arsenal,27,4,5,9,4,0,0,6,0
Raúl Jiménez,FW,Fulham,24,7,0,7,7,0,0,3,1
João Pedro,FW,Brighton,31,9,3,12,5,4,5,2,0
Joelinton,MF,Newcastle Utd,20,2,1,3,2,0,0,6,0
Ryan John Giles,MF,Luton Town,11,0,0,0,0,0,0,0,0
Ben Johnson,FW,West Ham,14,0,0,0,0,0,0,1,0
Brennan Johnson,FW,Tottenham,32,5,10,15,5,0,0,3,0
Brennan Johnson,FW,Nott'ham Forest,3,0,0,0,0,0,0,0,0
Curtis Jones,MF,Liverpool,23,1,1,2,1,0,0,3,1
Jorginho,MF,Arsenal,24,0,2,2,0,0,0,1,0
Diogo Jota,FW,Liverpool,21,10,3,13,10,0,0,3,1
Hamed Junior Traorè,MF,Bournemouth,3,0,0,0,0,0,0,0,0
Sasa Kalajdzic,FW,Wolves,11,2,0,2,2,0,0,0,0
Boubacar Kamara,MF,Aston Villa,20,0,1,1,0,0,0,7,1
Thilo Kehrer,MF,West Ham,4,0,0,0,0,0,0,2,0
Omari Kellyman,FW,Aston Villa,2,0,0,0,0,0,0,0,0
Kaine Kesler-Hayden,MF,Aston Villa,3,0,0,0,0,0,0,0,0
Justin Kluivert,MF,Bournemouth,32,7,1,8,7,0,0,5,0
Luca Koleosho,MF,Burnley,15,1,1,2,1,0,0,0,0
Cheikhou Kouyaté,MF,Nott'ham Forest,12,0,0,0,0,0,0,2,0
Mateo Kovačić,MF,Manchester City,30,1,0,1,1,0,0,4,0
Mohammed Kudus,FW,West Ham,33,8,6,14,8,0,0,6,0
Dejan Kulusevski,FW,Tottenham,36,8,3,11,8,0,0,7,0
Adam Lallana,MF,Brighton,25,0,1,1,0,0,0,2,0
Tariq Lamptey,FW,Brighton,19,0,3,3,0,0,0,3,0
Roméo Lavia,MF,Chelsea,1,0,0,0,0,0,0,0,0
Mario Lemina,MF,Wolves,35,4,1,5,4,0,0,12,1
Jefferson Lerma,MF,Crystal Palace,28,1,1,2,1,0,0,8,0
Rico Lewis,MF,Manchester City,16,2,0,2,2,0,0,1,0
Keane Lewis-Potter,FW,Brentford,30,3,1,4,3,0,0,0,0
Giovani Lo Celso,MF,Tottenham,22,2,2,4,2,0,0,2,0
Sean Longstaff,MF,Newcastle Utd,35,6,2,8,6,0,0,7,0
Max Lowe,MF,Sheffield Utd,10,0,0,0,0,0,0,1,0
Douglas Luiz,MF,Aston Villa,35,9,5,14,5,4,4,12,0
Saša Lukić,MF,Fulham,24,1,0,1,1,0,0,3,0
Ian Maatsen,FW,Chelsea,12,0,0,0,0,0,0,1,0
Alexis Mac Allister,MF,Liverpool,33,5,5,10,4,1,1,7,1
James Maddison,MF,Tottenham,28,4,9,13,4,0,0,5,0
Noni Madueke,FW,Chelsea,23,5,2,7,4,1,1,2,0
Kobbie Mainoo,MF,Manchester Utd,24,3,1,4,3,0,0,3,0
Orel Mangala,MF,Nott'ham Forest,20,1,0,1,1,0,0,6,0
Benson Manuel,MF,Burnley,8,0,0,0,0,0,0,0,0
Solly March,FW,Brighton,7,3,1,4,3,0,0,1,0
Anthony Martial,FW,Manchester Utd,13,1,0,1,1,0,0,0,0
Gabriel Martinelli,FW,Arsenal,35,6,4,10,6,0,0,1,0
Han-Noah Massengo,MF,Burnley,3,0,0,0,0,0,0,0,0
Pape Matar Sarr,MF,Tottenham,34,3,3,6,3,0,0,9,0
Jean-Philippe Mateta,FW,Crystal Palace,35,16,5,21,14,2,2,3,0
Alex Matos,MF,Chelsea,1,0,0,0,0,0,0,0,0
Neal Maupay,FW,Brentford,29,6,3,9,6,0,0,8,0
Neal Maupay,FW,Everton,2,0,0,0,0,0,0,0,0
Bryan Mbeumo,FW,Brentford,25,9,6,15,6,3,3,2,0
James Mcatee,MF,Sheffield Utd,30,3,3,6,2,1,1,2,0
James Mcatee,MF,Manchester City,1,0,0,0,0,0,0,0,0
Oliver McBurnie,FW,Sheffield Utd,21,6,3,9,4,2,2,7,2
James McConnell,MF,Liverpool,3,0,0,0,0,0,0,0,0
John McGinn,MF,Aston Villa,35,6,4,10,6,0,0,9,1
Dwight McNeil,MF,Everton,35,3,6,9,3,0,0,2,0
Scott McTominay,MF,Manchester Utd,32,7,1,8,7,0,0,2,0
Hannibal Mejbri,MF,Manchester Utd,5,1,0,1,1,0,0,1,0
Lewis Miley,MF,Newcastle Utd,17,1,3,4,1,0,0,1,0
James Milner,MF,Brighton,15,0,2,2,0,0,0,3,0
Tyrick Mitchell,MF,Crystal Palace,37,2,3,5,2,0,0,6,0
Kaoru Mitoma,FW,Brighton,19,3,4,7,3,0,0,4,0
Aleksandar Mitrović,FW,Fulham,1,0,0,0,0,0,0,0,0
Jakub Moder,MF,Brighton,17,0,0,0,0,0,0,2,0
Kieffer Moore,FW,Bournemouth,8,1,0,1,1,0,0,0,0
Mikey Moore,MF,Tottenham,2,0,0,0,0,0,0,0,0
Carlton Morris,FW,Luton Town,38,11,4,15,6,5,5,4,0
Mason Mount,MF,Manchester Utd,14,1,0,1,1,0,0,2,0
Divin Mubama,FW,West Ham,5,0,0,0,0,0,0,0,0
Mykhailo Mudryk,FW,Chelsea,31,5,2,7,5,0,0,5,0
Rodrigo Muniz,FW,Fulham,26,9,1,10,9,0,0,1,0
Daniel Muñoz,MF,Crystal Palace,16,0,4,4,0,0,0,4,0
Finley Munroe,MF,Aston Villa,1,0,0,0,0,0,0,0,0
Alex Murphy,FW,Newcastle Utd,2,0,0,0,0,0,0,0,0
Jacob Murphy,FW,Newcastle Utd,21,3,7,10,3,0,0,1,0
Marvelous Nakamba,MF,Luton Town,13,0,0,0,0,0,0,5,0
Michael Ndiweni,FW,Newcastle Utd,1,0,0,0,0,0,0,0,0
Reiss Nelson,FW,Arsenal,15,0,0,0,0,0,0,1,0
Zack Nelson,MF,Luton Town,2,0,0,0,0,0,0,0,0
Pedro Neto,FW,Wolves,20,2,9,11,2,0,0,4,0
Eddie Nketiah,FW,Arsenal,27,5,2,7,5,0,0,3,0
Christopher Nkunku,FW,Chelsea,11,3,0,3,3,0,0,0,0
Oliver Norwood,MF,Sheffield Utd,27,1,0,1,0,1,1,8,0
Matheus Nunes,MF,Wolves,2,0,0,0,0,0,0,2,1
Matheus Nunes,MF,Manchester City,17,0,2,2,0,0,0,0,0
Darwin Núñez,FW,Liverpool,36,11,8,19,11,0,1,9,0
Ethan Nwaneri,FW,Arsenal,1,0,0,0,0,0,0,0,0
Christian Nørgaard,MF,Brentford,31,2,1,3,2,0,0,8,0
Mark O'Mahony,FW,Brighton,3,0,0,0,0,0,0,1,0
Michael Obafemi,FW,Burnley,2,0,0,0,0,0,0,0,0
Wilson Odobert,MF,Burnley,29,3,2,5,3,0,0,3,0
Chiedozie Ogbene,MF,Luton Town,30,4,1,5,4,0,0,1,0
Michael Olakigbe,FW,Brentford,8,0,0,0,0,0,0,0,0
Michael Olise,FW,Crystal Palace,19,10,6,16,9,1,1,0,0
Amadou Onana,MF,Everton,30,2,0,2,2,0,0,5,0
Ryan One,FW,Sheffield Utd,1,0,0,0,0,0,0,0,0
Tyler Onyango,MF,Everton,1,0,0,0,0,0,0,0,0
Fred Onyedinma,MF,Luton Town,8,0,0,0,0,0,0,1,0
Frank Onyeka,MF,Brentford,26,1,2,3,1,0,0,8,0
Divock Origi,FW,Nott'ham Forest,20,0,1,1,0,0,0,1,0
Ben Osborn,MF,Sheffield Utd,24,0,2,2,0,0,0,3,0
William Osula,FW,Sheffield Utd,21,0,0,0,0,0,0,4,0
Dango Ouattara,FW,Bournemouth,30,1,2,3,1,0,0,3,0
David Ozoh,MF,Crystal Palace,9,0,0,0,0,0,0,1,0
João Palhinha,MF,Fulham,33,4,1,5,4,0,0,13,0
Cole Palmer,FW,Chelsea,33,22,11,33,13,9,9,7,0
Cole Palmer,MF,Manchester City,1,0,0,0,0,0,0,0,0
Lucas Paquetá,FW,West Ham,31,4,6,10,2,2,2,10,0
Ben Parkinson,FW,Newcastle Utd,1,0,0,0,0,0,0,0,0
Thomas Partey,MF,Arsenal,14,0,0,0,0,0,0,3,0
Myles Peart-Harris,MF,Brentford,3,0,0,0,0,0,0,0,0
Sydie Peck,MF,Sheffield Utd,1,0,0,0,0,0,0,0,0
Facundo Pellistri,FW,Manchester Utd,9,0,1,1,0,0,0,0,0
Andreas Pereira,MF,Fulham,37,3,7,10,3,0,0,6,0
Ivan Perišić,FW,Tottenham,5,0,1,1,0,0,0,2,0
Kalvin Phillips,MF,West Ham,8,0,0,0,0,0,0,3,1
Kalvin Phillips,MF,Manchester City,4,0,0,0,0,0,0,0,0
Jaden Philogene Bidace,FW,Aston Villa,1,0,0,0,0,0,0,0,0
Jesurun Rak Sakyi,MF,Crystal Palace,6,0,0,0,0,0,0,0,0
Aaron Ramsey,MF,Burnley,14,0,0,0,0,0,0,1,0
Jacob Ramsey,FW,Aston Villa,16,1,1,2,1,0,0,2,0
Marcus Rashford,FW,Manchester Utd,33,7,2,9,5,2,2,2,0
Nathan Redmond,FW,Burnley,12,0,0,0,0,0,0,1,0
Harrison Reed,MF,Fulham,27,0,2,2,0,0,0,6,0
Bobby Reid,FW,Fulham,33,6,2,8,6,0,0,4,0
Gio Reyna,FW,Nott'ham Forest,9,0,1,1,0,0,0,0,0
Rodrigo Ribeiro,MF,Nott'ham Forest,4,0,0,0,0,0,0,0,0
Declan Rice,MF,Arsenal,38,7,8,15,7,0,0,5,0
Chris Richards,MF,Crystal Palace,26,1,1,2,1,0,0,3,0
Richarlison,FW,Tottenham,28,11,4,15,11,0,0,3,0
Jaïro Riedewald,MF,Crystal Palace,9,0,0,0,0,0,0,0,0
Matt Ritchie,FW,Newcastle Utd,13,1,0,1,1,0,0,1,0
Rodri,MF,Manchester City,34,8,9,17,8,0,0,8,1
Jay Rodriguez,FW,Burnley,21,2,1,3,1,1,1,0,0
Morgan Rogers,MF,Aston Villa,11,3,1,4,3,0,0,3,0
Joe Rothwell,MF,Bournemouth,11,0,0,0,0,0,0,0,0
Pelly Ruddock Mpanzu,MF,Luton Town,27,0,0,0,0,0,0,1,0
Dominic Sadi,FW,Bournemouth,1,0,0,0,0,0,0,0,0
Bukayo Saka,FW,Arsenal,35,16,9,25,10,6,6,4,0
Mohamed Salah,FW,Liverpool,32,18,10,28,13,5,7,2,0
Albert Sambi Lokonga,MF,Luton Town,17,1,3,4,1,0,0,4,0
Jadon Sancho,FW,Manchester Utd,3,0,0,0,0,0,0,0,0
Ibrahim Sangaré,MF,Nott'ham Forest,17,0,0,0,0,0,0,6,0
Andrey Santos,MF,Nott'ham Forest,1,0,0,0,0,0,0,0,0
Pablo Sarabia,MF,Wolves,30,4,7,11,2,2,2,5,0
Dane Scarlett,FW,Tottenham,4,0,0,0,0,0,0,0,0
Kevin Schade,FW,Brentford,11,2,1,3,2,0,0,0,0
Jeffrey Schlupp,FW,Crystal Palace,29,2,2,4,2,0,0,1,0
Alex Scott,MF,Bournemouth,23,1,1,2,1,0,0,3,0
Nélson Semedo,MF,Wolves,36,0,1,1,0,0,0,10,1
Antoine Semenyo,FW,Bournemouth,33,8,2,10,8,0,0,6,0
Bernardo Silva,MF,Manchester City,33,6,9,15,6,0,0,8,0
Fábio Silva,FW,Wolves,8,0,0,0,0,0,0,2,0
Luis Sinisterra,FW,Bournemouth,20,2,2,4,2,0,0,0,0
Oliver Skipp,MF,Tottenham,21,0,0,0,0,0,0,3,0
Emile Smith Rowe,MF,Arsenal,13,0,1,1,0,0,0,0,0
Dominic Solanke,FW,Bournemouth,38,19,3,22,17,2,3,3,0
Manor Solomon,FW,Tottenham,5,0,2,2,0,0,0,1,0
Tomáš Souček,MF,West Ham,37,7,2,9,7,0,0,7,0
Vinicius Souza,MF,Sheffield Utd,36,1,0,1,1,0,0,3,0
Raheem Sterling,FW,Chelsea,31,8,4,12,8,0,0,7,0
John Stones,MF,Manchester City,16,1,0,1,1,0,0,2,0
Dominik Szoboszlai,MF,Liverpool,33,3,2,5,3,0,0,1,0
Jimi Tauriainen,FW,Chelsea,1,0,0,0,0,0,0,0,0
Marcus Tavernier,FW,Bournemouth,30,3,4,7,3,0,0,3,0
Youri Tielemans,MF,Aston Villa,32,2,6,8,2,0,0,3,0
Sandro Tonali,MF,Newcastle Utd,8,1,0,1,1,0,0,2,0
Ivan Toney,FW,Brentford,17,4,2,6,4,0,0,5,0
Andros Townsend,MF,Luton Town,27,1,3,4,1,0,0,1,0
Adama Traoré,FW,Fulham,17,2,3,5,2,0,0,2,0
Bertrand Traoré,FW,Aston Villa,2,0,0,0,0,0,0,0,0
Boubacar Traoré,MF,Wolves,24,0,0,0,0,0,0,4,0
Mike Trésor,FW,Burnley,16,0,0,0,0,0,0,0,0
Leandro Trossard,FW,Arsenal,34,12,1,13,12,0,0,2,0
Lesley Ugochukwu,MF,Chelsea,12,0,0,0,0,0,0,2,0
Enes Ünal,FW,Bournemouth,16,2,2,4,2,0,0,1,0
Alejo Véliz,FW,Tottenham,8,1,0,1,1,0,0,1,0
Fabio Vieira,MF,Arsenal,11,1,2,3,0,1,1,0,1
Carlos Vinícius,FW,Fulham,13,2,0,2,2,0,0,2,0
Vitinho,MF,Burnley,32,0,2,2,0,0,0,1,0
James Ward-Prowse,MF,West Ham,37,7,7,14,5,2,2,4,0
Lewis Warrington,FW,Everton,1,0,0,0,0,0,0,0,0
Deivid Washington,FW,Chelsea,2,0,0,0,0,0,0,0,0
Ollie Watkins,FW,Aston Villa,37,19,13,32,19,0,0,4,0
Danny Welbeck,FW,Brighton,29,5,1,6,5,0,0,4,0
Timo Werner,FW,Tottenham,13,2,3,5,2,0,0,1,0
Adam Wharton,MF,Crystal Palace,16,0,3,3,0,0,0,2,0
Ethan Wheatley,FW,Manchester Utd,3,0,0,0,0,0,0,0,0
Joe White,MF,Newcastle Utd,4,0,0,0,0,0,0,1,0
Willian,FW,Fulham,31,4,2,6,2,2,2,1,0
Joe Willock,MF,Newcastle Utd,9,1,0,1,1,0,0,0,0
Callum Wilson,FW,Newcastle Utd,20,9,1,10,7,2,2,3,0
Harry Wilson,FW,Fulham,35,4,6,10,4,0,0,6,0
Yoane Wissa,FW,Brentford,34,12,3,15,12,0,0,7,0
Chris Wood,FW,Nott'ham Forest,31,14,1,15,14,0,0,0,0
Cauley Woodrow,FW,Luton Town,24,1,1,2,1,0,0,2,0
Yehor Yarmoliuk,MF,Brentford,27,0,0,0,0,0,0,2,0
Ryan Yates,MF,Nott'ham Forest,35,1,1,2,1,0,0,6,0
Ashley Young,MF,Everton,31,0,0,0,0,0,0,7,1
Nicolò Zaniolo,FW,Aston Villa,25,2,0,2,2,0,0,7,0
Anass Zaroury,FW,Burnley,6,0,0,0,0,0,0,0,1
Martin Ødegaard,MF,Arsenal,35,8,10,18,6,2,2,2,0
