Name,Pos,Squad,MP,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR
Samassi Abou,FW,West Ham,3,0,0,0,0,0,0,0,0
Junior Agogo,FW,Sheffield Weds,1,0,0,0,0,0,0,1,0
Gareth Ainsworth,MF,Wimbledon,8,0,1,1,0,0,0,1,0
Niclas Alexandersson,MF,Sheffield Weds,32,3,3,6,3,0,0,0,0
Rory Allen,FW,Tottenham,5,0,0,0,0,0,0,0,0
Bernard Allou,FW,Nott'ham Forest,2,0,0,0,0,0,0,0,0
John Aloisi,FW,Coventry City,16,5,2,7,5,0,0,0,1
Andreas Andersson,FW,Newcastle Utd,15,2,0,2,2,0,0,0,0
Darren Anderton,MF,Tottenham,32,3,9,12,1,2,2,6,0
Tore André Flo,FW,Chelsea,30,10,4,14,10,0,0,2,0
Nicolas Anelka,FW,Arsenal,35,17,5,22,17,0,0,1,0
Neal Ardley,MF,Wimbledon,23,0,1,1,0,0,0,0,0
Alun Armstrong,FW,Middlesbrough,6,1,1,2,1,0,0,0,0
Chris Armstrong,FW,Tottenham,34,7,1,8,7,0,0,4,1
Craig Armstrong,MF,Nott'ham Forest,22,0,0,0,0,0,0,2,0
Peter Atherton,MF,Sheffield Weds,38,2,1,3,2,0,0,5,1
Celestine Babayaro,MF,Chelsea,28,3,2,5,3,0,0,6,0
Francesco Baiano,FW,Derby County,22,4,1,5,2,2,2,2,0
Ibrahima Bakayoko,FW,Everton,23,4,0,4,4,0,1,3,0
Nick Barmby,FW,Everton,24,3,3,6,3,0,0,4,0
John Barnes,FW,Charlton Ath,12,0,0,0,0,0,0,0,0
John Barnes,FW,Newcastle Utd,1,0,0,0,0,0,0,0,0
Gareth Barry,MF,Aston Villa,32,2,1,3,2,0,0,3,0
Chris Bart-Williams,MF,Nott'ham Forest,24,3,1,4,3,0,0,4,0
Steve Basham,FW,Southampton,4,1,0,1,1,0,0,0,0
David Batty,MF,Leeds United,10,0,0,0,0,0,0,6,0
David Batty,MF,Newcastle Utd,8,0,0,0,0,0,0,2,0
James Beattie,FW,Southampton,35,5,7,12,5,0,0,4,0
Mikkel Beck,FW,Derby County,7,1,0,1,,,,0,0
Mikkel Beck,FW,Middlesbrough,27,5,4,9,,,,2,0
David Beckham,MF,Manchester Utd,34,6,11,17,6,0,0,5,0
Patrik Berger,MF,Liverpool,32,7,4,11,7,0,0,4,0
Dennis Bergkamp,FW,Arsenal,29,12,13,25,10,2,4,5,0
Eyal Berkovic,MF,West Ham,30,3,10,13,3,0,0,3,0
Nicola Berti,MF,Tottenham,4,0,0,0,0,0,0,1,0
Nathan Blake,FW,Blackburn,11,3,0,3,3,0,0,0,0
Jesper Blomqvist,MF,Manchester Utd,25,1,3,4,1,0,0,2,0
Luís Boa Morte,FW,Arsenal,8,0,0,0,0,0,0,0,0
George Boateng,MF,Coventry City,32,4,6,10,4,0,0,10,0
Lars Bohinen,MF,Derby County,32,0,5,5,0,0,0,5,0
Andy Booth,FW,Sheffield Weds,34,6,2,8,6,0,0,7,0
Lee Bowyer,MF,Leeds United,35,9,2,11,9,0,0,8,0
Shayne Bradley,FW,Southampton,3,0,0,0,0,0,,0,0
Garry Brady,MF,Newcastle Utd,9,0,0,0,0,0,0,2,0
Marco Branca,FW,Middlesbrough,1,0,0,0,0,0,0,0,0
Michael Branch,FW,Everton,7,0,0,0,0,0,0,0,0
Marc Bridge-Wilkinson,MF,Derby County,1,0,0,0,0,0,,0,0
Mark Bright,FW,Charlton Ath,5,1,0,1,1,0,0,0,0
Lee Briscoe,MF,Sheffield Weds,16,1,0,1,1,0,0,1,0
Deon Burton,FW,Derby County,21,9,0,9,9,0,0,3,0
Nicky Butt,MF,Manchester Utd,31,2,3,5,2,0,0,3,1
Fabián Caballero,FW,Arsenal,1,0,0,0,0,0,0,0,0
Danny Cadamarteri,FW,Everton,30,4,1,5,4,0,0,6,0
Andy Campbell,FW,Middlesbrough,8,0,0,0,0,0,0,1,0
Kevin Campbell,FW,Everton,8,9,2,11,9,0,0,1,0
Sol Campbell,FW,Tottenham,37,6,0,6,6,0,0,0,0
Stuart Campbell,MF,Leicester City,12,0,0,0,0,0,0,1,0
Benito Carbone,FW,Sheffield Weds,31,8,6,14,7,1,2,9,0
Jamie Carragher,MF,Liverpool,34,1,3,4,1,0,0,5,1
Lee Carsley,MF,Derby County,22,1,1,2,,,,6,0
Lee Carsley,MF,Blackburn,8,0,0,0,,,,1,0
Pierluigi Casiraghi,FW,Chelsea,10,1,0,1,1,0,0,2,0
