Name,Pos,Squad,MP,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR
Gareth Ainsworth,MF,Wimbledon,2,2,0,2,2,0,0,1,0
Niclas Alexandersson,MF,Sheffield Weds,37,5,4,9,5,0,0,2,0
John Aloisi,FW,Coventry City,7,2,0,2,2,0,0,1,0
Gabriele Ambrosetti,MF,Chelsea,16,0,0,0,0,0,0,2,1
Darren Anderton,MF,Tottenham,22,3,5,8,2,1,1,5,0
Tore André Flo,FW,Chelsea,34,10,1,11,10,0,0,1,0
Martin Andresen,FW,Wimbledon,14,1,0,1,1,0,0,1,0
Neal Ardley,MF,Wimbledon,17,2,1,3,1,1,1,4,0
Alun Armstrong,FW,Middlesbrough,12,1,0,1,1,0,0,0,0
Chris Armstrong,FW,Tottenham,31,14,1,15,14,0,0,4,0
Peter Atherton,MF,Sheffield Weds,35,1,0,1,1,0,0,5,0
Celestine Babayaro,MF,Chelsea,25,0,0,0,0,0,0,3,0
Walid Badir,MF,Wimbledon,21,1,0,1,1,0,0,2,0
Francesco Baiano,FW,Derby County,9,0,2,2,0,0,0,1,0
Adrian Bakalli,MF,Watford,2,0,0,0,0,0,0,0,0
Eirik Bakke,MF,Leeds United,29,2,1,3,2,0,0,6,0
Kevin Ball,MF,Sunderland,11,0,0,0,0,0,0,0,0
Nick Barmby,FW,Everton,37,9,8,17,9,0,0,7,0
Graham Barrett,FW,Arsenal,2,0,0,0,0,0,,0,0
Gareth Barry,MF,Aston Villa,30,1,1,2,1,0,0,6,0
David Batty,MF,Leeds United,16,0,3,3,0,0,0,4,0
Peter Beagrie,FW,Bradford City,35,7,5,12,2,5,5,4,0
James Beattie,FW,Southampton,17,0,0,0,0,0,0,2,0
Mikkel Beck,FW,Derby County,11,1,0,1,1,0,0,0,0
David Beckham,MF,Manchester Utd,31,6,15,21,6,0,0,6,0
Patrik Berger,MF,Liverpool,34,9,3,12,8,1,1,2,0
Dennis Bergkamp,FW,Arsenal,28,6,9,15,6,0,0,6,0
Robert Betts,MF,Coventry City,2,0,0,0,0,0,,0,0
Jon Bewers,MF,Aston Villa,1,0,0,0,0,0,,0,0
Jóhann Birnir Guðmundsson,MF,Watford,9,0,0,0,0,0,0,1,0
