Name,Pos,Squad,MP,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR
Jan Åge Fjørtoft,FW,Middlesbrough,28,6,4,10,6,0,0,3,0
Bradley Allen,FW,QPR,8,1,1,2,1,0,0,3,0
Chris Allen,MF,Nott'ham Forest,3,1,1,2,1,0,,1,0
Martin Allen,MF,West Ham,3,1,0,1,1,0,0,1,0
Daniel Amokachi,FW,Everton,25,6,3,9,6,0,0,1,0
Darren Anderton,MF,Tottenham,8,2,1,3,2,0,0,0,0
Neal Ardley,MF,Wimbledon,6,0,1,1,0,0,0,1,0
Chris Armstrong,FW,Tottenham,36,15,6,21,15,0,0,4,0
Faustino Asprilla,FW,Newcastle Utd,14,3,7,10,3,0,0,2,0
Peter Atherton,MF,Sheffield Weds,36,0,2,2,0,0,0,6,0
Mark Atkins,MF,Blackburn,4,0,0,0,0,0,0,0,1
Simon Barker,MF,QPR,33,5,2,7,5,0,0,9,0
Stuart Barlow,FW,Everton,3,0,0,0,0,0,0,0,0
Nick Barmby,FW,Middlesbrough,32,7,7,14,7,0,1,4,0
John Barnes,FW,Liverpool,36,3,10,13,3,0,0,0,0
Jamie Barnwell-Edinboro,FW,Coventry City,1,0,0,0,0,0,0,0,0
Chris Bart-Williams,MF,Nott'ham Forest,33,0,2,2,0,0,0,2,0
David Batty,MF,Newcastle Utd,11,1,2,3,,,,2,0
David Batty,MF,Blackburn,23,1,1,2,,,,5,0
Peter Beagrie,FW,Manchester City,5,0,0,0,0,0,0,1,0
Peter Beardsley,FW,Newcastle Utd,35,8,9,17,6,2,3,6,0
David Beckham,MF,Manchester Utd,33,7,5,12,7,0,0,5,0
Frankie Bennett,FW,Southampton,10,0,1,1,0,0,0,0,0
Dennis Bergkamp,FW,Arsenal,33,11,8,19,11,0,0,5,0
Ian Bishop,MF,West Ham,35,1,4,5,1,0,0,3,0
Kingsley Black,MF,Nott'ham Forest,2,0,0,0,0,0,0,0,0
Clayton Blackmore,MF,Middlesbrough,5,0,0,0,0,0,0,0,0
Nathan Blake,FW,Bolton,18,1,0,1,1,0,0,4,0
Regi Blinker,FW,Sheffield Weds,9,2,0,2,2,0,0,1,0
Gary Blissett,FW,Wimbledon,4,0,0,0,0,0,0,0,0
Jason Blunt,MF,Leeds United,3,0,0,0,0,0,0,0,0
Jeroen Boere,FW,West Ham,1,0,0,0,0,0,,0,0
Lars Bohinen,MF,Blackburn,19,4,1,5,,,,3,0
Lars Bohinen,MF,Nott'ham Forest,7,0,0,0,,,,1,0
Willie Boland,MF,Coventry City,3,0,0,0,0,0,0,0,0
Marco Boogers,FW,West Ham,4,0,1,1,0,0,0,0,1
Rob Bowman,FW,Leeds United,3,0,0,0,0,0,0,0,0
Michael Branch,FW,Everton,3,0,0,0,0,0,0,0,0
Matt Brazier,MF,QPR,11,0,0,0,0,0,0,0,0
Mark Bright,FW,Sheffield Weds,25,7,2,9,7,0,0,2,0
Lee Briscoe,MF,Sheffield Weds,25,0,3,3,0,0,0,1,0
Tomas Brolin,FW,Leeds United,19,3,5,8,3,0,0,3,0
Michael Brown,MF,Manchester City,21,0,0,0,0,0,0,5,1
Craig Burley,MF,Chelsea,22,0,1,1,0,0,0,1,0
Wayne Burnett,MF,Bolton,1,0,0,0,0,0,,0,0
Nicky Butt,MF,Manchester Utd,32,2,3,5,2,0,0,9,1
Andy Campbell,FW,Middlesbrough,2,0,0,0,0,0,0,0,0
Kevin Campbell,FW,Nott'ham Forest,21,3,4,7,3,0,0,2,0
Sol Campbell,FW,Tottenham,31,1,2,3,1,0,0,2,0
Eric Cantona,FW,Manchester Utd,30,14,10,24,10,4,4,1,0
Franz Carr,FW,Aston Villa,1,0,0,0,0,0,,1,0
Darren Caskey,MF,Tottenham,3,0,0,0,0,0,0,0,0
Stewart Castledine,MF,Wimbledon,4,1,0,1,1,0,0,0,0
Lee Chapman,FW,Leeds United,2,0,1,1,0,0,0,0,1
Lee Charles,FW,QPR,4,0,0,0,0,0,0,0,0
Iyseden Christie,FW,Coventry City,1,0,0,0,0,0,0,0,0
Lee Clark,MF,Newcastle Utd,28,2,1,3,2,0,0,1,0
Adrian Clarke,MF,Arsenal,6,0,0,0,0,0,0,0,0
Andy Clarke,FW,Wimbledon,18,2,2,4,2,0,0,0,0
Nigel Clough,FW,Liverpool,2,0,0,0,,,,1,0
Nigel Clough,FW,Manchester City,15,2,3,5,,,,2,0
Andy Cole,FW,Manchester Utd,34,11,6,17,11,0,0,4,0
Stan Collymore,FW,Liverpool,31,14,11,25,14,0,0,2,0
Paul Cook,MF,Coventry City,3,0,1,1,0,0,0,0,0
Terry Cooke,MF,Manchester Utd,4,0,1,1,0,0,0,0,0
Tony Cottee,FW,West Ham,33,10,2,12,10,0,0,1,0
Andy Couzens,MF,Leeds United,14,0,0,0,0,0,0,1,0
Owen Coyle,FW,Bolton,5,0,2,2,0,0,0,0,0
Gerry Creaney,FW,Manchester City,15,3,0,3,3,0,0,2,0
