Name,Pos,Squad,MP,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR
Che Adams,FW,Southampton,30,7,3,10,7,0,0,0,0
Rayan Aït-Nouri,MF,Wolves,23,1,2,3,1,0,0,4,0
Marc Albrighton,FW,Leicester City,17,1,2,3,1,0,0,3,0
Thiago Alcántara,MF,Liverpool,25,1,4,5,1,0,0,2,0
Allan,MF,Everton,28,0,2,2,0,0,0,7,1
Dele Alli,MF,Tottenham,10,1,0,1,0,1,1,1,0
Dele Alli,MF,Everton,11,0,0,0,0,0,0,3,0
Miguel Almirón,MF,Newcastle Utd,30,1,0,1,1,0,0,2,0
Steven Alzate,MF,Brighton,9,0,0,0,0,0,0,0,0
Michail Antonio,FW,West Ham,36,10,8,18,10,0,1,8,1
Cameron Archer,FW,Aston Villa,3,0,0,0,0,0,0,0,0
Adam Armstrong,FW,Southampton,23,2,2,4,2,0,0,1,0
Stuart Armstrong,MF,Southampton,25,2,0,2,2,0,0,1,0
Pierre-Emerick Aubameyang,FW,Arsenal,14,4,1,5,4,0,2,3,0
Jordan Ayew,FW,Crystal Palace,31,3,3,6,3,0,0,2,0
Leon Bailey,FW,Aston Villa,18,1,2,3,1,0,0,3,0
Folarin Balogun,FW,Arsenal,2,0,0,0,0,0,0,0,0
Patrick Bamford,FW,Leeds United,9,2,2,4,2,0,0,2,0
Shandon Baptiste,MF,Brentford,22,1,0,1,1,0,0,2,1
Ross Barkley,MF,Chelsea,6,1,0,1,1,0,0,0,0
Ashley Barnes,FW,Burnley,23,1,0,1,0,1,1,4,0
Harvey Barnes,FW,Leicester City,32,6,10,16,6,0,0,2,0
Lewis Bate,MF,Leeds United,3,0,0,0,0,0,0,0,0
Donny van de Beek,MF,Manchester Utd,8,1,0,1,1,0,0,0,0
Donny van de Beek,MF,Everton,7,1,0,1,1,0,0,1,0
Saïd Benrahma,FW,West Ham,32,8,6,14,8,0,0,0,0
Rodrigo Bentancur,MF,Tottenham,17,0,4,4,0,0,0,5,0
Christian Benteke,FW,Crystal Palace,25,4,1,5,4,0,0,3,0
Jóhann Berg Guðmundsson,MF,Burnley,18,0,1,1,0,0,0,2,0
Steven Bergwijn,FW,Tottenham,25,3,1,4,3,0,0,1,0
Mads Bidstrup,MF,Brentford,4,0,0,0,0,0,0,0,0
Yves Bissouma,MF,Brighton,26,1,2,3,1,0,0,10,0
Jarrod Bowen,FW,West Ham,36,12,10,22,12,0,0,6,0
Armando Broja,FW,Southampton,32,6,0,6,6,0,0,2,0
Josh Brownhill,MF,Burnley,35,2,3,5,2,0,0,10,0
Lewis Brunt,MF,Leicester City,1,0,0,0,0,0,0,0,0
Emi Buendía,MF,Aston Villa,35,4,6,10,4,0,0,1,0
Moisés Caicedo,MF,Brighton,8,1,1,2,1,0,0,2,0
Dominic Calvert-Lewin,FW,Everton,17,5,2,7,3,2,3,2,0
Chem Campbell,MF,Wolves,1,0,0,0,0,0,0,0,0
Sergi Canós,FW,Brentford,31,3,2,5,3,0,0,8,1
Todd Cantwell,FW,Norwich City,8,0,0,0,0,0,0,2,0
Edinson Cavani,FW,Manchester Utd,15,2,1,3,2,0,0,0,0
Kayky Chagas,FW,Manchester City,1,0,0,0,0,0,0,0,0
Daniel Chesters,MF,West Ham,1,0,0,0,0,0,0,0,0
Chiquinho,FW,Wolves,8,0,3,3,0,0,0,0,0
Hamza Choudhury,MF,Leicester City,6,0,0,0,0,0,0,1,0
Carney Chukwuemeka,MF,Aston Villa,12,0,1,1,0,0,0,0,0
Tom Cleverley,MF,Watford,28,0,2,2,0,0,0,2,0
Aaron Connolly,FW,Brighton,4,0,0,0,0,0,0,0,0
Jack Cork,MF,Burnley,20,1,0,1,1,0,0,4,0
Maxwel Cornet,FW,Burnley,26,9,1,10,9,0,1,2,0
Hélder Costa,MF,Leeds United,1,0,0,0,0,0,0,0,0
Philippe Coutinho,MF,Aston Villa,19,5,3,8,5,0,0,0,0
Cucho,FW,Watford,25,5,2,7,5,0,0,3,0
Luke Cundle,MF,Wolves,4,0,0,0,0,0,0,0,0
Patson Daka,FW,Leicester City,23,5,3,8,5,0,0,2,0
Stuart Dallas,MF,Leeds United,34,1,1,2,1,0,0,5,0
Josh Dasilva,MF,Brentford,9,0,0,0,0,0,0,0,1
Tom Davies,MF,Everton,6,1,0,1,1,0,0,1,0
Keinan Davis,FW,Aston Villa,1,0,0,0,0,0,0,0,0
Kevin De Bruyne,MF,Manchester City,30,15,8,23,15,0,0,2,0
Troy Deeney,FW,Watford,2,0,0,0,0,0,0,0,0
Liam Delap,FW,Manchester City,1,0,0,0,0,0,0,0,0
Fabian Delph,MF,Everton,11,0,0,0,0,0,0,2,0
Leander Dendoncker,MF,Wolves,30,2,2,4,2,0,0,4,0
Emmanuel Dennis,FW,Watford,33,10,6,16,10,0,0,9,1
Kiernan Dewsbury-Hall,MF,Leicester City,28,1,2,3,1,0,0,4,0
Ibrahima Diallo,MF,Southampton,23,0,2,2,0,0,0,1,0
Luis Díaz,FW,Liverpool,13,4,3,7,4,0,0,0,0
Moussa Djenepo,MF,Southampton,12,0,0,0,0,0,0,3,0
Lewis Dobbin,FW,Everton,3,0,0,0,0,0,0,1,0
Abdoulaye Doucouré,MF,Everton,30,2,4,6,2,0,0,6,0
Kieran Dowell,FW,Norwich City,19,1,1,2,1,0,0,0,0
Cody Drameh,MF,Leeds United,3,0,0,0,0,0,0,1,0
Odsonne Édouard,FW,Crystal Palace,28,6,3,9,5,1,1,4,0
Anthony Elanga,FW,Manchester Utd,21,2,2,4,2,0,0,0,0
Harvey Elliott,MF,Liverpool,6,0,0,0,0,0,0,0,0
Mohamed Elneny,MF,Arsenal,14,0,2,2,0,0,0,1,0
Mohamed Elyounoussi,MF,Southampton,30,4,2,6,4,0,0,4,0
Emerson,MF,Tottenham,31,1,1,2,1,0,0,5,0
Christian Eriksen,MF,Brentford,11,1,4,5,1,0,0,1,0
Oghenekaro Etebo,MF,Watford,9,0,0,0,0,0,0,3,0
Eberechi Eze,MF,Crystal Palace,13,1,1,2,1,0,0,1,0
Fabinho,MF,Liverpool,29,5,1,6,3,2,2,7,0
Evan Ferguson,MF,Brighton,1,0,0,0,0,0,0,0,0
Bruno Fernandes,MF,Manchester Utd,36,10,6,16,10,0,2,10,0
Fernandinho,MF,Manchester City,19,2,1,3,2,0,0,1,0
Roberto Firmino,FW,Liverpool,20,5,4,9,5,0,0,3,0
Junior Firpo,MF,Leeds United,24,0,2,2,0,0,0,11,0
Ashley Fletcher,FW,Watford,3,0,0,0,0,0,0,0,0
Phil Foden,FW,Manchester City,28,9,5,14,9,0,0,1,0
Pablo Fornals,FW,West Ham,36,6,3,9,6,0,0,4,0
Adam Forshaw,MF,Leeds United,22,0,1,1,0,0,0,5,0
Marcus Forss,FW,Brentford,7,0,1,1,0,0,0,0,0
Ryan Fraser,FW,Newcastle Utd,27,2,3,5,2,0,0,3,0
Fred,MF,Manchester Utd,28,4,4,8,4,0,0,5,0
Leo Fuhr Hjelde,MF,Leeds United,2,0,0,0,0,0,0,0,0
Conor Gallagher,MF,Crystal Palace,34,8,3,11,8,0,0,10,0
Alejandro Garnacho,FW,Manchester Utd,2,0,0,0,0,0,0,0,0
Dwight Gayle,FW,Newcastle Utd,8,0,0,0,0,0,0,1,0
Jean-Philippe Gbamin,MF,Everton,3,0,0,0,0,0,0,0,0
Joe Gelhardt,FW,Leeds United,20,2,2,4,2,0,0,4,0
Anwar El Ghazi,FW,Aston Villa,9,1,1,2,0,1,1,2,0
Anwar El Ghazi,FW,Everton,2,0,0,0,0,0,0,0,0
Saman Ghoddos,MF,Brentford,17,1,1,2,1,0,0,2,0
Morgan Gibbs-White,FW,Wolves,2,0,0,0,0,0,0,1,0
Bryan Gil,FW,Tottenham,9,0,0,0,0,0,0,0,0
Billy Gilmour,MF,Norwich City,24,0,1,1,0,0,0,2,0
André Gomes,MF,Everton,14,0,1,1,0,0,0,3,0
Anthony Gordon,MF,Everton,35,4,2,6,4,0,0,4,0
Kaide Gordon,FW,Liverpool,1,0,0,0,0,0,0,0,0
Dan Gosling,MF,Watford,4,1,0,1,1,0,0,0,0
Demarai Gray,MF,Everton,34,5,4,9,5,0,0,3,0
Jack Grealish,FW,Manchester City,26,3,3,6,3,0,0,3,0
Mason Greenwood,FW,Manchester Utd,18,5,1,6,5,0,0,1,0
Sam Greenwood,MF,Leeds United,7,0,2,2,0,0,0,0,0
Pascal Groß,MF,Brighton,29,2,4,6,2,0,1,1,0
Bruno Guimarães,MF,Newcastle Utd,17,5,1,6,5,0,0,4,0
İlkay Gündoğan,MF,Manchester City,27,8,4,12,8,0,0,1,0
Jack Harrison,FW,Leeds United,35,8,1,9,8,0,0,3,0
Kai Havertz,FW,Chelsea,29,8,3,11,8,0,0,3,0
Isaac Hayden,MF,Newcastle Utd,14,1,0,1,1,0,0,5,0
Hwang Hee-chan,FW,Wolves,30,5,1,6,5,0,0,2,0
Jordan Henderson,MF,Liverpool,35,2,5,7,2,0,0,3,0
Jeff Hendrick,MF,Newcastle Utd,3,1,0,1,1,0,0,0,0
Son Heung-min,MF,Tottenham,35,23,7,30,23,0,0,2,0
Ki-Jana Hoever,MF,Wolves,8,0,0,0,0,0,0,1,0
Callum Hudson-Odoi,MF,Chelsea,15,1,2,3,1,0,0,1,0
