Name,Pos,Squad,MP,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR
Charlie Adam,MF,Liverpool,28,2,6,8,1,1,2,6,1
Emmanuel Adebayor,FW,Tottenham,33,17,11,28,14,3,4,3,0
Gabriel Agbonlahor,FW,Aston Villa,33,5,5,10,5,0,0,6,0
Sergio Agüero,FW,Manchester City,34,23,8,31,20,3,3,2,0
Kemy Agustien,MF,Swansea City,13,0,0,0,0,0,0,3,0
Patrick Agyemang,FW,QPR,2,0,0,0,0,0,0,0,0
Yakubu Aiyegbeni,FW,Blackburn,30,17,2,19,13,4,5,1,1
Marc Albrighton,FW,Aston Villa,26,2,2,4,2,0,0,3,0
Joe Allen,MF,Swansea City,36,4,2,6,4,0,0,3,1
Marcos Alonso,MF,Bolton,5,1,0,1,1,0,0,0,0
Sammy Ameobi,FW,Newcastle Utd,10,0,0,0,0,0,0,0,0
Shola Ameobi,FW,Newcastle Utd,27,2,5,7,2,0,0,3,0
Anderson,MF,Manchester Utd,10,2,1,3,2,0,0,2,0
Bruno Andrade,FW,QPR,1,0,0,0,0,0,0,0,0
Keith Andrews,MF,West Brom,14,2,1,3,2,0,0,2,0
Nicolas Anelka,FW,Chelsea,9,1,1,2,1,0,0,0,0
Victor Anichebe,FW,Everton,12,5,0,5,5,0,0,1,0
John Arne Riise,MF,Fulham,36,0,4,4,0,0,0,2,0
Andrey Arshavin,FW,Arsenal,19,1,3,4,1,0,0,1,0
Mikel Arteta,MF,Arsenal,29,6,2,8,6,0,0,4,0
Mikel Arteta,MF,Everton,2,1,0,1,0,1,1,1,0
Fábio Aurélio,MF,Liverpool,2,0,0,0,0,0,0,0,0
Demba Ba,FW,Newcastle Utd,34,16,2,18,14,2,3,1,0
Chris Baird,MF,Fulham,19,0,0,0,0,0,0,6,0
Gareth Bale,FW,Tottenham,36,9,10,19,9,0,0,3,0
Mario Balotelli,FW,Manchester City,23,13,1,14,10,3,3,6,2
Barry Bannan,MF,Aston Villa,28,1,2,3,0,1,1,2,0
Ross Barkley,MF,Everton,6,0,0,0,0,0,0,0,0
Gareth Barry,MF,Manchester City,34,1,3,4,1,0,0,10,1
Joey Barton,MF,QPR,31,3,3,6,3,0,0,8,2
Joey Barton,MF,Newcastle Utd,2,0,0,0,0,0,0,2,0
Jose Baxter,FW,Everton,1,0,0,0,0,0,0,0,0
Jean Beausejour,FW,Wigan Athletic,16,0,5,5,0,0,0,1,0
Jermaine Beckford,FW,Everton,2,0,0,0,0,0,0,0,0
Craig Bellamy,FW,Liverpool,27,6,3,9,6,0,0,6,0
Hatem Ben Arfa,FW,Newcastle Utd,26,5,5,10,5,0,0,2,0
Yossi Benayoun,MF,Arsenal,19,4,1,5,4,0,0,1,0
Yossi Benayoun,MF,Chelsea,1,0,0,0,0,0,0,0,0
Nicklas Bendtner,FW,Arsenal,1,0,0,0,0,0,0,0,0
Nicklas Bendtner,FW,Sunderland,28,8,5,13,7,1,1,2,0
Elliott Bennett,MF,Norwich City,33,1,4,5,1,0,0,5,0
Darren Bent,FW,Aston Villa,22,9,1,10,7,2,2,1,0
