Name,Pos,Squad,MP,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR
Tammy Abraham,FW,Chelsea,34,15,3,18,15,0,0,2,0
Che Adams,FW,Southampton,30,4,2,6,4,0,0,0,0
Sergio Agüero,FW,Manchester City,24,16,3,19,14,2,3,1,0
Albian Ajeti,FW,West Ham,9,0,0,0,0,0,0,0,0
Marc Albrighton,MF,Leicester City,20,0,3,3,0,0,0,2,0
Dele Alli,MF,Tottenham,25,8,4,12,7,1,1,2,0
Miguel Almirón,MF,Newcastle Utd,36,4,2,6,4,0,0,5,0
Steven Alzate,MF,Brighton,19,0,0,0,0,0,0,1,0
Ibrahim Amadou,MF,Norwich City,11,0,0,0,0,0,0,1,0
Felipe Anderson,MF,West Ham,25,1,4,5,1,0,0,1,0
Florin Andone,FW,Brighton,3,1,0,1,1,0,0,0,1
Faustino Anjorin,FW,Chelsea,1,0,0,0,0,0,0,0,0
Michail Antonio,FW,West Ham,24,10,3,13,9,1,1,3,0
Stuart Armstrong,MF,Southampton,30,5,3,8,5,0,0,4,0
Christian Atsu,MF,Newcastle Utd,19,0,3,3,0,0,0,2,0
Pierre-Emerick Aubameyang,FW,Arsenal,36,22,3,25,20,2,2,3,1
Jordan Ayew,FW,Crystal Palace,37,9,2,11,9,0,0,6,0
Ross Barkley,MF,Chelsea,21,1,4,5,1,0,0,0,0
Ashley Barnes,FW,Burnley,19,6,0,6,5,1,1,4,0
Harvey Barnes,MF,Leicester City,36,6,8,14,6,0,0,0,0
Borja Bastón,MF,Aston Villa,2,0,0,0,0,0,0,0,0
Michy Batshuayi,FW,Chelsea,16,1,1,2,1,0,0,0,0
Héctor Bellerín,MF,Arsenal,15,1,0,1,1,0,0,2,0
Nabil Bentaleb,MF,Newcastle Utd,12,0,0,0,0,0,0,2,0
Christian Benteke,FW,Crystal Palace,24,2,1,3,2,0,0,4,1
Jóhann Berg Guðmundsson,MF,Burnley,12,1,1,2,1,0,0,0,0
Sander Berge,MF,Sheffield Utd,14,1,1,2,1,0,0,0,0
Steven Bergwijn,FW,Tottenham,14,3,1,4,3,0,0,2,0
Bernard,MF,Everton,27,3,2,5,3,0,0,2,0
Bernardo,MF,Brighton,14,0,0,0,0,0,0,1,0
Muhamed Bešić,MF,Sheffield Utd,9,0,0,0,0,0,0,2,0
Philip Billing,MF,Bournemouth,34,1,1,2,1,0,0,8,0
Yves Bissouma,MF,Brighton,22,1,0,1,1,0,0,4,0
Gaëtan Bong,MF,Brighton,4,0,0,0,0,0,0,0,0
Sofiane Boufal,MF,Southampton,20,0,2,2,0,0,0,2,0
Jarrod Bowen,FW,West Ham,13,1,4,5,1,0,0,0,0
Robbie Brady,MF,Burnley,17,1,2,3,1,0,0,1,0
Armando Broja,FW,Chelsea,1,0,0,0,0,0,0,0,0
David Brooks,MF,Bournemouth,9,1,0,1,1,0,0,1,0
Josh Brownhill,MF,Burnley,10,0,0,0,0,0,0,2,0
Emi Buendía,FW,Norwich City,36,1,7,8,1,0,0,6,1
Dominic Calvert-Lewin,FW,Everton,36,13,1,14,13,0,0,9,0
Víctor Camarasa,FW,Crystal Palace,1,0,0,0,0,0,0,0,0
Todd Cantwell,FW,Norwich City,37,6,2,8,6,0,0,6,0
Étienne Capoue,MF,Watford,30,0,3,3,0,0,0,8,0
Andy Carroll,FW,Newcastle Utd,19,0,4,4,0,0,0,1,0
Jonny Castro,MF,Wolves,35,2,2,4,2,0,0,4,0
Dani Ceballos,MF,Arsenal,24,0,2,2,0,0,0,1,0
Nathaniel Chalobah,MF,Watford,22,0,1,1,0,0,0,1,0
Tahith Chong,FW,Manchester Utd,3,0,0,0,0,0,0,0,0
Hamza Choudhury,MF,Leicester City,20,1,1,2,1,0,0,4,1
Leon Clarke,FW,Sheffield Utd,2,0,0,0,0,0,0,0,0
Tom Cleverley,MF,Watford,18,1,0,1,1,0,0,2,0
Aaron Connolly,FW,Brighton,24,3,1,4,3,0,0,0,0
Lewis Cook,MF,Bournemouth,27,0,0,0,0,0,0,5,0
Jack Cork,MF,Burnley,30,0,0,0,0,0,0,1,0
Patrick Cutrone,FW,Wolves,12,2,0,2,2,0,0,0,0
Diogo Dalot,MF,Manchester Utd,4,0,0,0,0,0,0,0,0
Arnaut Danjuma,MF,Bournemouth,14,0,0,0,0,0,0,0,0
Tom Davies,MF,Everton,30,1,0,1,1,0,0,8,0
Keinan Davis,FW,Aston Villa,18,0,0,0,0,0,0,0,0
Kevin De Bruyne,MF,Manchester City,35,13,20,33,11,2,2,3,0
Troy Deeney,FW,Watford,27,10,2,12,5,5,6,3,0
Fabian Delph,MF,Everton,16,0,0,0,0,0,0,5,1
Leander Dendoncker,MF,Wolves,38,4,0,4,4,0,0,5,0
Gerard Deulofeu,FW,Watford,28,4,5,9,3,1,1,3,0
Eric Dier,MF,Tottenham,19,0,2,2,0,0,0,5,0
Moussa Djenepo,MF,Southampton,18,2,2,4,2,0,0,4,1
Matt Doherty,MF,Wolves,36,4,3,7,4,0,0,1,0
Abdoulaye Doucouré,MF,Watford,37,4,2,6,4,0,0,9,0
Tommy Doyle,MF,Manchester City,1,0,0,0,0,0,0,0,0
Danny Drinkwater,MF,Aston Villa,4,0,0,0,0,0,0,1,0
Danny Drinkwater,MF,Burnley,1,0,0,0,0,0,0,0,0
Josip Drmić,FW,Norwich City,21,1,0,1,1,0,0,0,1
Ondrej Duda,MF,Norwich City,10,0,0,0,0,0,0,0,0
Christian Eriksen,MF,Tottenham,20,2,2,4,2,0,0,5,0
Fabinho,MF,Liverpool,28,2,3,5,2,0,0,6,0
Akin Famewo,MF,Norwich City,1,0,0,0,0,0,0,0,0
Bruno Fernandes,MF,Manchester Utd,14,8,7,15,4,4,4,2,0
Gedson Fernandes,MF,Tottenham,7,0,0,0,0,0,0,0,0
Roberto Firmino,FW,Liverpool,38,9,8,17,9,0,0,0,0
John Fleck,MF,Sheffield Utd,30,5,2,7,5,0,0,8,0
Phil Foden,FW,Manchester City,23,5,2,7,5,0,0,0,0
Pablo Fornals,MF,West Ham,36,2,5,7,2,0,0,3,0
Dimitri Foulquier,MF,Watford,3,0,0,0,0,0,0,0,0
Ryan Fraser,MF,Bournemouth,28,1,4,5,1,0,0,2,0
Fred,MF,Manchester Utd,29,0,0,0,0,0,0,8,0
