Name,Pos,Squad,MP,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR
Keith Gillespie,FW,Sheffield Utd,31,2,2,4,2,0,0,3,1
Mark González,FW,Liverpool,25,2,0,2,2,0,0,0,0
Danny Graham,FW,Middlesbrough,1,0,0,0,0,0,,0,0
Michael Gray,MF,Blackburn,11,0,0,0,0,0,0,0,0
Ole Gunnar Solskjær,FW,Manchester Utd,19,7,0,7,7,0,0,1,0
Brynjar Gunnarsson,MF,Reading,23,3,0,3,3,0,0,1,0
Danny Guthrie,MF,Liverpool,3,0,0,0,0,0,0,0,0
El Hadji Diouf,FW,Bolton,33,5,5,10,4,1,2,7,1
Greg Halford,FW,Reading,3,0,0,0,0,0,0,0,0
Fitz Hall,FW,Wigan Athletic,24,0,0,0,0,0,0,3,1
Dietmar Hamann,MF,Manchester City,16,0,1,1,0,0,0,5,0
Marlon Harewood,FW,West Ham,32,3,1,4,3,0,1,5,0
James Harper,MF,Reading,38,3,2,5,3,0,0,3,0
Heiðar Helguson,FW,Fulham,30,3,3,6,2,1,1,10,1
Darius Henderson,FW,Watford,35,3,0,3,2,1,1,3,0
Lee Hendrie,MF,Aston Villa,1,0,0,0,0,0,0,1,0
Thierry Henry,FW,Arsenal,17,10,4,14,7,3,3,1,0
Emile Heskey,FW,Wigan Athletic,34,8,2,10,8,0,0,7,0
Alexander Hleb,MF,Arsenal,33,2,4,6,2,0,0,1,0
Matt Holland,MF,Charlton Ath,33,1,2,3,1,0,0,2,0
Will Hoskins,FW,Watford,9,0,0,0,0,0,0,0,0
Tom Huddlestone,MF,Tottenham,21,1,2,3,1,0,0,1,0
Bryan Hughes,MF,Charlton Ath,24,1,1,2,1,0,0,2,0
Richard Hughes,MF,Portsmouth,18,0,0,0,0,0,0,4,0
Robert Hulse,FW,Sheffield Utd,29,8,1,9,8,0,1,6,0
Stephen Hunt,FW,Reading,35,4,5,9,4,0,0,4,0
Sam Hutchinson,MF,Chelsea,1,0,0,0,0,0,,0,0
Kristofer Hæstad,MF,Wigan Athletic,2,0,0,0,0,0,,1,0
Paul Ifill,FW,Sheffield Utd,3,0,0,0,0,0,,0,0
Stephen Ireland,MF,Manchester City,24,1,1,2,1,0,0,0,0
Phil Jagielka,MF,Sheffield Utd,38,4,1,5,2,2,2,4,0
Albert Jarrett,MF,Watford,1,0,0,0,0,0,0,0,0
Francis Jeffers,FW,Blackburn,10,0,1,1,0,0,0,1,0
Jermaine Jenas,MF,Tottenham,25,6,2,8,6,0,0,4,0
Claus Jensen,MF,Fulham,12,2,3,5,2,0,0,0,0
Park Ji-sung,MF,Manchester Utd,14,5,2,7,5,0,0,0,0
Andreas Johansson,FW,Wigan Athletic,12,0,1,1,0,0,0,0,0
Collins John,FW,Fulham,23,1,0,1,1,0,0,0,0
Adam Johnson,MF,Middlesbrough,12,0,1,1,0,0,0,1,0
Andrew Johnson,FW,Everton,32,11,2,13,10,1,1,4,0
Michael Johnson,MF,Manchester City,10,0,2,2,0,0,0,1,0
Steve Kabba,FW,Sheffield Utd,7,0,0,0,0,0,0,0,0
Steve Kabba,FW,Watford,11,0,2,2,0,0,0,0,0
Salomon Kalou,FW,Chelsea,33,7,2,9,7,0,0,0,0
Nwankwo Kanu,FW,Portsmouth,36,10,2,12,10,0,1,3,0
Talal El Karkouri,MF,Charlton Ath,36,3,1,4,3,0,0,8,0
Graham Kavanagh,MF,Wigan Athletic,2,0,0,0,0,0,,0,0
Colin Kazim-Richards,FW,Sheffield Utd,27,1,3,4,1,0,0,2,0
Robbie Keane,FW,Tottenham,27,11,2,13,9,2,2,2,1
Tugay Kerimoğlu,MF,Blackburn,30,1,2,3,1,0,0,3,1
Harry Kewell,FW,Liverpool,2,1,0,1,0,1,1,0,0
Seol Ki-hyeon,FW,Reading,27,4,4,8,4,0,0,3,0
Kevin Kilbane,MF,Everton,2,0,0,0,0,0,0,2,1
Kevin Kilbane,MF,Wigan Athletic,31,1,6,7,1,0,0,3,0
Ledley King,MF,Tottenham,21,0,1,1,0,0,0,1,0
Marlon King,FW,Watford,13,4,1,5,3,1,1,0,0
Radostin Kishishev,MF,Charlton Ath,14,0,0,0,0,0,0,1,0
Dave Kitson,FW,Reading,13,2,2,4,2,0,0,3,0
Paul Konchesky,FW,West Ham,22,0,2,2,0,0,0,7,1
Ognjen Koroman,MF,Portsmouth,1,0,0,0,0,0,0,0,0
Niko Kranjčar,MF,Portsmouth,24,2,2,4,2,0,0,0,0
Shefki Kuqi,FW,Blackburn,1,0,0,0,0,0,,0,0
Dirk Kuyt,FW,Liverpool,34,12,4,16,12,0,0,0,0
Frank Lampard,MF,Chelsea,37,11,10,21,8,3,4,3,0
Denny Landzaat,MF,Wigan Athletic,33,2,1,3,2,0,1,2,0
Henrik Larsson,FW,Manchester Utd,7,1,0,1,1,0,0,1,0
Nicky Law,MF,Sheffield Utd,3,0,0,0,0,0,0,0,0
Kieran Lee,MF,Manchester Utd,1,0,0,0,0,0,0,1,0
Mikele Leigertwood,MF,Sheffield Utd,19,0,1,1,0,0,0,3,0
Aaron Lennon,FW,Tottenham,26,3,7,10,3,0,0,0,0
Kevin Lisbie,FW,Charlton Ath,8,0,0,0,0,0,0,1,0
Leroy Lita,FW,Reading,33,7,2,9,7,0,0,1,0
Glen Little,MF,Reading,24,0,3,3,0,0,0,1,0
Freddie Ljungberg,FW,Arsenal,18,0,0,0,0,0,0,2,0
Shane Long,FW,Reading,21,2,0,2,2,0,0,2,0
Lomana LuaLua,FW,Portsmouth,22,2,0,2,1,1,1,0,0
Albert Luque,FW,Newcastle Utd,7,0,0,0,0,0,0,1,0
Massimo Maccarone,FW,Middlesbrough,7,1,0,1,1,0,0,2,0
Gavin Mahon,MF,Watford,34,1,0,1,1,0,0,7,0
Claude Makélélé,MF,Chelsea,29,1,0,1,1,0,0,5,0
Steed Malbranque,MF,Tottenham,25,2,4,6,2,0,0,5,0
Shaun Maloney,FW,Aston Villa,8,1,0,1,1,0,0,0,0
Obafemi Martins,FW,Newcastle Utd,33,11,3,14,10,1,1,1,0
Javier Mascherano,MF,West Ham,5,0,0,0,0,0,0,1,0
Javier Mascherano,MF,Liverpool,7,0,0,0,0,0,0,1,0
Brian McBride,FW,Fulham,38,9,0,9,9,0,0,0,0
Gavin McCann,MF,Aston Villa,30,1,1,2,1,0,0,9,0
Benni McCarthy,FW,Blackburn,36,18,0,18,14,4,5,8,0
Lee McCulloch,FW,Wigan Athletic,29,4,5,9,4,0,0,6,1
James McFadden,FW,Everton,19,2,0,2,2,0,0,1,0
Anthony McNamee,MF,Watford,7,0,0,0,0,0,0,0,0
Olof Mellberg,MF,Aston Villa,38,1,0,1,1,0,0,8,0
Pedro Mendes,MF,Portsmouth,26,2,3,5,2,0,0,3,1
Gaizka Mendieta,MF,Middlesbrough,7,0,0,0,0,0,0,0,0
Mido,FW,Tottenham,12,1,0,1,1,0,0,4,0
Ishmael Miller,FW,Manchester City,16,0,0,0,0,0,0,1,0
James Milner,MF,Newcastle Utd,35,3,5,8,3,0,0,3,0
Aaron Mokoena,MF,Blackburn,27,0,0,0,0,0,0,6,0
Vincenzo Montella,FW,Fulham,10,2,0,2,1,1,1,0,0
Nick Montgomery,MF,Sheffield Utd,26,0,4,4,0,0,0,7,0
Luke Moore,FW,Aston Villa,13,4,0,4,4,0,0,0,0
Nuno Morais,MF,Chelsea,2,0,0,0,0,0,0,0,0
James Morrison,FW,Middlesbrough,28,2,2,4,2,0,0,0,0
Émile Mpenza,FW,Manchester City,10,3,1,4,3,0,0,1,0
Hayden Mullins,MF,West Ham,30,2,0,2,2,0,0,4,0
Danny Murphy,MF,Tottenham,12,1,1,2,1,0,0,0,0
Arnold Mvuemba,FW,Portsmouth,7,1,0,1,1,0,0,1,0
Charles N'Zogbia,FW,Newcastle Utd,22,0,2,2,0,0,0,2,0
Christian Nadé,FW,Sheffield Utd,25,3,1,4,3,0,0,2,0
Gary Naysmith,MF,Everton,15,1,0,1,1,0,0,0,0
Phil Neville,MF,Everton,35,1,5,6,1,0,0,7,0
Shaun Newton,MF,West Ham,3,0,0,0,0,0,,0,0
Mark Noble,MF,West Ham,10,2,0,2,2,0,0,2,0
Kevin Nolan,MF,Bolton,31,3,0,3,3,0,0,11,1
Shabani Nonda,FW,Blackburn,25,7,2,9,6,1,1,1,0
Alan O'Brien,MF,Newcastle Utd,2,0,0,0,0,0,0,1,0
Gary O'Neil,MF,Portsmouth,35,1,4,5,1,0,0,7,0
John O'Shea,MF,Manchester Utd,32,4,1,5,4,0,0,2,0
John Obi Mikel,MF,Chelsea,22,0,3,3,0,0,0,6,1
Isaiah Osbourne,MF,Aston Villa,11,0,1,1,0,0,0,1,0
Leon Osman,MF,Everton,34,3,1,4,3,0,0,5,0
John Oster,MF,Reading,25,1,2,3,1,0,0,1,0
Michael Owen,FW,Newcastle Utd,3,0,0,0,0,0,0,0,0
Juan Pablo Ángel,FW,Aston Villa,23,4,1,5,3,1,2,2,0
John Paintsil,MF,West Ham,5,0,0,0,0,0,0,1,0
Scott Parker,MF,Newcastle Utd,29,3,1,4,3,0,0,9,0
Matty Pattison,MF,Newcastle Utd,7,0,0,0,0,0,0,0,0
Henrik Pedersen,FW,Bolton,18,1,2,3,1,0,0,1,0
Jermaine Pennant,MF,Liverpool,34,1,4,5,1,0,0,4,0
Robin van Persie,FW,Arsenal,22,11,3,14,10,1,1,8,0
Sergio Peter,MF,Blackburn,9,0,0,0,0,0,0,2,0
Stiliyan Petrov,MF,Aston Villa,30,2,1,3,2,0,0,4,0
Omar Pouso,MF,Charlton Ath,1,0,0,0,0,0,0,0,0
Tamás Priskin,FW,Watford,16,2,0,2,2,0,0,2,1
Nigel Quashie,MF,West Ham,7,0,0,0,,,,2,0
Alan Quinn,MF,Sheffield Utd,19,0,1,1,0,0,0,1,0
Stephen Quinn,FW,Sheffield Utd,15,2,2,4,2,0,0,0,0
Tomasz Radzinski,FW,Fulham,35,2,3,5,2,0,0,3,0
Andy Reid,MF,Charlton Ath,16,2,0,2,2,0,0,2,0
Steven Reid,MF,Blackburn,3,0,0,0,0,0,0,0,0
Nigel Reo-Coker,MF,West Ham,35,1,1,2,1,0,0,13,0
Claudio Reyna,MF,Manchester City,15,0,0,0,0,0,,2,0
Kieran Richardson,MF,Manchester Utd,15,1,0,1,1,0,0,4,0
Douglas Rinaldi,MF,Watford,7,1,1,2,1,0,0,1,0
Arjen Robben,FW,Chelsea,21,2,4,6,2,0,0,1,0
Jason Roberts,FW,Blackburn,18,4,1,5,4,0,1,4,1
Theo Robinson,FW,Watford,1,0,0,0,0,0,,0,0
Fábio Rochemback,MF,Middlesbrough,20,2,3,5,2,0,0,5,0
Dennis Rommedahl,FW,Charlton Ath,28,0,2,2,0,0,0,1,0
Cristiano Ronaldo,FW,Manchester Utd,34,17,8,25,14,3,4,2,0
Wayne Rooney,FW,Manchester Utd,35,14,11,25,14,0,0,5,0
Tomáš Rosický,MF,Arsenal,26,3,1,4,3,0,0,3,0
Giuseppe Rossi,FW,Newcastle Utd,11,0,0,0,0,0,0,1,0
Wayne Routledge,FW,Fulham,24,0,1,1,0,0,0,1,0
Björn Runström,FW,Fulham,1,0,0,0,0,0,0,0,0
Louis Saha,FW,Manchester Utd,24,8,4,12,6,2,2,1,0
Ben Sahar,FW,Chelsea,3,0,0,0,0,0,0,0,0
Lloyd Sam,MF,Charlton Ath,7,0,0,0,0,0,0,1,0
Georgios Samaras,FW,Manchester City,36,4,6,10,3,1,1,0,0
Jlloyd Samuel,MF,Aston Villa,4,0,0,0,0,0,0,1,0
Robbie Savage,MF,Blackburn,21,0,1,1,0,0,0,8,0
Paul Scharner,MF,Wigan Athletic,25,3,0,3,3,0,0,9,0
Paul Scholes,MF,Manchester Utd,30,6,1,7,6,0,0,8,1
Luton Shelton,FW,Sheffield Utd,3,0,0,0,0,0,0,1,0
Teddy Sheringham,FW,West Ham,17,2,0,2,2,0,0,3,0
Andriy Shevchenko,FW,Chelsea,30,4,6,10,4,0,0,1,0
Nicky Shorey,MF,Reading,37,1,5,6,1,0,0,2,0
Antoine Sibierski,FW,Newcastle Utd,26,3,2,5,3,0,0,0,0
Steve Sidwell,MF,Reading,35,4,6,10,4,0,0,3,0
Anderson Silva,MF,Everton,1,0,0,0,0,0,0,0,0
Gilberto Silva,MF,Arsenal,34,10,2,12,5,5,6,2,1
James Sinclair,FW,Bolton,2,0,0,0,0,0,0,0,0
Scott Sinclair,FW,Chelsea,2,0,0,0,0,0,0,0,0
Trevor Sinclair,MF,Manchester City,18,0,0,0,0,0,0,4,0
Mohamed Sissoko,MF,Liverpool,16,0,0,0,0,0,0,5,0
Josip Skoko,MF,Wigan Athletic,28,0,1,1,0,0,0,4,0
Alexey Smertin,MF,Fulham,7,0,1,1,0,0,0,0,0
Alan Smith,FW,Manchester Utd,9,0,1,1,0,0,0,1,0
Johann Smith,FW,Bolton,1,0,0,0,0,0,,0,0
Tommy Smith,FW,Watford,32,1,3,4,1,0,0,2,0
Nolberto Solano,MF,Newcastle Utd,28,2,4,6,0,2,2,6,0
Alexandre Song,MF,Arsenal,2,0,0,0,0,0,0,1,0
Alexandre Song,MF,Charlton Ath,12,0,1,1,0,0,0,3,0
Jonathan Spector,MF,West Ham,25,0,0,0,0,0,0,5,0
Gary Speed,MF,Bolton,38,8,3,11,3,5,5,4,0
Matthew Spring,MF,Watford,6,0,0,0,0,0,,0,0
Paul Stalteri,MF,Tottenham,6,1,0,1,1,0,0,0,0
Jon Stead,FW,Sheffield Utd,14,5,0,5,5,0,0,2,0
Jordan Stewart,MF,Watford,31,0,1,1,0,0,0,2,0
Daniel Sturridge,FW,Manchester City,2,0,0,0,0,0,0,0,0
Chris Sutton,FW,Aston Villa,8,1,2,3,1,0,0,2,0
Adel Taarabt,FW,Tottenham,2,0,0,0,0,0,0,0,0
Teemu Tainio,MF,Tottenham,21,2,0,2,2,0,0,1,0
Idan Tal,MF,Bolton,16,0,3,3,0,0,0,1,0
Andrew Taylor,MF,Middlesbrough,34,0,0,0,0,0,0,3,0
Matthew Taylor,MF,Portsmouth,35,8,4,12,7,1,1,4,0
Ryan Taylor,MF,Wigan Athletic,16,1,1,2,1,0,0,5,0
Gary Teale,MF,Wigan Athletic,12,0,0,0,0,0,,0,0
Carlos Tevez,FW,West Ham,26,7,3,10,6,1,1,4,0
Andranik Teymourian,MF,Bolton,16,2,0,2,2,0,0,1,0
Jerome Thomas,FW,Charlton Ath,20,3,2,5,2,1,1,0,0
David Thompson,MF,Bolton,8,0,0,0,0,0,0,3,0
David Thompson,MF,Portsmouth,12,0,1,1,0,0,0,3,0
Svetoslav Todorov,FW,Portsmouth,4,2,0,2,2,0,,1,0
Svetoslav Todorov,FW,Wigan Athletic,5,0,0,0,0,0,,0,0
Michael Tonge,MF,Sheffield Utd,27,2,0,2,2,0,0,6,0
Antonio Valencia,MF,Wigan Athletic,22,1,1,2,1,0,0,6,1
Darius Vassell,FW,Manchester City,32,3,1,4,3,0,1,6,0
James Vaughan,FW,Everton,14,4,0,4,4,0,0,5,0
Ricardo Vaz Tê,FW,Bolton,25,0,0,0,0,0,0,0,0
Mark Viduka,FW,Middlesbrough,29,14,3,17,14,0,0,1,0
Theo Walcott,FW,Arsenal,16,0,3,3,0,0,0,0,0
Danny Webber,FW,Sheffield Utd,21,3,0,3,3,0,1,0,0
Peter Whittingham,MF,Aston Villa,3,0,1,1,0,0,,0,0
Gareth Williams,MF,Watford,3,0,0,0,0,0,0,0,0
Lee Williamson,MF,Watford,5,0,1,1,0,0,0,0,0
Shaun Wright-Phillips,FW,Chelsea,27,2,4,6,2,0,0,1,0
Ashley Young,FW,Watford,20,3,4,7,,,,2,0
Ashley Young,FW,Aston Villa,13,2,2,4,2,0,0,1,0
Bobby Zamora,FW,West Ham,32,11,3,14,11,0,0,5,1
Boudewijn Zenden,FW,Liverpool,16,0,1,1,0,0,0,0,0
Nabil El Zhar,FW,Liverpool,2,0,0,0,0,0,0,0,0
Zheng Zhi,MF,Charlton Ath,12,1,0,1,1,0,0,1,0
Reto Ziegler,MF,Tottenham,1,0,0,0,0,0,0,0,0
Didier Zokora,MF,Tottenham,31,0,0,0,0,0,0,2,1
