Name,Pos,Squad,MP,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR
Robbie Brady,MF,Burnley,19,1,1,2,1,0,0,3,0
Rhian Brewster,FW,Sheffield Utd,27,0,0,0,0,0,0,1,0
Nathan Broadhead,FW,Everton,1,0,0,0,0,0,0,0,0
Josh Brownhill,MF,Burnley,33,0,1,1,0,0,0,2,0
Joe Bryan,MF,Fulham,16,1,0,1,1,0,0,2,0
Oliver Burke,FW,Sheffield Utd,25,1,1,2,1,0,0,2,0
Tom Cairney,MF,Fulham,10,1,1,2,1,0,0,2,0
Dominic Calvert-Lewin,FW,Everton,33,16,0,16,16,0,0,3,0
João Cancelo,MF,Manchester City,28,2,3,5,2,0,0,5,1
Andy Carroll,FW,Newcastle Utd,18,1,0,1,1,0,0,1,0
Fabio Carvalho,MF,Fulham,4,1,0,1,1,0,0,0,0
Jonny Castro,MF,Wolves,7,0,0,0,0,0,0,0,0
Ivan Cavaleiro,FW,Fulham,36,3,0,3,2,1,2,2,0
Edinson Cavani,FW,Manchester Utd,26,10,3,13,10,0,0,4,0
Dani Ceballos,MF,Arsenal,25,0,3,3,0,0,0,4,0
Hamza Choudhury,MF,Leicester City,10,0,0,0,0,0,0,1,0
Carney Chukwuemeka,MF,Aston Villa,2,0,0,0,0,0,0,0,0
Séamus Coleman,MF,Everton,25,0,3,3,0,0,0,0,0
Aaron Connolly,FW,Brighton,17,2,1,3,2,0,0,0,0
Theo Corbeanu,FW,Wolves,1,0,0,0,0,0,0,0,0
Jack Cork,MF,Burnley,16,0,0,0,0,0,0,2,0
Hélder Costa,MF,Leeds United,22,3,3,6,3,0,0,0,0
Patrick Cutrone,FW,Wolves,2,0,0,0,0,0,0,0,0
Stuart Dallas,MF,Leeds United,38,8,2,10,8,0,0,7,0
Tom Davies,MF,Everton,25,0,1,1,0,0,0,3,0
Keinan Davis,FW,Aston Villa,15,1,1,2,1,0,0,0,0
Kevin De Bruyne,MF,Manchester City,25,6,12,18,4,2,3,1,0
Liam Delap,FW,Manchester City,1,0,0,0,0,0,0,0,0
Fabian Delph,MF,Everton,8,0,0,0,0,0,0,1,0
Leander Dendoncker,MF,Wolves,33,1,0,1,1,0,0,4,0
Mbaye Diagne,FW,West Brom,16,3,2,5,3,0,0,2,0
Amad Diallo,FW,Manchester Utd,3,0,1,1,0,0,0,0,0
Ibrahima Diallo,MF,Southampton,22,0,0,0,0,0,0,3,0
Grady Diangana,MF,West Brom,20,1,0,1,1,0,0,0,0
Lucas Digne,MF,Everton,30,0,7,7,0,0,0,2,1
Moussa Djenepo,MF,Southampton,27,1,0,1,1,0,0,5,0
Abdoulaye Doucouré,MF,Everton,29,2,3,5,2,0,0,6,0
Kyle Edwards,MF,West Brom,5,0,0,0,0,0,0,0,0
Anthony Elanga,FW,Manchester Utd,2,1,0,1,1,0,0,0,0
Mohamed Elneny,MF,Arsenal,23,1,0,1,1,0,0,3,0
Eberechi Eze,MF,Crystal Palace,34,4,6,10,4,0,0,3,0
Fabinho,MF,Liverpool,30,0,0,0,0,0,0,6,0
Bruno Fernandes,MF,Manchester Utd,37,18,12,30,9,9,10,6,0
Fernandinho,MF,Manchester City,21,0,2,2,0,0,0,6,0
Sam Field,MF,West Brom,3,0,0,0,0,0,0,0,0
Roberto Firmino,FW,Liverpool,36,9,7,16,9,0,0,2,0
Will Fish,FW,Manchester Utd,1,0,0,0,0,0,0,0,0
John Fleck,MF,Sheffield Utd,31,0,2,2,0,0,0,4,0
Phil Foden,FW,Manchester City,28,9,5,14,9,0,0,0,0
Pablo Fornals,FW,West Ham,33,5,4,9,5,0,0,3,0
Ryan Fraser,FW,Newcastle Utd,18,0,2,2,0,0,0,2,1
Fred,MF,Manchester Utd,30,1,0,1,1,0,0,5,0
Ryan Fredericks,FW,West Ham,14,1,1,2,1,0,0,2,0
Conor Gallagher,MF,West Brom,30,2,2,4,2,0,0,11,0
Dwight Gayle,FW,Newcastle Utd,18,1,1,2,1,0,0,0,0
Jean-Philippe Gbamin,MF,Everton,1,0,0,0,0,0,0,0,0
Anwar El Ghazi,FW,Aston Villa,28,10,0,10,6,4,4,2,0
Morgan Gibbs-White,MF,Wolves,11,1,0,1,1,0,0,1,0
Billy Gilmour,MF,Chelsea,5,0,0,0,0,0,0,0,0
Olivier Giroud,FW,Chelsea,17,4,0,4,4,0,0,1,0
André Gomes,MF,Everton,28,0,1,1,0,0,0,3,0
Anthony Gordon,FW,Everton,3,0,0,0,0,0,0,0,0
Karlan Grant,FW,West Brom,21,1,0,1,1,0,0,1,0
Demarai Gray,FW,Leicester City,1,0,0,0,0,0,0,0,0
Jack Grealish,FW,Aston Villa,26,6,10,16,6,0,0,6,0
Mason Greenwood,FW,Manchester Utd,31,7,2,9,7,0,0,2,0
Pascal Groß,MF,Brighton,34,3,8,11,0,3,4,3,0
Kamil Grosicki,MF,West Brom,3,0,1,1,0,0,0,0,0
İlkay Gündoğan,MF,Manchester City,28,13,2,15,12,1,2,1,0
Sébastien Haller,FW,West Ham,16,3,0,3,3,0,0,0,0
Rekeem Harper,MF,West Brom,2,0,0,0,0,0,0,0,0
Jack Harrison,MF,Leeds United,36,8,8,16,8,0,0,2,0
Kai Havertz,MF,Chelsea,27,4,3,7,4,0,0,2,0
Isaac Hayden,MF,Newcastle Utd,24,0,0,0,0,0,0,8,0
Jordan Henderson,MF,Liverpool,21,1,1,2,1,0,0,0,0
Jeff Hendrick,MF,Newcastle Utd,22,2,1,3,2,0,0,3,1
Pablo Hernández,MF,Leeds United,16,0,2,2,0,0,0,1,0
Son Heung-min,FW,Tottenham,37,17,10,27,16,1,1,0,0
Ki-Jana Hoever,MF,Wolves,12,0,0,0,0,0,0,1,0
Conor Hourihane,MF,Aston Villa,4,1,1,2,1,0,0,0,0
Callum Hudson-Odoi,FW,Chelsea,23,2,3,5,2,0,0,0,0
Pierre Højbjerg,MF,Tottenham,38,2,4,6,2,0,0,9,0
Odion Ighalo,FW,Manchester Utd,1,0,0,0,0,0,0,0,0
Kelechi Iheanacho,FW,Leicester City,25,12,2,14,12,0,1,1,0
Danny Ings,FW,Southampton,29,12,4,16,10,2,2,1,0
Alex Iwobi,FW,Everton,30,1,2,3,1,0,0,0,0
Alireza Jahanbakhsh,FW,Brighton,21,0,1,1,0,0,0,3,0
Daniel James,FW,Manchester Utd,15,3,1,4,3,0,0,3,0
Alexandre Jankewitz,MF,Southampton,2,0,0,0,0,0,0,0,1
Daniel Jebbison,FW,Sheffield Utd,4,1,0,1,1,0,0,0,0
Gabriel Jesus,FW,Manchester City,29,9,4,13,9,0,0,2,0
Raúl Jiménez,FW,Wolves,10,4,0,4,4,0,0,0,0
Joelinton,FW,Newcastle Utd,31,4,2,6,3,1,1,3,0
Ben Johnson,FW,West Ham,14,1,0,1,1,0,0,1,0
Curtis Jones,MF,Liverpool,24,1,2,3,1,0,0,2,0
Jorginho,MF,Chelsea,28,7,1,8,0,7,9,2,0
Willian José,FW,Wolves,17,1,0,1,1,0,0,0,0
Diogo Jota,FW,Liverpool,19,9,0,9,9,0,0,2,0
Aboubakar Kamara,FW,Fulham,11,0,0,0,0,0,0,1,1
Harry Kane,FW,Tottenham,35,23,14,37,19,4,4,1,0
N'Golo Kanté,MF,Chelsea,30,0,2,2,0,0,0,7,0
Moise Kean,FW,Everton,2,0,0,0,0,0,0,0,0
Neeskens Kebano,FW,Fulham,5,0,0,0,0,0,0,0,0
Naby Keïta,MF,Liverpool,10,0,0,0,0,0,0,1,0
Reda Khadra,MF,Brighton,1,0,0,0,0,0,0,0,0
Joshua King,MF,Everton,11,0,0,0,0,0,0,0,0
Mateusz Klich,MF,Leeds United,35,4,5,9,2,2,2,6,0
Robin Koch,MF,Leeds United,17,0,0,0,0,0,0,1,0
Mateo Kovačić,MF,Chelsea,27,0,1,1,0,0,0,4,0
Filip Krovinović,MF,West Brom,11,0,0,0,0,0,0,0,0
Alexandre Lacazette,FW,Arsenal,31,13,2,15,10,3,3,3,0
Adam Lallana,MF,Brighton,30,1,1,2,1,0,0,0,0
Érik Lamela,FW,Tottenham,23,1,0,1,1,0,0,6,1
Tariq Lamptey,MF,Brighton,11,1,1,2,1,0,0,4,1
Manuel Lanzini,MF,West Ham,17,1,1,2,1,0,0,1,0
Mario Lemina,MF,Fulham,28,1,0,1,1,0,0,5,0
Khanya Leshabela,MF,Leicester City,1,0,0,0,0,0,0,0,0
Jesse Lingard,MF,West Ham,16,9,4,13,8,1,2,3,0
Jake Livermore,MF,West Brom,18,0,0,0,0,0,0,2,1
Giovani Lo Celso,MF,Tottenham,18,1,1,2,1,0,0,5,0
Ruben Loftus-Cheek,FW,Chelsea,1,0,0,0,0,0,0,0,0
Ruben Loftus-Cheek,MF,Fulham,30,1,0,1,1,0,0,3,0
Shane Long,FW,Southampton,11,0,0,0,0,0,0,0,0
Matthew Longstaff,MF,Newcastle Utd,5,0,0,0,0,0,0,0,0
Sean Longstaff,MF,Newcastle Utd,22,0,1,1,0,0,0,2,0
Ademola Lookman,FW,Fulham,34,4,4,8,4,0,1,5,0
Douglas Luiz,MF,Aston Villa,33,0,2,2,0,0,0,10,1
John Lundstram,MF,Sheffield Utd,28,0,2,2,0,0,1,8,1
Alexis Mac Allister,MF,Brighton,21,1,1,2,1,0,0,1,0
James Maddison,MF,Leicester City,31,8,5,13,8,0,0,4,0
Riyad Mahrez,FW,Manchester City,27,9,6,15,9,0,0,0,0
Ainsley Maitland-Niles,MF,Arsenal,11,0,0,0,0,0,0,0,0
Ainsley Maitland-Niles,MF,West Brom,15,0,0,0,0,0,0,2,0
Josh Maja,FW,Fulham,15,3,0,3,2,1,1,0,0
Sadio Mané,FW,Liverpool,35,11,7,18,11,0,0,3,0
Fernando Marçal,MF,Wolves,13,0,0,0,0,0,0,2,0
Solly March,MF,Brighton,21,2,1,3,2,0,0,0,0
Anthony Martial,FW,Manchester Utd,22,4,3,7,4,0,0,0,1
Gabriel Martinelli,FW,Arsenal,14,2,1,3,2,0,0,0,0
Arthur Masuaku,MF,West Ham,12,0,2,2,0,0,0,2,0
Juan Mata,FW,Manchester Utd,9,1,2,3,0,1,1,0,0
Jean-Philippe Mateta,FW,Crystal Palace,7,1,0,1,1,0,0,0,0
Nemanja Matić,MF,Manchester Utd,20,0,0,0,0,0,0,2,0
Neal Maupay,FW,Brighton,33,8,2,10,5,3,4,1,1
James McArthur,MF,Crystal Palace,18,0,2,2,0,0,0,3,0
Oliver McBurnie,FW,Sheffield Utd,23,1,0,1,1,0,0,2,0
James McCarthy,MF,Crystal Palace,16,0,0,0,0,0,0,1,0
John McGinn,MF,Aston Villa,37,3,5,8,3,0,0,12,0
David McGoldrick,FW,Sheffield Utd,35,8,1,9,8,0,0,7,0
Dwight McNeil,MF,Burnley,36,2,5,7,2,0,0,1,0
Scott McTominay,MF,Manchester Utd,32,4,1,5,4,0,0,3,0
Hannibal Mejbri,MF,Manchester Utd,1,0,0,0,0,0,0,0,0
Nampalys Mendy,MF,Leicester City,23,0,1,1,0,0,0,5,0
Luka Milivojević,MF,Crystal Palace,31,1,1,2,0,1,2,8,1
James Milner,MF,Liverpool,26,0,1,1,0,0,0,3,0
Takumi Minamino,MF,Southampton,10,2,0,2,2,0,0,1,0
Takumi Minamino,MF,Liverpool,9,1,0,1,1,0,0,0,0
Aleksandar Mitrović,FW,Fulham,27,3,3,6,2,1,2,3,0
Jakub Moder,MF,Brighton,12,0,0,0,0,0,0,0,0
Jayson Molumby,MF,Brighton,1,0,0,0,0,0,0,0,0
Wesley Moraes,FW,Aston Villa,3,0,0,0,0,0,0,0,0
Mason Mount,MF,Chelsea,36,6,5,11,5,1,1,2,0
Lucas Moura,FW,Tottenham,30,3,4,7,3,0,0,1,0
Lys Mousset,FW,Sheffield Utd,11,0,0,0,0,0,0,0,0
João Moutinho,MF,Wolves,33,1,1,2,1,0,0,5,1
Joel Mumbongo,FW,Burnley,4,0,0,0,0,0,0,1,0
Jacob Murphy,MF,Newcastle Utd,26,2,3,5,2,0,0,3,0
Marvelous Nakamba,MF,Aston Villa,13,0,0,0,0,0,0,3,0
Iliman Ndiaye,MF,Sheffield Utd,1,0,0,0,0,0,0,0,0
Wilfred Ndidi,MF,Leicester City,26,1,4,5,1,0,0,6,0
Tanguy Ndombele,MF,Tottenham,33,3,2,5,3,0,0,3,0
Reiss Nelson,FW,Arsenal,2,0,0,0,0,0,0,0,0
Pedro Neto,FW,Wolves,31,5,6,11,5,0,0,4,0
Rúben Neves,MF,Wolves,36,5,1,6,2,3,3,8,0
Eddie Nketiah,FW,Arsenal,17,2,1,3,2,0,0,0,0
Niels Nkounkou,FW,Everton,2,0,0,0,0,0,0,1,0
Dan Nlundulu,FW,Southampton,13,0,0,0,0,0,0,0,0
Mark Noble,MF,West Ham,21,0,0,0,0,0,0,1,0
Oliver Norwood,MF,Sheffield Utd,32,0,0,0,0,0,0,6,0
Michael Obafemi,FW,Southampton,4,0,0,0,0,0,0,0,0
Josh Onomah,MF,Fulham,11,0,0,0,0,0,0,1,0
Divock Origi,FW,Liverpool,9,0,0,0,0,0,0,0,0
Ben Osborn,MF,Sheffield Utd,24,1,0,1,1,0,0,1,0
Owen Otasowie,MF,Wolves,6,0,1,1,0,0,0,1,0
Alex Oxlade-Chamberlain,MF,Liverpool,13,1,1,2,1,0,0,0,0
Thomas Partey,MF,Arsenal,24,0,2,2,0,0,0,5,0
Nicolas Pépé,FW,Arsenal,29,10,1,11,9,1,1,1,1
Matheus Pereira,MF,West Brom,33,11,6,17,7,4,4,2,1
Ricardo Pereira,FW,Leicester City,15,0,1,1,0,0,0,3,0
Ayoze Pérez,MF,Leicester City,25,2,1,3,2,0,0,2,0
Kalvin Phillips,MF,Leeds United,29,1,2,3,1,0,0,10,0
Matt Phillips,MF,West Brom,33,2,1,3,2,0,0,1,0
Jaden Philogene Bidace,FW,Aston Villa,1,0,0,0,0,0,0,0,0
Erik Pieters,MF,Burnley,20,0,1,1,0,0,0,1,0
Daniel Podence,MF,Wolves,24,3,2,5,3,0,0,3,0
Paul Pogba,MF,Manchester Utd,26,3,3,6,3,0,0,3,0
Ian Poveda,MF,Leeds United,14,0,0,0,0,0,0,0,0
Dennis Praet,MF,Leicester City,15,1,1,2,1,0,0,0,0
Davy Pröpper,MF,Brighton,7,0,0,0,0,0,0,0,0
Christian Pulisic,FW,Chelsea,27,4,2,6,4,0,0,2,0
Jacob Ramsey,MF,Aston Villa,22,0,0,0,0,0,0,0,0
Raphinha,MF,Leeds United,30,6,9,15,6,0,0,3,0
Marcus Rashford,FW,Manchester Utd,37,11,9,20,11,0,0,4,0
Nathan Redmond,MF,Southampton,29,2,3,5,2,0,0,1,0
Harrison Reed,MF,Fulham,31,0,2,2,0,0,0,5,0
Bobby Reid,MF,Fulham,33,5,2,7,5,0,0,7,0
Declan Rice,MF,West Ham,32,2,1,3,1,1,2,2,0
Lewis Richardson,FW,Burnley,2,0,0,0,0,0,0,0,0
Richarlison,FW,Everton,34,7,3,10,6,1,1,4,1
Jaïro Riedewald,MF,Crystal Palace,33,2,0,2,2,0,0,4,0
Matt Ritchie,MF,Newcastle Utd,18,0,2,2,0,0,0,2,0
Tyler Roberts,MF,Leeds United,27,1,2,3,1,0,0,3,0
Callum Robinson,FW,West Brom,28,5,0,5,5,0,0,0,0
Hal Robson-Kanu,FW,West Brom,19,2,0,2,2,0,0,2,0
Rodri,MF,Manchester City,34,2,2,4,1,1,1,6,0
Rodrigo,MF,Leeds United,26,7,2,9,7,0,0,3,0
James Rodríguez,FW,Everton,23,6,4,10,6,0,0,4,0
Jay Rodriguez,FW,Burnley,31,1,2,3,1,0,0,3,0
Oriol Romeu,MF,Southampton,21,1,1,2,1,0,0,6,0
Allan Saint-Maximin,FW,Newcastle Utd,25,3,4,7,3,0,0,0,0
Bukayo Saka,FW,Arsenal,32,5,3,8,5,0,0,1,0
Mohamed Salah,FW,Liverpool,37,22,5,27,16,6,6,0,0
Morgan Sanson,MF,Aston Villa,9,0,0,0,0,0,0,3,0
Romaine Sawyers,MF,West Brom,19,0,0,0,0,0,0,2,0
Dane Scarlett,FW,Tottenham,1,0,0,0,0,0,0,0,0
Jeffrey Schlupp,MF,Crystal Palace,27,2,3,5,2,0,0,3,0
Nélson Semedo,MF,Wolves,34,1,1,2,1,0,0,5,0
Femi Seriki,MF,Sheffield Utd,1,0,0,0,0,0,0,0,0
Jamie Shackleton,MF,Leeds United,13,0,0,0,0,0,0,0,0
Xherdan Shaqiri,MF,Liverpool,14,0,2,2,0,0,0,2,0
Billy Sharp,FW,Sheffield Utd,16,3,0,3,1,2,2,1,0
Jonjo Shelvey,MF,Newcastle Utd,30,1,3,4,1,0,0,7,0
Shola Shoretire,FW,Manchester Utd,2,0,0,0,0,0,0,0,0
Gylfi Sigurðsson,MF,Everton,36,6,5,11,3,3,4,2,0
Bernardo Silva,MF,Manchester City,26,2,6,8,2,0,0,5,0
Fábio Silva,FW,Wolves,32,4,3,7,3,1,1,2,0
Moussa Sissoko,MF,Tottenham,25,0,0,0,0,0,0,3,0
Islam Slimani,FW,Leicester City,1,0,0,0,0,0,0,0,0
William Smallbone,MF,Southampton,3,0,0,0,0,0,0,0,0
Emile Smith Rowe,MF,Arsenal,20,2,4,6,2,0,0,0,0
Robert Snodgrass,MF,West Brom,8,0,0,0,0,0,0,2,0
Robert Snodgrass,FW,West Ham,3,0,0,0,0,0,0,0,0
Tomáš Souček,MF,West Ham,38,10,1,11,10,0,0,7,1
Dale Stephens,MF,Burnley,7,0,0,0,0,0,0,1,0
Raheem Sterling,FW,Manchester City,31,10,7,17,10,0,1,4,0
Pascal Struijk,MF,Leeds United,27,1,0,1,1,0,0,3,0
Percy Tau,FW,Brighton,3,0,1,1,0,0,0,0,0
Sidnei Tavares,MF,Leicester City,2,0,0,0,0,0,0,0,0
Nathan Tella,FW,Southampton,18,1,1,2,1,0,0,2,0
Kenny Tete,MF,Fulham,22,0,1,1,0,0,0,3,0
Youri Tielemans,MF,Leicester City,38,6,4,10,4,2,2,6,0
Ferrán Torres,FW,Manchester City,24,7,2,9,7,0,0,1,0
Cenk Tosun,FW,Everton,5,0,0,0,0,0,0,1,0
Andros Townsend,MF,Crystal Palace,34,1,5,6,1,0,0,0,0
Adama Traoré,FW,Wolves,37,2,2,4,2,0,0,4,0
Bertrand Traoré,FW,Aston Villa,36,7,6,13,7,0,0,1,0
Trézéguet,FW,Aston Villa,21,2,1,3,2,0,0,0,0
Leandro Trossard,MF,Brighton,35,5,5,10,5,0,0,2,0
Kostas Tsimikas,FW,Liverpool,2,0,0,0,0,0,0,0,0
Cengiz Ünder,FW,Leicester City,9,0,2,2,0,0,0,0,0
Yan Valery,MF,Southampton,3,0,0,0,0,0,0,0,0
Jamie Vardy,FW,Leicester City,34,15,9,24,7,8,9,1,0
Rúben Vinagre,MF,Wolves,2,0,0,0,0,0,0,0,0
Carlos Vinícius,FW,Tottenham,9,1,0,1,1,0,0,2,0
Vitinha,MF,Wolves,19,0,1,1,0,0,0,0,0
Matěj Vydra,FW,Burnley,28,3,2,5,3,0,0,0,0
Theo Walcott,MF,Southampton,21,3,3,6,3,0,0,0,0
Theo Walcott,FW,Everton,1,0,0,0,0,0,0,0,0
James Ward-Prowse,MF,Southampton,38,8,7,15,5,3,4,5,0
Ollie Watkins,FW,Aston Villa,37,14,5,19,13,1,2,4,1
Caleb Watts,MF,Southampton,3,0,0,0,0,0,0,1,0
Danny Welbeck,FW,Brighton,24,6,1,7,6,0,1,0,0
Timo Werner,FW,Chelsea,35,6,8,14,6,0,0,2,0
Ashley Westwood,MF,Burnley,38,3,3,6,3,0,0,7,0
Ben White,MF,Brighton,36,0,0,0,0,0,0,5,1
Georginio Wijnaldum,MF,Liverpool,38,2,0,2,2,0,0,1,0
Willian,FW,Arsenal,25,1,5,6,1,0,0,0,0
Joe Willock,MF,Arsenal,7,0,0,0,0,0,0,1,0
Joe Willock,MF,Newcastle Utd,14,8,0,8,8,0,1,0,0
Callum Wilson,FW,Newcastle Utd,26,12,5,17,8,4,4,2,0
Harry Winks,MF,Tottenham,15,0,0,0,0,0,0,5,0
Chris Wood,FW,Burnley,33,12,3,15,10,2,2,0,0
Granit Xhaka,MF,Arsenal,31,1,2,3,1,0,0,7,1
Andriy Yarmolenko,FW,West Ham,15,0,1,1,0,0,0,3,0
Okay Yokuşlu,MF,West Brom,16,0,1,1,0,0,0,4,0
Wilfried Zaha,FW,Crystal Palace,30,11,2,13,9,2,2,6,0
Andre-Frank Zambo Anguissa,MF,Fulham,36,0,3,3,0,0,0,6,0
Andi Zeqiri,FW,Brighton,9,0,0,0,0,0,0,0,0
Hakim Ziyech,MF,Chelsea,23,2,3,5,2,0,0,3,0
Martin Ødegaard,MF,Arsenal,14,1,2,3,1,0,0,0,0
