Name,Pos,Squad,Tackle,Tacklewon,Interceptions,Clearances,Errors
Jason Denayer,MF,Sunderland,,26,36,,
Mike van der Hoorn,DF,Swansea City,,8,19,,
Gerard Deulofeu,MF,Everton,,5,4,,
Eric Dier,DF,Tottenham,,34,37,,
Adama Diomande,MF,Hull City,,22,8,,
Papy Djilobodji,DF,Sunderland,,18,54,,
Abdoulaye Doucouré,MF,Watford,,13,22,,
Stewart Downing,MF,Middlesbrough,,20,34,,
Danny Drinkwater,MF,Leicester City,,58,42,,
Nathan Dyer,MF,Swansea City,,4,3,,
Ovie Ejaria,MF,Liverpool,,0,0,,
Omar Elabdellaoui,DF,Hull City,,4,10,,
Andrew Eleftheriou,DF,Watford,,1,2,,
Ahmed Elmohamady,DF,Hull City,,36,51,,
Mohamed Elneny,MF,Arsenal,,14,8,,
Christian Eriksen,MF,Tottenham,,35,25,,
Bernardo Espinosa,DF,Middlesbrough,,17,21,,
Jonny Evans,DF,West Brom,,26,82,,
Fábio,DF,Middlesbrough,,51,37,,
Cesc Fàbregas,MF,Chelsea,,27,14,,
Sofiane Feghouli,MF,West Ham,,13,14,,
Marouane Fellaini,MF,Manchester Utd,,41,30,,
Leroy Fer,MF,Swansea City,,41,23,,
Edimilson Fernandes,MF,West Ham,,14,20,,
Federico Fernández,DF,Swansea City,,30,50,,
Fernandinho,MF,Manchester City,,55,65,,
Fernando,MF,Manchester City,,14,14,,
Sam Field,MF,West Brom,,6,4,,
Viktor Fischer,MF,Middlesbrough,,4,1,,
Mathieu Flamini,MF,Crystal Palace,,2,5,,
Jon Flanagan,DF,Burnley,,14,14,,
Darren Fletcher,MF,West Brom,,30,44,,
José Fonte,DF,Southampton,,20,37,,
José Fonte,DF,West Ham,,14,39,,
Adam Forshaw,MF,Middlesbrough,,42,36,,
Timothy Fosu-Mensah,DF,Manchester Utd,,4,2,,
Simon Francis,DF,Bournemouth,,51,56,,
Ryan Fraser,MF,Bournemouth,,13,13,,
George Friend,DF,Middlesbrough,,49,56,,
Zeki Fryers,DF,Crystal Palace,,1,2,,
Christian Fuchs,DF,Leicester City,,76,68,,
Jay Fulton,MF,Swansea City,,20,7,,
Ramiro Funes Mori,DF,Everton,,17,33,,
Brendan Galloway,DF,West Brom,,6,7,,
Idrissa Gana Gueye,MF,Everton,,103,77,,
Aleix García,MF,Manchester City,,2,4,,
Craig Gardner,MF,West Brom,,3,2,,
Kieran Gibbs,MF,Arsenal,,7,10,,
Ben Gibson,DF,Middlesbrough,,27,59,,
Darron Gibson,MF,Sunderland,,11,13,,
Evandro Goebel,MF,Hull City,,14,3,,
Angel Gomes,MF,Manchester Utd,,0,0,,
Lynden Gooch,MF,Sunderland,,11,6,,
Dan Gosling,MF,Bournemouth,,40,26,,
Lewis Grabban,MF,Bournemouth,,1,0,,
Max Gradel,MF,Bournemouth,,4,3,,
Demarai Gray,MF,Leicester City,,14,11,,
Kamil Grosicki,MF,Hull City,,4,13,,
Marko Grujić,MF,Liverpool,,0,0,,
Adlène Guedioura,MF,Watford,,17,10,,
Adlène Guedioura,MF,Middlesbrough,,5,3,,
İlkay Gündoğan,MF,Manchester City,,9,9,,
Eden Hazard,MF,Chelsea,,14,28,,
Jordan Henderson,MF,Liverpool,,64,47,,
Jeff Hendrick,MF,Burnley,,15,44,,
Markus Henriksen,MF,Hull City,,9,5,,
Luis Hernández,DF,Leicester City,,5,9,,
Ander Herrera,MF,Manchester Utd,,63,86,,
Son Heung-min,MF,Tottenham,,13,7,,
Rob Holding,DF,Arsenal,,9,11,,
José Holebas,DF,Watford,,47,58,,
Mason Holgate,DF,Everton,,33,22,,
George Honeyman,MF,Sunderland,,8,4,,
Tom Huddlestone,MF,Hull City,,25,48,,
James Husband,DF,Middlesbrough,,0,0,,
Robert Huth,DF,Leicester City,,24,44,,
Pierre Højbjerg,MF,Southampton,,31,31,,
Jordon Ibe,MF,Bournemouth,,11,10,,
Didier Ibrahim Ndong,MF,Sunderland,,64,50,,
Giannelli Imbula,MF,Stoke City,,10,4,,
Branislav Ivanović,DF,Chelsea,,11,11,,
Alex Iwobi,MF,Arsenal,,15,8,,
Phil Jagielka,DF,Everton,,34,41,,
Matty James,MF,Leicester City,,0,0,,
Daryl Janmaat,MF,Watford,,30,23,,
Adnan Januzaj,MF,Sunderland,,15,9,,
Mile Jedinak,MF,Crystal Palace,,2,1,,
Carl Jenkinson,DF,Arsenal,,3,2,,
Gabriel Jesus,MF,Manchester City,,7,3,,
Glen Johnson,DF,Stoke City,,37,42,,
Billy Jones,DF,Sunderland,,43,50,,
David Jones,MF,Burnley,,0,1,,
Phil Jones,DF,Manchester Utd,,25,27,,
Christian Kabasele,DF,Watford,,13,16,,
Younès Kaboul,DF,Watford,,20,47,,
Younès Kaboul,DF,Sunderland,,0,1,,
Sullay Kaikai,MF,Crystal Palace,,0,0,,
N'Golo Kanté,MF,Chelsea,,84,83,,
Michael Keane,DF,Burnley,,28,66,,
Martin Kelly,DF,Crystal Palace,,34,26,,
Kenedy,MF,Watford,,0,0,,
Kenedy,MF,Chelsea,,0,2,,
Jonjoe Kenny,DF,Everton,,0,0,,
Wahbi Khazri,MF,Sunderland,,10,9,,
Michael Kightly,MF,Burnley,,4,0,,
Andy King,MF,Leicester City,,29,26,,
Joshua King,MF,Bournemouth,,41,22,,
Stephen Kingsley,DF,Swansea City,,10,9,,
Jan Kirchhoff,MF,Sunderland,,10,11,,
Ragnar Klavan,DF,Liverpool,,17,14,,
Aleksandar Kolarov,DF,Manchester City,,35,47,,
Vincent Kompany,DF,Manchester City,,11,19,,
Lamine Koné,DF,Sunderland,,28,51,,
Laurent Koscielny,DF,Arsenal,,42,90,,
Cheikhou Kouyaté,MF,West Ham,,53,78,,
Bojan Krkić,MF,Stoke City,,5,3,,
Adam Lallana,MF,Liverpool,,35,20,,
Érik Lamela,MF,Tottenham,,12,4,,
Manuel Lanzini,MF,West Ham,,34,51,,
Sebastian Larsson,MF,Sunderland,,31,17,,
Grant Leadbitter,MF,Middlesbrough,,12,9,,
Joe Ledley,MF,Crystal Palace,,16,28,,
Lucas Leiva,MF,Liverpool,,26,36,,
Jonathan Leko,MF,West Brom,,0,2,,
Aaron Lennon,MF,Everton,,12,5,,
Jeremain Lens,MF,Sunderland,,2,2,,
Joleon Lescott,DF,Sunderland,,0,4,,
Filip Lesniak,MF,Tottenham,,1,0,,
Jesse Lingard,MF,Manchester Utd,,16,15,,
Jake Livermore,MF,West Brom,,21,19,,
Jake Livermore,MF,Hull City,,35,30,,
Ruben Loftus-Cheek,MF,Chelsea,,0,0,,
Kevin Long,DF,Burnley,,4,3,,
Donald Love,DF,Sunderland,,14,15,,
Dejan Lovren,DF,Liverpool,,32,47,,
Matthew Lowton,DF,Burnley,,71,70,,
David Luiz,DF,Chelsea,,27,69,,
Harry Maguire,DF,Hull City,,39,67,,
Riyad Mahrez,MF,Leicester City,,24,28,,
Ainsley Maitland-Niles,DF,Arsenal,,1,0,,
Shaun Maloney,MF,Hull City,,6,1,,
Javier Manquillo,DF,Sunderland,,22,25,,
Adrian Mariappa,DF,Watford,,16,14,,
Lazar Marković,MF,Hull City,,12,14,,
Dean Marney,MF,Burnley,,28,28,,
Anthony Martial,MF,Manchester Utd,,16,9,,
Cuco Martina,DF,Southampton,,9,14,,
Bruno Martins Indi,DF,Stoke City,,42,66,,
Brandon Mason,DF,Watford,,1,3,,
Ryan Mason,MF,Hull City,,10,14,,
Arthur Masuaku,DF,West Ham,,32,26,,
Juan Mata,MF,Manchester Utd,,18,13,,
Nemanja Matić,MF,Chelsea,,40,55,,
Joël Matip,DF,Liverpool,,37,49,,
Alfie Mawson,DF,Swansea City,,24,29,,
James McArthur,MF,Crystal Palace,,45,26,,
Gareth McAuley,DF,West Brom,,37,74,,
James McCarthy,MF,Everton,,12,11,,
James McClean,MF,West Brom,,41,19,,
Paddy McNair,MF,Sunderland,,6,5,,
Sam McQueen,DF,Southampton,,11,15,,
Scott McTominay,MF,Manchester Utd,,1,2,,
Ben Mee,DF,Burnley,,31,74,,
Memphis,MF,Manchester Utd,,1,0,,
Nampalys Mendy,MF,Leicester City,,1,6,,
Per Mertesacker,DF,Arsenal,,1,1,,
David Meyler,MF,Hull City,,20,20,,
Luka Milivojević,MF,Crystal Palace,,18,41,,
James Milner,DF,Liverpool,,64,44,,
Tyrone Mings,DF,Bournemouth,,10,6,,
Kevin Mirallas,MF,Everton,,14,8,,
Demetri Mitchell,DF,Manchester Utd,,4,3,,
Henrikh Mkhitaryan,MF,Manchester Utd,,18,22,,
Nacho Monreal,DF,Arsenal,,64,89,,
Jefferson Montero,MF,Swansea City,,5,1,,
Alberto Moreno,DF,Liverpool,,6,2,,
Wes Morgan,DF,Leicester City,,15,56,,
James Morrison,MF,West Brom,,19,22,,
Victor Moses,MF,Chelsea,,42,41,,
Marc Muniesa,DF,Stoke City,,12,21,,
Ahmed Musa,MF,Leicester City,,12,11,,
Shkodran Mustafi,DF,Arsenal,,43,61,,
Jordon Mutch,MF,Crystal Palace,,2,0,,
Alfred N'Diaye,MF,Hull City,,35,20,,
Georges-Kévin N'Koudou,MF,Tottenham,,1,0,,
Samir Nasri,MF,Manchester City,,0,0,,
Kyle Naughton,DF,Swansea City,,57,39,,
Jesús Navas,MF,Manchester City,,18,21,,
Wilfred Ndidi,MF,Leicester City,,39,38,,
Julien Ngoy,MF,Stoke City,,1,0,,
M'Baye Niang,MF,Watford,,6,10,,
Mark Noble,MF,West Ham,,32,42,,
Nolito,MF,Manchester City,,11,6,,
Håvard Nordtveit,DF,West Ham,,16,24,,
Emilio Nsue,DF,Middlesbrough,,2,6,,
Allan Nyom,DF,West Brom,,55,61,,
Aiden O'Neill,MF,Burnley,,1,1,,
John O'Shea,DF,Sunderland,,20,41,,
Pedro Obiang,MF,West Ham,,57,33,,
Angelo Ogbonna,DF,West Ham,,24,39,,
Shinji Okazaki,MF,Leicester City,,26,14,,
Jonas Olsson,DF,West Brom,,2,11,,
Martin Olsson,DF,Swansea City,,7,11,,
Josh Onomah,MF,Tottenham,,2,0,,
Oscar,MF,Chelsea,,16,5,,
Nicolás Otamendi,DF,Manchester City,,50,83,,
Bryan Oviedo,DF,Sunderland,,27,18,,
Bryan Oviedo,DF,Everton,,14,6,,
Alex Oxlade-Chamberlain,MF,Arsenal,,32,13,,
Mesut Özil,MF,Arsenal,,22,16,,
Gabriel Paulista,DF,Arsenal,,16,32,,
Dimitri Payet,MF,West Ham,,7,6,,
Pedro,MF,Chelsea,,36,21,,
Matthew Pennington,DF,Everton,,1,6,,
Dion Pereira,MF,Watford,,0,0,,
Roberto Pereyra,MF,Watford,,6,8,,
Lucas Pérez,MF,Arsenal,,4,2,,
Matt Phillips,MF,West Brom,,14,21,,
Jérémy Pied,DF,Southampton,,2,3,,
Steven Pienaar,MF,Sunderland,,15,17,,
Erik Pieters,DF,Stoke City,,78,58,,
Paul Pogba,MF,Manchester Utd,,40,37,,
Sebastian Prödl,DF,Watford,,28,55,,
Marc Pugh,MF,Bournemouth,,13,13,,
Jason Puncheon,MF,Crystal Palace,,61,40,,
Gastón Ramírez,MF,Middlesbrough,,37,15,,
Aaron Ramsey,MF,Arsenal,,12,15,,
Àngel Rangel,DF,Swansea City,,23,26,,
Andrea Ranocchia,DF,Hull City,,22,27,,
Marcus Rashford,MF,Manchester Utd,,14,14,,
Nathan Redmond,MF,Southampton,,27,15,,
Harrison Reed,MF,Southampton,,2,5,,
Winston Reid,DF,West Ham,,29,86,,
Declan Rice,DF,West Ham,,0,0,,
Andrew Robertson,DF,Hull City,,36,56,,
Jack Rodwell,MF,Sunderland,,29,19,,
Marcos Rojo,DF,Manchester Utd,,22,35,,
Oriol Romeu,MF,Southampton,,90,95,,
Marten de Roon,MF,Middlesbrough,,50,46,,
Wayne Rooney,MF,Manchester Utd,,11,18,,
Danny Rose,DF,Tottenham,,34,22,,
Wayne Routledge,MF,Swansea City,,20,16,,
Bacary Sagna,DF,Manchester City,,16,23,,
Mamadou Sakho,DF,Crystal Palace,,1,14,,
Bakary Sako,MF,Crystal Palace,,6,0,,
Alexis Sánchez,MF,Arsenal,,40,27,,
Leroy Sané,MF,Manchester City,,22,17,,
Jeffrey Schlupp,DF,Crystal Palace,,21,26,,
Jeffrey Schlupp,MF,Leicester City,,5,0,,
Morgan Schneiderlin,MF,Manchester Utd,,0,1,,
Morgan Schneiderlin,MF,Everton,,20,33,,
Xherdan Shaqiri,MF,Stoke City,,6,10,,
Luke Shaw,DF,Manchester Utd,,7,14,,
Ryan Shawcross,DF,Stoke City,,36,56,,
Gylfi Sigurðsson,MF,Swansea City,,33,37,,
David Silva,MF,Manchester City,,32,20,,
Danny Simpson,DF,Leicester City,,41,69,,
Moussa Sissoko,MF,Tottenham,,12,7,,
Chris Smalling,DF,Manchester Utd,,10,13,,
Adam Smith,DF,Bournemouth,,60,55,,
Brad Smith,DF,Bournemouth,,3,3,,
Robert Snodgrass,MF,West Ham,,10,4,,
Robert Snodgrass,MF,Hull City,,22,11,,
Cédric Soares,DF,Southampton,,61,37,,
Ramadan Sobhi,MF,Stoke City,,20,5,,
Pape Souaré,DF,Crystal Palace,,4,10,,
Junior Stanislas,MF,Bournemouth,,11,9,,
Jack Stephens,DF,Southampton,,18,27,,
Raheem Sterling,MF,Manchester City,,20,20,,
Kevin Stewart,DF,Liverpool,,0,0,,
John Stones,DF,Manchester City,,22,42,,
Cristhian Stuani,MF,Middlesbrough,,26,10,,
Isaac Success,MF,Watford,,12,6,,
Ki Sung-yueng,MF,Swansea City,,18,21,,
Andrew Surman,MF,Bournemouth,,11,39,,
Dušan Tadić,MF,Southampton,,16,19,,
Matt Targett,DF,Southampton,,8,8,,
James Tarkowski,DF,Burnley,,13,10,,
Neil Taylor,DF,Swansea City,,18,26,,
John Terry,DF,Chelsea,,2,5,,
James Tomkins,DF,Crystal Palace,,19,38,,
Gökhan Töre,MF,West Ham,,3,0,,
Yaya Touré,MF,Manchester City,,31,19,,
Andros Townsend,MF,Crystal Palace,,64,44,,
Adama Traoré,MF,Middlesbrough,,26,7,,
Kieran Trippier,DF,Tottenham,,14,7,,
Axel Tuanzebe,MF,Manchester Utd,,4,7,,
Josh Tymon,MF,Hull City,,6,6,,
Antonio Valencia,DF,Manchester Utd,,44,43,,
Enner Valencia,MF,Everton,,13,8,,
Virgil van Dijk,DF,Southampton,,30,54,,
Jan Vertonghen,DF,Tottenham,,37,44,,
Matěj Vydra,MF,Watford,,0,0,,
Theo Walcott,MF,Arsenal,,27,13,,
Kyle Walker,DF,Tottenham,,53,38,,
Jonathan Walters,MF,Stoke City,,7,7,,
Victor Wanyama,MF,Tottenham,,64,39,,
Joel Ward,DF,Crystal Palace,,67,64,,
Stephen Ward,DF,Burnley,,49,75,,
James Ward-Prowse,MF,Southampton,,21,19,,
Marcin Wasilewski,DF,Leicester City,,1,2,,
Duncan Watmore,MF,Sunderland,,11,9,,
Ben Watson,MF,Watford,,1,4,,
Danny Welbeck,MF,Arsenal,,5,6,,
Ashley Westwood,MF,Burnley,,6,5,,
Glenn Whelan,MF,Stoke City,,31,41,,
Connor Wickham,MF,Crystal Palace,,2,2,,
Georginio Wijnaldum,MF,Liverpool,,36,25,,
Ashley Williams,DF,Everton,,43,57,,
Willian,MF,Chelsea,,12,7,,
Jack Wilshere,MF,Arsenal,,2,1,,
Jack Wilshere,MF,Bournemouth,,18,14,,
Marc Wilson,DF,West Brom,,3,5,,
Kevin Wimmer,DF,Tottenham,,2,5,,
Harry Winks,MF,Tottenham,,8,6,,
Philipp Wollscheid,DF,Stoke City,,3,4,,
Matt Worthington,DF,Bournemouth,,0,0,,
Granit Xhaka,MF,Arsenal,,55,44,,
Claudio Yacob,MF,West Brom,,65,60,,
Maya Yoshida,DF,Southampton,,21,48,,
Ashley Young,DF,Manchester Utd,,16,15,,
Pablo Zabaleta,DF,Manchester City,,28,27,,
Wilfried Zaha,MF,Crystal Palace,,56,34,,
Mauro Zárate,MF,Watford,,1,0,,
Kurt Zouma,DF,Chelsea,,6,5,,
Juan Zúñiga,DF,Watford,,16,19,,
