Name,Pos,Squad,Tackle,Tacklewon,Interceptions,Clearances,Errors
Max Aarons,DF,Norwich City,64,44,28,96,1
Rayan Aït-Nouri,DF,Wolves,64,36,22,39,1
Kristoffer Ajer,DF,Brentford,29,18,26,74,0
Nathan Aké,DF,Manchester City,16,9,8,23,0
Marc Albrighton,DF,Leicester City,31,19,14,20,0
Thiago Alcántara,MF,Liverpool,48,29,26,13,2
Trent Alexander-Arnold,DF,Liverpool,40,23,43,40,0
Allan,MF,Everton,74,44,23,39,1
Dele Alli,MF,Tottenham,14,8,6,16,0
Dele Alli,MF,Everton,7,2,6,10,0
Miguel Almirón,MF,Newcastle Utd,47,29,20,13,0
Marcos Alonso,DF,Chelsea,41,29,43,53,0
Steven Alzate,MF,Brighton,10,4,10,10,0
Daniel Amartey,DF,Leicester City,26,13,21,93,4
Joachim Andersen,DF,Crystal Palace,30,23,37,125,3
Cameron Archer,MF,Aston Villa,0,0,0,0,0
Stuart Armstrong,MF,Southampton,27,19,8,15,0
Harrison Ashby,DF,West Ham,0,0,1,1,0
Luke Ayling,DF,Leeds United,74,42,28,52,1
César Azpilicueta,DF,Chelsea,51,28,23,65,1
Leon Bailey,MF,Aston Villa,17,11,1,2,0
Eric Bailly,DF,Manchester Utd,5,4,3,11,0
Shandon Baptiste,MF,Brentford,14,4,11,12,0
Ross Barkley,MF,Chelsea,0,0,1,0,0
Harvey Barnes,MF,Leicester City,31,16,5,7,0
Lewis Bate,MF,Leeds United,1,0,1,1,0
Mads Bech Sørensen,DF,Brentford,8,7,6,25,0
Jan Bednarek,DF,Southampton,32,15,72,141,0
Donny van de Beek,MF,Manchester Utd,6,4,2,1,0
Donny van de Beek,MF,Everton,15,7,6,4,0
Saïd Benrahma,MF,West Ham,28,17,9,8,0
Rodrigo Bentancur,MF,Tottenham,36,18,20,35,0
Jóhann Berg Guðmundsson,MF,Burnley,16,6,12,22,0
Steven Bergwijn,MF,Tottenham,3,2,1,8,0
Ryan Bertrand,DF,Leicester City,8,5,1,7,0
Mads Bidstrup,MF,Brentford,1,0,1,2,0
Yves Bissouma,MF,Brighton,76,49,50,49,0
Willy Boly,DF,Wolves,25,19,14,35,0
Jarrad Branthwaite,DF,Everton,4,1,1,20,0
Josh Brownhill,MF,Burnley,73,37,68,42,1
Lewis Brunt,MF,Leicester City,0,0,0,0,0
Emi Buendía,MF,Aston Villa,38,18,9,11,0
