Name,Pos,Squad,Tackle,Tacklewon,Interceptions,Clearances,Errors
Patrick van Aanholt,DF,Crystal Palace,48,24,40,91,2
Nathan Aké,DF,Bournemouth,66,35,32,241,0
Marc Albrighton,MF,Leicester City,35,22,23,30,0
Toby Alderweireld,DF,Tottenham,37,23,24,175,0
Trent Alexander-Arnold,DF,Liverpool,61,39,35,68,0
Dele Alli,MF,Tottenham,33,19,19,20,0
Miguel Almirón,MF,Newcastle Utd,20,12,8,5,0
Marcos Alonso,DF,Chelsea,73,46,39,101,0
Daniel Amartey,DF,Leicester City,18,12,17,28,1
Luke Amos,MF,Tottenham,1,0,0,0,0
Felipe Anderson,MF,West Ham,89,49,41,18,1
Michail Antonio,MF,West Ham,23,14,18,26,1
Stuart Armstrong,MF,Southampton,28,20,12,12,0
Harry Arter,MF,Cardiff City,62,37,21,21,2
Christian Atsu,MF,Newcastle Utd,24,15,7,16,0
Serge Aurier,DF,Tottenham,20,12,7,20,0
Floyd Ayité,MF,Fulham,4,4,7,5,0
César Azpilicueta,DF,Chelsea,105,60,43,91,3
Ryan Babel,MF,Fulham,8,4,6,13,1
Juninho Bacuna,MF,Huddersfield,46,29,24,12,1
Leandro Bacuna,MF,Cardiff City,15,10,15,9,0
Eric Bailly,DF,Manchester Utd,15,9,13,39,1
Leighton Baines,DF,Everton,8,6,2,8,0
Fabián Balbuena,DF,West Ham,40,20,53,175,0
Leon Balogun,DF,Brighton,12,6,17,32,1
Sol Bamba,DF,Cardiff City,74,42,82,181,3
Phil Bardsley,DF,Burnley,32,19,31,68,1
Ross Barkley,MF,Chelsea,15,10,9,17,2
Harvey Barnes,MF,Leicester City,10,6,3,7,0
Antonio Barreca,DF,Newcastle Utd,0,0,0,0,0
Jan Bednarek,DF,Southampton,41,25,71,171,0
Héctor Bellerín,DF,Arsenal,15,12,20,37,3
Joe Bennett,DF,Cardiff City,50,29,60,93,0
Ryan Bennett,DF,Wolves,58,32,43,131,1
Jóhann Berg Guðmundsson,MF,Burnley,27,11,33,34,0
Bernard,MF,Everton,49,30,27,14,1
Bernardo,DF,Brighton,62,43,34,82,0
Ryan Bertrand,DF,Southampton,46,27,28,51,0
Philip Billing,MF,Huddersfield,73,44,53,43,0
Yves Bissouma,MF,Brighton,62,30,33,29,2
Willy Boly,DF,Wolves,85,52,72,177,6
Gaëtan Bong,DF,Brighton,16,10,25,57,2
Robbie Brady,MF,Burnley,15,7,7,18,1
Miguel Britos,DF,Watford,4,2,3,11,1
David Brooks,MF,Bournemouth,37,26,24,28,0
Bruno,DF,Brighton,25,16,11,30,1
Joe Bryan,DF,Fulham,61,41,31,82,1
Gary Cahill,DF,Chelsea,0,0,0,1,0
Tom Cairney,MF,Fulham,37,21,10,13,1
Rafael Camacho,DF,Liverpool,1,0,0,0,0
Víctor Camarasa,MF,Cardiff City,28,15,33,28,1
Étienne Capoue,MF,Watford,91,56,85,96,1
Jonny Castro,DF,Wolves,79,43,60,64,2
Craig Cathcart,DF,Watford,50,31,38,184,4
Ivan Cavaleiro,MF,Wolves,5,4,4,5,0
Nathaniel Chalobah,MF,Watford,3,2,5,7,0
Calum Chambers,MF,Fulham,64,36,69,113,4
Ben Chilwell,DF,Leicester City,55,29,38,156,0
Hamza Choudhury,MF,Leicester City,24,10,15,13,0
Andreas Christensen,DF,Chelsea,10,4,4,29,0
Cyrus Christie,DF,Fulham,43,23,29,96,1
Ibrahima Cissé,MF,Fulham,0,0,3,4,0
Ciaran Clark,DF,Newcastle Utd,20,17,12,58,0
Tom Cleverley,MF,Watford,17,9,5,11,0
Nathaniel Clyne,DF,Bournemouth,33,18,16,33,1
Nathaniel Clyne,DF,Liverpool,4,3,2,1,0
Conor Coady,DF,Wolves,31,19,30,133,3
Séamus Coleman,DF,Everton,44,25,26,86,0
Lewis Cook,MF,Bournemouth,13,6,8,7,1
Steve Cook,DF,Bournemouth,36,19,50,202,1
Jack Cork,MF,Burnley,51,27,29,82,2
Hélder Costa,MF,Wolves,18,14,9,6,0
Aaron Cresswell,DF,West Ham,29,16,23,58,0
Greg Cunningham,DF,Cardiff City,18,7,17,16,1
Diogo Dalot,DF,Manchester Utd,24,12,10,35,1
Matty Daly,MF,Huddersfield,0,0,0,0,0
Loïc Damour,MF,Cardiff City,0,0,0,0,0
Charlie Daniels,DF,Bournemouth,25,15,20,56,2
Danilo,DF,Manchester City,20,16,15,22,1
Scott Dann,DF,Crystal Palace,6,2,5,46,0
Matteo Darmian,DF,Manchester Utd,14,8,7,20,0
Ben Davies,DF,Tottenham,56,30,23,68,1
Tom Davies,MF,Everton,27,17,16,9,1
Steven Davis,MF,Southampton,2,2,1,5,0
Kevin De Bruyne,MF,Manchester City,22,15,3,2,1
Steven Defour,MF,Burnley,8,4,8,7,0
Fabian Delph,DF,Manchester City,23,14,13,19,1
Mousa Dembélé,MF,Tottenham,13,9,7,5,2
Leander Dendoncker,MF,Wolves,53,26,23,34,1
Gerard Deulofeu,MF,Watford,11,6,14,3,0
Adama Diakhaby,MF,Huddersfield,6,3,1,2,0
Mohamed Diamé,MF,Newcastle Utd,76,46,30,39,1
Grady Diangana,MF,West Ham,20,9,1,4,0
Eric Dier,MF,Tottenham,26,16,21,46,1
Lucas Digne,DF,Everton,71,46,60,116,0
Issa Diop,DF,West Ham,68,38,64,161,4
Matt Doherty,DF,Wolves,67,42,60,107,2
Abdoulaye Doucouré,MF,Watford,71,38,34,55,5
Shane Duffy,DF,Brighton,35,20,36,244,3
Demeaco Duhaney,DF,Huddersfield,1,0,1,1,0
Paul Dummett,DF,Newcastle Utd,34,22,37,133,0
Lewis Dunk,DF,Brighton,42,26,46,196,5
Erik Durm,DF,Huddersfield,35,22,41,42,0
Bruno Ecuele Manga,DF,Cardiff City,69,36,81,179,4
Harvey Elliott,MF,Fulham,0,0,0,0,0
Mohamed Elneny,MF,Arsenal,13,4,2,8,0
Mohamed Elyounoussi,MF,Southampton,16,12,6,5,0
Christian Eriksen,MF,Tottenham,41,25,15,13,0
Jonny Evans,DF,Leicester City,24,13,33,152,3
Fabinho,MF,Liverpool,59,31,28,27,2
Cesc Fàbregas,MF,Chelsea,6,4,1,0,0
Marouane Fellaini,MF,Manchester Utd,21,13,4,34,1
Kiko Femenía,DF,Watford,48,30,36,68,0
Federico Fernández,DF,Newcastle Utd,16,12,25,106,1
Fernandinho,MF,Manchester City,57,43,41,70,0
Roberto Firmino,MF,Liverpool,30,20,6,16,0
Phil Foden,MF,Manchester City,7,6,4,1,0
Timothy Fosu-Mensah,DF,Fulham,18,7,12,30,1
Juan Foyth,DF,Tottenham,31,17,10,50,1
Simon Francis,DF,Bournemouth,25,14,19,73,1
Ryan Fraser,MF,Bournemouth,19,11,22,33,0
Fred,MF,Manchester Utd,29,17,16,14,2
Ryan Fredericks,DF,West Ham,38,23,13,49,1
Christian Fuchs,DF,Leicester City,4,3,4,8,0
Manolo Gabbiadini,MF,Southampton,6,2,3,6,0
Idrissa Gana Gueye,MF,Everton,142,89,74,48,1
James Garner,MF,Manchester Utd,0,0,0,0,0
Rachid Ghezzal,MF,Leicester City,14,5,7,4,1
Morgan Gibbs-White,MF,Wolves,6,3,1,0,0
Ben Gibson,DF,Burnley,1,1,0,2,0
André Gomes,MF,Everton,39,23,20,18,0
