Name,Pos,Squad,Tackle,Tacklewon,Interceptions,Clearances,Errors
Ross Barkley,MF,Luton Town,47,19,25,51,2
Harvey Barnes,MF,Newcastle Utd,6,1,5,3,0
Chris Basham,DF,Sheffield Utd,7,2,5,17,0
Calvin Bassey,DF,Fulham,49,29,28,84,4
Owen Beck,DF,Liverpool,2,1,0,1,0
Donny van de Beek,DF,Manchester Utd,0,0,0,0,0
Amari'i Bell,DF,Luton Town,50,33,25,60,1
Jean-Ricner Bellegarde,MF,Wolves,17,10,8,14,0
Anis Ben Slimane,MF,Sheffield Utd,11,6,5,7,0
Saïd Benrahma,MF,West Ham,8,4,5,7,0
Rodrigo Bentancur,MF,Tottenham,23,15,17,16,1
Jóhann Berg Guðmundsson,MF,Burnley,13,4,16,16,0
Sander Berge,MF,Burnley,76,46,23,60,2
Luke Berry,MF,Luton Town,7,2,0,3,0
Jordan Beyer,DF,Burnley,35,20,16,68,1
Philip Billing,MF,Bournemouth,33,16,20,28,1
Yves Bissouma,MF,Tottenham,80,52,37,43,3
Benicio Boaitey,DF,Brighton,0,0,0,2,0
Oscar Bobb,MF,Manchester City,7,3,5,1,0
Jayden Bogle,DF,Sheffield Utd,66,36,32,97,0
Willy Boly,DF,Nott'ham Forest,46,29,25,90,0
Sven Botman,DF,Newcastle Utd,20,13,9,61,3
Conor Bradley,DF,Liverpool,33,25,10,14,0
Jarrad Branthwaite,DF,Everton,66,32,50,163,2
Ben Brereton,MF,Sheffield Utd,9,4,3,12,0
Rhian Brewster,MF,Sheffield Utd,5,1,1,2,0
Andre Brooks,MF,Sheffield Utd,22,13,14,20,0
David Brooks,MF,Bournemouth,5,4,2,2,0
Jacob Brown,MF,Luton Town,19,12,8,22,0
Josh Brownhill,MF,Burnley,61,35,34,40,1
Jacob Bruun Larsen,MF,Burnley,9,4,7,23,0
Hugo Bueno,DF,Wolves,21,14,6,24,0
Santiago Bueno,DF,Wolves,13,7,6,33,0
Facundo Buonanotte,MF,Brighton,42,22,8,5,0
Reece Burke,DF,Luton Town,37,23,18,78,1
Dan Burn,DF,Newcastle Utd,61,33,37,124,1
Moisés Caicedo,MF,Chelsea,91,46,37,44,4
Tom Cairney,MF,Fulham,24,16,13,6,0
Diego Carlos,DF,Aston Villa,27,16,13,78,3
Cesare Casadei,MF,Chelsea,5,3,0,4,0
Casemiro,MF,Manchester Utd,83,56,18,71,1
Kaelan Casey,DF,West Ham,0,0,0,1,0
Matty Cash,DF,Aston Villa,54,31,18,59,0
Timothy Castagne,DF,Fulham,49,24,38,69,1
Jonny Castro,MF,Wolves,0,0,0,0,0
Trevoh Chalobah,DF,Chelsea,16,12,8,51,0
Calum Chambers,MF,Aston Villa,3,0,2,4,0
Ben Chilwell,DF,Chelsea,15,10,4,19,1
Tawanda Chirewa,MF,Wolves,7,3,1,0,0
Tahith Chong,MF,Luton Town,36,22,8,11,1
Ryan Christie,MF,Bournemouth,86,44,52,53,1
Carney Chukwuemeka,MF,Chelsea,6,4,0,1,0
Bobby Clark,MF,Liverpool,2,1,1,1,0
Jordan Clark,MF,Luton Town,30,17,11,15,1
Nathaniel Clyne,DF,Crystal Palace,24,15,10,33,0
Séamus Coleman,DF,Everton,17,14,7,26,1
Nathan Collins,DF,Brentford,38,20,44,141,4
Levi Colwill,DF,Chelsea,48,30,26,66,0
Lewis Cook,MF,Bournemouth,61,41,65,46,1
Jack Cork,MF,Burnley,2,0,1,1,0
Maxwel Cornet,MF,West Ham,3,2,2,1,0
Vladimír Coufal,DF,West Ham,64,41,43,97,0
Philippe Coutinho,MF,Aston Villa,0,0,0,0,0
Aaron Cresswell,DF,West Ham,3,2,3,7,0
Marc Cucurella,DF,Chelsea,62,38,22,48,0
Josh Cullen,MF,Burnley,42,29,15,26,1
Matheus Cunha,MF,Wolves,30,16,13,21,1
Sam Curtis,DF,Sheffield Utd,1,0,0,0,0
Mahmoud Dahoud,MF,Brighton,9,4,1,5,0
Ameen Al-Dakhil,DF,Burnley,12,5,12,38,2
Diogo Dalot,DF,Manchester Utd,81,51,37,111,0
Mikkel Damsgaard,MF,Brentford,29,17,11,10,1
Danilo,MF,Nott'ham Forest,36,18,35,42,0
Arnaut Danjuma,MF,Everton,6,4,3,0,0
Josh Dasilva,DF,Brentford,2,1,0,0,0
Ben Davies,DF,Tottenham,24,17,10,35,0
Tom Davies,MF,Sheffield Utd,10,5,3,6,1
Craig Dawson,DF,Wolves,30,20,16,120,1
Kevin De Bruyne,MF,Manchester City,14,9,4,4,0
Hannes Delcroix,DF,Burnley,10,6,9,26,0
Leander Dendoncker,MF,Aston Villa,6,4,2,3,1
Moussa Diaby,MF,Aston Villa,12,5,9,6,0
Amad Diallo,MF,Manchester Utd,10,3,1,6,0
Amadou Diallo,MF,Newcastle Utd,0,0,0,0,0
Rúben Dias,DF,Manchester City,39,20,30,77,0
Eric Dier,DF,Tottenham,2,1,2,12,0
Lucas Digne,DF,Aston Villa,47,19,26,67,0
Issa Diop,DF,Fulham,30,16,17,80,1
Axel Disasi,DF,Chelsea,33,19,18,102,2
Lewis Dobbin,MF,Everton,9,7,1,0,0
Matt Doherty,DF,Wolves,31,18,7,47,0
Jeremy Doku,MF,Manchester City,39,22,9,5,0
Nicolás Domínguez,MF,Nott'ham Forest,63,34,18,24,0
Abdoulaye Doucouré,MF,Everton,43,27,15,19,0
Cheick Doucouré,MF,Crystal Palace,34,17,20,12,0
Alfie Doughty,DF,Luton Town,63,40,31,43,4
Tommy Doyle,MF,Wolves,26,13,12,18,0
Radu Drăgușin,DF,Tottenham,5,3,8,19,0
Paul Dummett,DF,Newcastle Utd,1,0,0,1,0
Lewis Dunk,DF,Brighton,27,14,31,90,1
Jhon Durán,MF,Aston Villa,6,5,1,10,0
Odsonne Édouard,MF,Crystal Palace,24,12,6,19,0
John Egan,DF,Sheffield Utd,6,4,13,39,1
Hjalmar Ekdal,DF,Burnley,4,2,6,21,0
Anthony Elanga,MF,Nott'ham Forest,33,19,8,20,1
Harvey Elliott,MF,Liverpool,27,17,6,7,0
Mohamed Elneny,MF,Arsenal,0,0,1,0,0
Emerson,DF,Tottenham,36,24,20,50,1
Julio Enciso,MF,Brighton,6,2,0,3,0
Wataru Endo,MF,Liverpool,48,28,20,31,3
Christian Eriksen,MF,Manchester Utd,18,13,4,13,0
Maxime Estève,DF,Burnley,27,10,27,56,0
Pervis Estupiñán,DF,Brighton,26,13,21,20,0
Jonny Evans,DF,Manchester Utd,22,14,23,76,0
Eberechi Eze,MF,Crystal Palace,35,17,11,6,0
Romain Faivre,MF,Bournemouth,1,1,0,0,0
Ansu Fati,MF,Brighton,5,3,3,3,0
Felipe,DF,Nott'ham Forest,12,9,4,12,0
Bruno Fernandes,MF,Manchester Utd,68,38,27,50,2
Enzo Fernández,MF,Chelsea,50,22,17,28,0
John Fleck,MF,Sheffield Utd,1,0,0,1,0
Phil Foden,MF,Manchester City,31,20,13,18,1
Pablo Fornals,MF,West Ham,10,6,6,7,0
Lyle Foster,MF,Burnley,19,10,3,34,0
Matheus França,MF,Crystal Palace,3,3,1,1,0
Cody Gakpo,MF,Liverpool,27,17,14,7,0
Conor Gallagher,MF,Chelsea,85,52,43,34,0
Idrissa Gana Gueye,MF,Everton,73,44,28,16,0
James Garner,MF,Everton,83,44,45,47,1
Saman Ghoddos,DF,Brentford,28,19,5,12,0
Morgan Gibbs-White,MF,Nott'ham Forest,36,24,17,21,0
Bryan Gil,MF,Tottenham,1,0,3,4,0
Alfie Gilchrist,DF,Chelsea,4,0,3,11,0
Billy Gilmour,MF,Brighton,26,16,11,14,1
Ben Godfrey,DF,Everton,30,20,16,57,0
André Gomes,MF,Everton,7,4,3,4,1
João Gomes,MF,Wolves,128,74,18,29,2
Toti Gomes,DF,Wolves,44,25,26,93,2
Joe Gomez,DF,Liverpool,47,31,19,50,2
Sergio Gómez,MF,Manchester City,1,0,1,0,0
Enso Gonzalez,MF,Wolves,0,0,0,0,0
Daniel Gore,MF,Manchester Utd,1,1,1,0,0
Ryan Gravenberch,MF,Liverpool,26,12,14,11,0
Jack Grealish,MF,Manchester City,13,8,6,5,0
Pascal Groß,MF,Brighton,70,46,22,32,3
Marc Guéhi,DF,Crystal Palace,28,19,18,89,1
Bruno Guimarães,MF,Newcastle Utd,88,53,35,20,0
Malo Gusto,DF,Chelsea,55,27,17,43,1
Joško Gvardiol,DF,Manchester City,55,33,27,37,3
Lewis Hall,DF,Newcastle Utd,28,18,12,22,1
Gustavo Hamer,MF,Sheffield Utd,39,21,29,35,0
Luke Harris,MF,Fulham,1,1,0,0,0
Jack Harrison,MF,Everton,37,22,12,24,0
Daiki Hashioka,DF,Luton Town,11,5,8,20,0
Kai Havertz,MF,Arsenal,35,15,20,22,0
Jan Paul van Hecke,DF,Brighton,47,26,30,76,4
Hwang Hee-chan,MF,Wolves,20,10,10,9,0
Rico Henry,DF,Brentford,7,5,5,5,1
Aaron Hickey,DF,Brentford,16,9,3,10,0
James Hill,DF,Bournemouth,3,2,3,8,0
Jack Hinshelwood,DF,Brighton,14,5,14,18,0
Mason Holgate,DF,Sheffield Utd,12,7,11,40,0
Callum Hudson-Odoi,MF,Nott'ham Forest,18,8,7,12,1
Will Hughes,MF,Crystal Palace,61,33,21,25,0
Pierre Højbjerg,MF,Tottenham,32,18,19,30,3
Igor,DF,Brighton,25,18,14,52,1
Tim Iroegbunam,MF,Aston Villa,7,5,2,3,0
Alex Iwobi,MF,Everton,2,0,1,0,0
Alex Iwobi,MF,Fulham,29,18,14,9,0
Reece James,DF,Chelsea,14,9,3,7,1
Vitaly Janelt,MF,Brentford,63,38,36,64,3
Mathias Jensen,MF,Brentford,54,32,23,25,1
João Pedro,MF,Brighton,31,14,11,28,0
Joelinton,MF,Newcastle Utd,39,27,19,11,1
Ryan John Giles,DF,Luton Town,8,6,4,22,0
Ben Johnson,DF,West Ham,11,7,5,14,0
Brennan Johnson,MF,Nott'ham Forest,4,1,0,0,0
Joseph Johnson,DF,Luton Town,0,0,0,0,0
Curtis Jones,MF,Liverpool,27,14,7,8,0
Jorginho,MF,Arsenal,24,10,12,7,1
Mads Juel Andersen,DF,Luton Town,6,5,8,29,0
Hamed Junior Traorè,MF,Bournemouth,1,0,0,0,0
Mathias Jørgensen,DF,Brentford,17,12,12,40,0
Issa Kaboré,DF,Luton Town,52,28,16,56,2
Boubacar Kamara,MF,Aston Villa,43,29,21,16,0
Willy Kambwala,DF,Manchester Utd,3,1,4,14,1
Michael Keane,DF,Everton,7,3,5,18,1
Thilo Kehrer,DF,West Ham,1,1,0,0,0
Lloyd Kelly,DF,Bournemouth,24,19,13,67,0
Milos Kerkez,DF,Bournemouth,47,26,20,60,2
Kaine Kesler-Hayden,MF,Aston Villa,0,0,0,0,0
Max Kilman,DF,Wolves,47,21,39,182,4
Jakub Kiwior,DF,Arsenal,20,12,8,28,1
Justin Kluivert,MF,Bournemouth,28,14,8,11,0
Luca Koleosho,MF,Burnley,7,4,2,0,0
Ibrahima Konaté,DF,Liverpool,36,22,20,51,1
Ezri Konsa,DF,Aston Villa,54,32,28,73,3
Cheikhou Kouyaté,MF,Nott'ham Forest,8,5,2,10,0
Mateo Kovačić,MF,Manchester City,36,25,10,10,0
Emil Krafth,DF,Newcastle Utd,21,14,9,21,0
Mohammed Kudus,MF,West Ham,65,47,11,9,1
Dejan Kulusevski,MF,Tottenham,62,33,18,2,1
Adam Lallana,MF,Brighton,8,3,3,1,0
Tariq Lamptey,DF,Brighton,21,14,6,6,0
Aymeric Laporte,DF,Manchester City,0,0,0,1,0
Yasser Larouci,DF,Sheffield Utd,17,9,7,20,1
Jamaal Lascelles,DF,Newcastle Utd,14,9,5,42,0
Roméo Lavia,MF,Chelsea,1,0,0,1,0
Mario Lemina,MF,Wolves,90,58,41,64,0
Clément Lenglet,DF,Aston Villa,13,9,7,47,1
Jefferson Lerma,MF,Crystal Palace,42,25,36,72,0
Rico Lewis,DF,Manchester City,10,7,4,6,0
Keane Lewis-Potter,DF,Brentford,17,7,7,23,0
Victor Lindelöf,DF,Manchester Utd,15,10,12,40,1
Valentino Livramento,DF,Newcastle Utd,23,13,25,41,1
Giovani Lo Celso,MF,Tottenham,22,13,5,2,0
Tom Lockyer,DF,Luton Town,25,16,23,68,0
Sean Longstaff,MF,Newcastle Utd,54,30,17,23,0
Max Lowe,DF,Sheffield Utd,21,10,5,15,0
Douglas Luiz,MF,Aston Villa,58,38,23,18,2
Saša Lukić,MF,Fulham,33,19,16,19,1
Ian Maatsen,MF,Chelsea,3,2,3,10,0
Alexis Mac Allister,MF,Liverpool,99,55,35,25,1
James Maddison,MF,Tottenham,33,19,13,10,1
Gabriel Magalhães,DF,Arsenal,48,28,31,100,1
Harry Maguire,DF,Manchester Utd,24,17,25,83,1
Kobbie Mainoo,MF,Manchester Utd,47,27,22,30,1
Orel Mangala,MF,Nott'ham Forest,27,13,26,32,0
Benson Manuel,MF,Burnley,3,2,0,0,0
Solly March,DF,Brighton,19,14,11,8,0
Lisandro Martínez,DF,Manchester Utd,12,8,5,26,0
Han-Noah Massengo,MF,Burnley,1,1,0,0,0
Pape Matar Sarr,MF,Tottenham,34,24,31,28,1
Joël Matip,DF,Liverpool,12,6,9,43,0
Alex Matos,MF,Chelsea,0,0,0,0,0
Konstantinos Mavropanos,DF,West Ham,28,16,23,79,3
James Mcatee,MF,Sheffield Utd,32,21,11,18,0
James Mcatee,MF,Manchester City,0,0,0,0,0
James McConnell,MF,Liverpool,0,0,1,0,0
John McGinn,MF,Aston Villa,59,35,21,21,0
Scott McKenna,DF,Nott'ham Forest,4,0,5,27,0
Dwight McNeil,MF,Everton,44,27,22,37,0
Scott McTominay,MF,Manchester Utd,49,25,14,54,0
Ben Mee,DF,Brentford,26,15,13,63,1
Hannibal Mejbri,MF,Manchester Utd,3,3,0,0,0
Teden Mengi,DF,Luton Town,54,22,57,140,1
Chris Mepham,DF,Bournemouth,12,11,7,30,1
Lewis Miley,MF,Newcastle Utd,33,21,8,18,2
James Milner,DF,Brighton,20,14,8,16,0
Tyrone Mings,DF,Aston Villa,0,0,1,1,0
Tyrick Mitchell,DF,Crystal Palace,105,60,26,104,0
Jakub Moder,MF,Brighton,19,10,2,12,0
Gonzalo Montiel,DF,Nott'ham Forest,22,19,9,31,1
Kieffer Moore,MF,Bournemouth,0,0,0,0,0
Mikey Moore,MF,Tottenham,0,0,0,1,0
Álex Moreno,DF,Aston Villa,18,12,13,37,0
Carlton Morris,MF,Luton Town,15,8,1,53,0
Mason Mount,MF,Manchester Utd,22,14,6,3,0
Daniel Muñoz,DF,Crystal Palace,55,35,24,47,0
Finley Munroe,MF,Aston Villa,0,0,0,0,0
Murillo,DF,Nott'ham Forest,50,31,37,188,0
Alex Murphy,DF,Newcastle Utd,1,1,1,0,0
Jacob Murphy,DF,Newcastle Utd,20,10,6,16,0
Vitaliy Mykolenko,DF,Everton,69,38,36,92,0
Marvelous Nakamba,MF,Luton Town,40,24,11,11,1
Zack Nelson,MF,Luton Town,1,0,0,0,0
Pedro Neto,MF,Wolves,7,3,5,2,0
Moussa Niakhate,DF,Nott'ham Forest,42,25,14,51,0
Christopher Nkunku,MF,Chelsea,5,4,2,4,0
Rhys Norrington-Davies,DF,Sheffield Utd,1,1,1,2,0
Oliver Norwood,MF,Sheffield Utd,41,26,21,39,0
Matheus Nunes,MF,Wolves,3,1,6,1,0
Matheus Nunes,MF,Manchester City,10,4,1,8,1
Christian Nørgaard,MF,Brentford,81,50,54,50,0
Dara O'Shea,DF,Burnley,39,20,35,158,2
Michael Obafemi,MF,Burnley,0,0,0,0,0
Wilson Odobert,MF,Burnley,17,13,6,14,0
Odeluga Offiah,DF,Brighton,1,0,1,0,0
Chiedozie Ogbene,MF,Luton Town,17,10,7,34,2
Angelo Ogbonna,DF,West Ham,11,5,3,29,0
Michael Olakigbe,DF,Brentford,3,0,1,0,1
Michael Olise,MF,Crystal Palace,19,10,11,9,0
Andrew Omobamidele,DF,Nott'ham Forest,10,3,13,42,1
Amadou Onana,MF,Everton,71,38,21,31,0
Tyler Onyango,MF,Everton,0,0,0,0,0
Fred Onyedinma,DF,Luton Town,10,6,1,13,0
Frank Onyeka,MF,Brentford,37,24,23,17,0
Ben Osborn,DF,Sheffield Utd,22,9,8,30,0
Gabriel Osho,DF,Luton Town,41,22,31,92,0
Dango Ouattara,DF,Bournemouth,45,27,22,35,0
David Ozoh,MF,Crystal Palace,10,6,0,2,0
João Palhinha,MF,Fulham,152,75,46,58,0
Cole Palmer,MF,Chelsea,23,12,20,13,2
Cole Palmer,MF,Manchester City,0,0,0,0,0
Emerson Palmieri,DF,West Ham,106,68,43,96,0
Lucas Paquetá,MF,West Ham,71,48,21,28,2
Thomas Partey,MF,Arsenal,14,11,11,9,0
Nathan Patterson,DF,Everton,34,24,9,33,0
Myles Peart-Harris,DF,Brentford,0,0,0,1,0
Sydie Peck,MF,Sheffield Utd,0,0,0,0,0
Facundo Pellistri,MF,Manchester Utd,5,3,1,5,0
Andreas Pereira,MF,Fulham,25,12,4,12,0
Kalvin Phillips,MF,West Ham,11,6,4,2,1
Kalvin Phillips,MF,Manchester City,3,3,2,2,0
Ethan Pinnock,DF,Brentford,35,23,43,170,3
Pedro Porro,DF,Tottenham,91,63,34,102,3
Jarell Quansah,DF,Liverpool,25,22,17,39,1
Jesurun Rak Sakyi,MF,Crystal Palace,4,1,3,1,0
Aaron Ramsey,MF,Burnley,17,14,1,10,0
Jacob Ramsey,MF,Aston Villa,16,8,3,8,0
Tim Ream,DF,Fulham,20,9,25,61,2
Nathan Redmond,MF,Burnley,2,1,0,3,0
Harrison Reed,MF,Fulham,29,18,11,24,0
Sergio Reguilón,DF,Manchester Utd,13,8,5,7,0
Sergio Reguilón,DF,Brentford,45,20,16,41,1
Gio Reyna,MF,Nott'ham Forest,7,3,2,0,0
Rodrigo Ribeiro,MF,Nott'ham Forest,0,0,1,0,0
Declan Rice,MF,Arsenal,83,51,44,52,0
Chris Richards,DF,Crystal Palace,46,28,27,109,0
Jaïro Riedewald,MF,Crystal Palace,9,3,2,2,0
Matt Ritchie,MF,Newcastle Utd,5,3,1,5,0
Connor Roberts,DF,Burnley,12,5,4,25,2
Andrew Robertson,DF,Liverpool,35,24,13,40,0
Antonee Robinson,DF,Fulham,93,58,80,117,3
Jack Robinson,DF,Sheffield Utd,43,28,33,132,2
Rodri,MF,Manchester City,70,43,26,41,4
Mads Roerslev,DF,Brentford,48,31,19,71,0
Morgan Rogers,MF,Aston Villa,8,1,3,11,0
Cristian Romero,DF,Tottenham,66,40,44,106,1
Joe Rothwell,MF,Bournemouth,7,2,3,2,0
Pelly Ruddock Mpanzu,MF,Luton Town,13,5,9,16,3
William Saliba,DF,Arsenal,41,26,29,81,3
Albert Sambi Lokonga,MF,Luton Town,29,18,11,14,0
Davinson Sánchez,DF,Tottenham,0,0,1,2,0
Jadon Sancho,MF,Manchester Utd,1,0,1,0,0
Ibrahim Sangaré,MF,Nott'ham Forest,42,23,16,21,0
Andrey Santos,MF,Nott'ham Forest,0,0,0,0,0
Pablo Sarabia,MF,Wolves,20,13,10,9,0
Kevin Schade,MF,Brentford,3,1,1,4,0
Fabian Schär,DF,Newcastle Utd,42,24,36,133,1
Jeffrey Schlupp,MF,Crystal Palace,38,24,8,24,0
Alex Scott,MF,Bournemouth,24,15,12,18,2
Nélson Semedo,DF,Wolves,79,48,36,85,1
Marcos Senesi,DF,Bournemouth,55,32,35,109,1
Luke Shaw,DF,Manchester Utd,11,8,6,39,0
Bernardo Silva,MF,Manchester City,51,23,17,15,1
Thiago Silva,DF,Chelsea,29,15,26,153,4
Luis Sinisterra,MF,Bournemouth,23,12,8,4,0
Oliver Skipp,MF,Tottenham,18,12,3,9,0
Adam Smith,DF,Bournemouth,37,23,21,62,0
Emile Smith Rowe,MF,Arsenal,4,1,3,1,0
Cédric Soares,DF,Arsenal,0,0,0,0,0
Tomáš Souček,MF,West Ham,53,35,37,109,0
Vinicius Souza,MF,Sheffield Utd,125,76,32,75,1
Raheem Sterling,MF,Chelsea,21,10,13,9,1
John Stones,DF,Manchester City,2,1,10,21,0
Dominik Szoboszlai,MF,Liverpool,32,19,15,16,1
Matt Targett,DF,Newcastle Utd,2,0,0,2,0
James Tarkowski,DF,Everton,61,42,56,191,2
Nuno Tavares,DF,Nott'ham Forest,11,7,1,21,0
Charlie Taylor,DF,Burnley,35,20,19,78,0
Kenny Tete,DF,Fulham,27,17,16,35,0
Luke Thomas,DF,Sheffield Utd,20,9,10,27,0
Youri Tielemans,MF,Aston Villa,41,20,15,9,0
Jurriën Timber,DF,Arsenal,2,2,0,1,0
Harry Toffolo,DF,Nott'ham Forest,26,14,14,49,0
Takehiro Tomiyasu,DF,Arsenal,20,9,18,33,0
James Tomkins,DF,Crystal Palace,0,0,1,0,0
Sandro Tonali,MF,Newcastle Utd,7,7,2,4,0
Pau Torres,DF,Aston Villa,29,18,14,75,0
Andros Townsend,MF,Luton Town,21,13,5,10,0
Adama Traoré,MF,Fulham,4,3,1,2,0
Bertrand Traoré,DF,Aston Villa,1,1,0,1,0
Boubacar Traoré,MF,Wolves,35,23,5,7,0
Mike Trésor,MF,Burnley,10,6,1,1,0
Kieran Trippier,DF,Newcastle Utd,57,27,24,57,3
Leandro Trossard,MF,Arsenal,27,16,8,6,0
Auston Trusty,DF,Sheffield Utd,47,30,35,153,3
Kostas Tsimikas,DF,Liverpool,19,13,6,10,0
Destiny Udogie,DF,Tottenham,68,33,37,80,5
Lesley Ugochukwu,MF,Chelsea,14,10,1,5,0
Enes Ünal,MF,Bournemouth,6,4,1,6,0
Virgil van Dijk,DF,Liverpool,40,23,39,144,0
Raphaël Varane,DF,Manchester Utd,18,11,15,88,0
Joël Veltman,DF,Brighton,54,41,18,57,1
Micky van de Ven,DF,Tottenham,49,35,18,78,1
Fabio Vieira,MF,Arsenal,3,2,2,2,0
Vitinho,DF,Burnley,64,34,12,47,4
Kyle Walker,DF,Manchester City,38,24,27,40,1
Aaron Wan-Bissaka,DF,Manchester Utd,42,25,41,68,1
Joel Ward,DF,Crystal Palace,45,28,14,94,1
James Ward-Prowse,MF,West Ham,45,29,38,49,0
Deivid Washington,DF,Chelsea,1,1,0,0,0
Adam Webster,DF,Brighton,14,12,16,43,1
Danny Welbeck,MF,Brighton,35,17,9,17,1
Adam Wharton,MF,Crystal Palace,48,32,20,24,1
Ben White,DF,Arsenal,48,28,32,77,1
Joe White,MF,Newcastle Utd,1,1,0,0,0
Neco Williams,DF,Nott'ham Forest,69,40,22,53,0
Joe Willock,MF,Newcastle Utd,13,7,1,1,0
Cauley Woodrow,MF,Luton Town,16,10,1,14,0
Joe Worrall,DF,Nott'ham Forest,7,5,3,32,1
Yehor Yarmoliuk,MF,Brentford,17,11,6,5,0
Ryan Yates,MF,Nott'ham Forest,66,39,21,44,1
Ashley Young,DF,Everton,53,38,22,50,3
Illia Zabarnyi,DF,Bournemouth,59,32,33,143,4
Nicolò Zaniolo,MF,Aston Villa,19,9,1,11,0
Anass Zaroury,MF,Burnley,1,0,0,1,1
Oleksandr Zinchenko,DF,Arsenal,50,30,20,26,2
Kurt Zouma,DF,West Ham,23,17,29,160,0
Martin Ødegaard,MF,Arsenal,49,17,15,5,0
