Name,Pos,Squad,Tackle,Tacklewon,Interceptions,Clearances,Errors
Aaron Cresswell,DF,West Ham,32,13,32,79,2
Stuart Dallas,MF,Leeds United,74,45,44,52,1
Scott Dann,DF,Crystal Palace,6,4,18,59,1
Ben Davies,DF,Tottenham,27,17,18,49,2
Tom Davies,MF,Everton,31,18,34,21,2
Keinan Davis,MF,Aston Villa,2,1,0,2,0
Leif Davis,DF,Leeds United,0,0,1,0,0
Craig Dawson,DF,West Ham,11,8,32,88,3
Kevin De Bruyne,MF,Manchester City,34,21,9,10,0
Fabian Delph,MF,Everton,5,2,4,8,1
Leander Dendoncker,MF,Wolves,54,29,27,52,2
Ibrahima Diallo,MF,Southampton,29,16,10,12,2
Grady Diangana,MF,West Brom,35,19,16,9,0
Rúben Dias,DF,Manchester City,24,13,35,92,0
Eric Dier,DF,Tottenham,23,14,23,123,3
Lucas Digne,DF,Everton,63,38,31,87,0
Issa Diop,DF,West Ham,20,14,22,59,0
Moussa Djenepo,MF,Southampton,52,27,10,14,0
Matt Doherty,DF,Tottenham,29,15,23,46,0
Abdoulaye Doucouré,MF,Everton,52,32,39,31,1
Paul Dummett,DF,Newcastle Utd,16,7,16,74,0
Lewis Dunk,DF,Brighton,30,15,32,106,0
Jimmy Dunne,DF,Burnley,3,3,6,16,1
Kyle Edwards,MF,West Brom,3,2,1,0,0
John Egan,DF,Sheffield Utd,41,21,41,131,0
Ahmed Elmohamady,DF,Aston Villa,17,13,17,26,0
Mohamed Elneny,MF,Arsenal,14,6,24,20,2
Jonny Evans,DF,Leicester City,25,12,46,98,1
Eberechi Eze,MF,Crystal Palace,27,14,24,9,1
Fabinho,DF,Liverpool,58,31,44,66,1
Bruno Fernandes,MF,Manchester Utd,57,30,26,29,0
Federico Fernández,DF,Newcastle Utd,29,22,17,147,0
Fernandinho,MF,Manchester City,31,17,23,17,0
Sam Field,MF,West Brom,5,5,2,4,0
John Fleck,MF,Sheffield Utd,51,33,28,12,1
Phil Foden,MF,Manchester City,22,11,11,11,0
Wesley Fofana,DF,Leicester City,51,37,61,94,0
Pablo Fornals,MF,West Ham,44,26,36,9,0
Timothy Fosu-Mensah,DF,Manchester Utd,2,0,3,1,0
Tyrese Francois,DF,Fulham,0,0,0,0,0
Ryan Fraser,MF,Newcastle Utd,4,1,6,7,0
Fred,MF,Manchester Utd,81,39,45,26,1
Ryan Fredericks,DF,West Ham,9,5,11,20,0
Christian Fuchs,DF,Leicester City,18,7,16,34,1
Darnell Furlong,DF,West Brom,45,27,49,90,0
Conor Gallagher,MF,West Brom,81,41,27,31,0
Eric García,DF,Manchester City,8,7,4,10,0
Dwight Gayle,MF,Newcastle Utd,2,0,1,2,0
Jean-Philippe Gbamin,MF,Everton,1,0,0,1,0
Kieran Gibbs,DF,West Brom,15,11,16,30,1
Morgan Gibbs-White,MF,Wolves,9,7,3,1,0
Billy Gilmour,MF,Chelsea,4,2,3,1,0
Ben Godfrey,DF,Everton,55,33,33,120,0
André Gomes,MF,Everton,35,23,10,12,1
Joe Gomez,DF,Liverpool,3,2,4,29,0
Anthony Gordon,MF,Everton,3,3,1,3,0
Karlan Grant,MF,West Brom,5,3,5,17,0
Jack Grealish,MF,Aston Villa,31,14,12,5,3
Pascal Groß,MF,Brighton,45,24,23,18,1
Kamil Grosicki,MF,West Brom,2,1,2,1,0
İlkay Gündoğan,MF,Manchester City,25,15,20,9,0
Antwoine Hackford,DF,Sheffield Utd,0,0,0,0,0
Rekeem Harper,MF,West Brom,0,0,1,0,0
Jack Harrison,MF,Leeds United,63,38,15,21,0
Kortney Hause,DF,Aston Villa,4,2,8,53,0
Kai Havertz,MF,Chelsea,18,9,4,22,1
Isaac Hayden,MF,Newcastle Utd,52,29,43,47,0
Michael Hector,DF,Fulham,3,2,0,6,0
Ahmed Hegazi,DF,West Brom,0,0,1,7,0
Jordan Henderson,MF,Liverpool,24,15,34,30,0
Jeff Hendrick,MF,Newcastle Utd,8,3,19,18,0
Pablo Hernández,MF,Leeds United,5,3,0,0,1
Ki-Jana Hoever,DF,Wolves,14,6,9,23,0
Rob Holding,DF,Arsenal,43,20,24,120,0
Mason Holgate,DF,Everton,56,36,35,90,3
Conor Hourihane,MF,Aston Villa,0,0,0,2,0
Callum Hudson-Odoi,DF,Chelsea,23,15,6,6,0
Niall Huggins,DF,Leeds United,0,0,0,1,0
Pierre Højbjerg,MF,Tottenham,98,51,48,66,0
Branislav Ivanović,DF,West Brom,14,5,8,25,0
Alex Iwobi,MF,Everton,27,10,16,14,0
José Izquierdo,DF,Brighton,0,0,0,0,0
Phil Jagielka,DF,Sheffield Utd,5,4,10,26,2
Alireza Jahanbakhsh,MF,Brighton,9,7,8,1,0
Reece James,DF,Chelsea,55,35,17,52,0
Alexandre Jankewitz,MF,Southampton,2,1,0,0,0
Joelinton,MF,Newcastle Utd,33,21,9,24,0
Ben Johnson,DF,West Ham,11,5,11,9,0
Curtis Jones,MF,Liverpool,16,6,19,11,1
Jorginho,MF,Chelsea,57,30,40,21,3
James Justin,DF,Leicester City,61,37,30,58,1
Ozan Kabak,DF,Liverpool,19,10,12,28,1
Aboubakar Kamara,MF,Fulham,2,2,1,0,0
N'Golo Kanté,MF,Chelsea,79,42,59,34,0
Moise Kean,MF,Everton,0,0,0,0,0
Michael Keane,DF,Everton,28,15,51,161,0
Neeskens Kebano,MF,Fulham,0,0,0,0,0
Naby Keïta,MF,Liverpool,11,5,9,6,0
Martin Kelly,DF,Crystal Palace,1,0,0,0,0
Jonjoe Kenny,DF,Everton,2,1,1,3,0
Reda Khadra,MF,Brighton,0,0,0,0,0
Max Kilman,DF,Wolves,21,14,19,46,0
Joshua King,MF,Everton,4,1,1,1,0
Mateusz Klich,MF,Leeds United,38,20,11,16,0
Robin Koch,DF,Leeds United,27,16,27,34,2
Sead Kolašinac,DF,Arsenal,0,0,1,0,0
Terence Kongolo,DF,Fulham,3,2,2,3,0
Ezri Konsa,DF,Aston Villa,25,13,29,162,1
Cheikhou Kouyaté,DF,Crystal Palace,58,37,32,125,2
Mateo Kovačić,MF,Chelsea,46,28,15,11,2
Emil Krafth,DF,Newcastle Utd,19,8,15,52,2
Filip Krovinović,MF,West Brom,13,10,4,2,0
Adam Lallana,MF,Brighton,28,13,15,13,0
Érik Lamela,MF,Tottenham,17,9,6,2,0
Tariq Lamptey,DF,Brighton,17,9,19,12,1
Manuel Lanzini,MF,West Ham,9,2,7,5,0
Aymeric Laporte,DF,Manchester City,13,6,11,28,0
Jamaal Lascelles,DF,Newcastle Utd,14,7,12,86,0
Maxime Le Marchand,DF,Fulham,2,2,0,3,0
Mario Lemina,MF,Fulham,62,35,30,21,0
Khanya Leshabela,MF,Leicester City,0,0,0,0,0
Jamal Lewis,DF,Newcastle Utd,37,20,11,44,1
Victor Lindelöf,DF,Manchester Utd,22,10,30,95,1
Jesse Lingard,MF,West Ham,12,6,4,0,0
Jake Livermore,MF,West Brom,33,18,16,26,0
Diego Llorente,DF,Leeds United,34,21,20,40,2
Giovani Lo Celso,MF,Tottenham,28,22,7,5,0
Ruben Loftus-Cheek,MF,Fulham,25,14,7,18,0
Kevin Long,DF,Burnley,11,6,6,24,0
Matthew Longstaff,MF,Newcastle Utd,3,2,7,2,0
Sean Longstaff,MF,Newcastle Utd,31,14,19,14,2
Ademola Lookman,MF,Fulham,35,11,20,9,0
Max Lowe,DF,Sheffield Utd,26,11,5,11,0
Matthew Lowton,DF,Burnley,54,32,56,91,1
David Luiz,DF,Arsenal,12,9,16,50,2
Douglas Luiz,MF,Aston Villa,49,18,43,44,2
John Lundstram,MF,Sheffield Utd,25,16,14,29,1
Alexis Mac Allister,MF,Brighton,26,12,9,4,0
James Maddison,MF,Leicester City,32,16,9,5,0
Gabriel Magalhães,DF,Arsenal,25,15,26,74,2
Harry Maguire,DF,Manchester Utd,29,17,60,122,4
Ainsley Maitland-Niles,MF,Arsenal,11,7,14,7,1
Ainsley Maitland-Niles,MF,West Brom,22,10,17,24,0
Javier Manquillo,DF,Newcastle Utd,24,14,9,15,1
Fernando Marçal,DF,Wolves,13,5,12,25,0
Solly March,DF,Brighton,49,23,22,30,0
Pablo Marí,DF,Arsenal,15,9,9,30,2
Arthur Masuaku,DF,West Ham,20,12,8,28,2
Juan Mata,MF,Manchester Utd,1,0,3,3,0
Nemanja Matić,MF,Manchester Utd,25,11,22,10,3
Joël Matip,DF,Liverpool,14,9,7,22,0
Neal Maupay,MF,Brighton,20,8,13,6,0
James McArthur,MF,Crystal Palace,57,32,23,31,0
James McCarthy,MF,Crystal Palace,16,12,8,12,0
John McGinn,MF,Aston Villa,61,37,43,23,2
David McGoldrick,MF,Sheffield Utd,33,21,2,25,0
Dwight McNeil,MF,Burnley,47,24,32,32,1
Scott McTominay,MF,Manchester Utd,51,24,29,46,0
Ben Mee,DF,Burnley,32,15,43,148,2
Hannibal Mejbri,MF,Manchester Utd,0,0,0,0,0
Benjamin Mendy,DF,Manchester City,13,9,5,14,1
Nampalys Mendy,MF,Leicester City,26,17,14,8,0
Luka Milivojević,MF,Crystal Palace,65,34,35,47,2
James Milner,MF,Liverpool,26,19,14,16,1
Yerry Mina,DF,Everton,21,14,24,110,1
Takumi Minamino,MF,Southampton,7,3,4,9,0
Takumi Minamino,MF,Liverpool,4,3,2,3,0
Tyrone Mings,DF,Aston Villa,32,16,41,172,3
Tyrick Mitchell,DF,Crystal Palace,64,35,21,62,1
Jakub Moder,DF,Brighton,15,7,3,9,0
Jayson Molumby,MF,Brighton,0,0,0,0,0
Wes Morgan,DF,Leicester City,0,0,0,1,0
Mason Mount,MF,Chelsea,75,35,31,14,0
Lucas Moura,MF,Tottenham,32,16,18,10,0
Lys Mousset,MF,Sheffield Utd,1,0,0,1,1
João Moutinho,MF,Wolves,75,40,47,28,0
Jacob Murphy,DF,Newcastle Utd,39,24,14,29,0
Shkodran Mustafi,DF,Arsenal,1,1,0,3,0
Marvelous Nakamba,MF,Aston Villa,22,14,17,9,1
Iliman Ndiaye,MF,Sheffield Utd,1,1,0,0,0
Wilfred Ndidi,MF,Leicester City,96,63,61,55,0
Tanguy Ndombele,MF,Tottenham,41,20,19,15,0
Reiss Nelson,MF,Arsenal,1,0,1,1,0
Pedro Neto,MF,Wolves,16,9,31,8,0
Rúben Neves,MF,Wolves,86,46,65,46,2
Niels Nkounkou,DF,Everton,4,3,0,4,0
Dan Nlundulu,MF,Southampton,0,0,0,2,0
Mark Noble,MF,West Ham,8,4,13,3,0
Oliver Norwood,MF,Sheffield Utd,49,22,36,51,1
Jack O'Connell,DF,Sheffield Utd,3,1,2,7,0
Dara O'Shea,DF,West Brom,45,25,45,108,0
Denis Odoi,DF,Fulham,3,3,5,5,0
Angelo Ogbonna,DF,West Ham,26,13,30,119,0
Josh Onomah,MF,Fulham,11,8,2,1,0
Ben Osborn,MF,Sheffield Utd,33,18,12,17,0
Owen Otasowie,MF,Wolves,5,5,3,4,0
Alex Oxlade-Chamberlain,MF,Liverpool,4,0,2,0,0
Emerson Palmieri,DF,Chelsea,3,3,1,6,0
Thomas Partey,MF,Arsenal,44,21,23,18,0
Lee Peltier,DF,West Brom,9,4,1,11,0
Matheus Pereira,MF,West Brom,26,15,29,16,0
Ricardo Pereira,DF,Leicester City,31,22,15,23,0
Ayoze Pérez,MF,Leicester City,32,15,10,7,0
Kalvin Phillips,MF,Leeds United,74,38,45,53,3
Matt Phillips,MF,West Brom,15,8,10,32,1
Nathaniel Phillips,DF,Liverpool,22,14,20,81,0
Erik Pieters,DF,Burnley,30,21,12,34,0
Daniel Podence,MF,Wolves,12,6,13,2,0
Paul Pogba,MF,Manchester Utd,36,26,26,37,0
Ian Poveda,MF,Leeds United,5,4,1,2,0
Dennis Praet,MF,Leicester City,14,7,7,3,0
Davy Pröpper,MF,Brighton,6,5,1,0,0
Christian Pulisic,MF,Chelsea,19,11,12,9,0
Jacob Ramsey,MF,Aston Villa,10,5,4,5,0
Kayne Ramsey,DF,Southampton,5,2,0,3,0
Raphinha,MF,Leeds United,34,17,29,27,0
Tim Ream,DF,Fulham,12,5,6,26,1
Nathan Redmond,MF,Southampton,30,17,11,9,0
Harrison Reed,MF,Fulham,63,38,50,31,1
Sergio Reguilón,DF,Tottenham,47,25,32,50,1
Bobby Reid,MF,Fulham,31,15,21,39,0
Declan Rice,MF,West Ham,59,35,59,41,0
Lewis Richardson,MF,Burnley,0,0,0,0,0
Jaïro Riedewald,MF,Crystal Palace,34,15,29,25,0
Matt Ritchie,DF,Newcastle Utd,10,3,12,47,0
Tyler Roberts,MF,Leeds United,15,13,9,12,0
Andrew Robertson,DF,Liverpool,46,34,21,79,1
Antonee Robinson,DF,Fulham,45,28,37,68,0
Callum Robinson,MF,West Brom,7,5,7,8,0
Jack Robinson,DF,Sheffield Utd,14,6,9,42,0
Joe Rodon,DF,Tottenham,14,9,21,36,2
Rodri,MF,Manchester City,72,40,36,54,3
Rodrigo,MF,Leeds United,14,7,5,16,0
James Rodríguez,MF,Everton,28,17,15,3,0
Oriol Romeu,MF,Southampton,69,35,30,18,0
Antonio Rüdiger,DF,Chelsea,31,23,18,51,0
Allan Saint-Maximin,MF,Newcastle Utd,16,9,4,2,0
Romain Saïss,DF,Wolves,35,24,52,115,1
Bukayo Saka,MF,Arsenal,25,16,25,24,0
Mamadou Sakho,DF,Crystal Palace,3,2,3,11,0
Mohammed Salisu,DF,Southampton,38,21,17,30,0
Davinson Sánchez,DF,Tottenham,40,20,14,85,2
Morgan Sanson,MF,Aston Villa,7,4,4,1,0
Romaine Sawyers,MF,West Brom,30,18,18,12,3
Fabian Schär,DF,Newcastle Utd,13,4,27,52,1
Jeffrey Schlupp,MF,Crystal Palace,29,16,22,16,0
Nélson Semedo,DF,Wolves,85,48,41,78,2
Femi Seriki,MF,Sheffield Utd,0,0,0,0,0
Jamie Shackleton,MF,Leeds United,10,6,9,3,0
Xherdan Shaqiri,MF,Liverpool,7,4,2,0,0
Luke Shaw,DF,Manchester Utd,44,28,20,44,2
Jonjo Shelvey,MF,Newcastle Utd,39,14,36,42,0
Gylfi Sigurðsson,MF,Everton,30,20,34,21,1
Bernardo Silva,MF,Manchester City,26,14,17,8,0
Thiago Silva,DF,Chelsea,20,12,33,86,1
Moussa Sissoko,MF,Tottenham,22,16,23,25,0
William Smallbone,MF,Southampton,6,3,2,1,0
Emile Smith Rowe,MF,Arsenal,14,7,10,12,0
Robert Snodgrass,MF,West Brom,17,12,1,12,0
Robert Snodgrass,MF,West Ham,0,0,0,0,0
Cédric Soares,DF,Arsenal,12,8,8,16,1
Tomáš Souček,MF,West Ham,78,41,62,107,0
Çağlar Söyüncü,DF,Leicester City,27,17,28,80,1
Dale Stephens,MF,Burnley,11,6,8,2,0
Jack Stephens,DF,Southampton,34,19,28,64,2
Enda Stevens,DF,Sheffield Utd,59,26,22,81,1
John Stones,DF,Manchester City,21,10,18,56,1
Pascal Struijk,DF,Leeds United,49,30,47,92,0
Japhet Tanganga,DF,Tottenham,5,4,3,15,0
Matt Targett,DF,Aston Villa,83,39,55,102,1
James Tarkowski,DF,Burnley,66,39,44,163,1
Sidnei Tavares,MF,Leicester City,1,1,0,0,0
Charlie Taylor,DF,Burnley,48,28,29,87,2
Neil Taylor,DF,Aston Villa,1,1,0,0,0
Allan Tchaptchet,DF,Southampton,0,0,0,0,0
Nathan Tella,MF,Southampton,8,5,3,2,0
Alex Telles,DF,Manchester Utd,14,7,16,20,0
Kenny Tete,DF,Fulham,48,30,27,49,0
Luke Thomas,DF,Leicester City,23,14,17,21,0
Youri Tielemans,MF,Leicester City,86,45,46,20,1
Kieran Tierney,DF,Arsenal,27,15,16,63,0
James Tomkins,DF,Crystal Palace,4,2,4,45,0
Fikayo Tomori,DF,Chelsea,2,1,2,8,0
Ferrán Torres,MF,Manchester City,12,5,3,8,0
Andros Townsend,MF,Crystal Palace,78,41,41,19,0
Conor Townsend,DF,West Brom,44,28,36,55,2
Adama Traoré,MF,Wolves,28,16,7,12,1
Leandro Trossard,MF,Brighton,33,14,26,7,1
Kostas Tsimikas,DF,Liverpool,0,0,0,0,0
Axel Tuanzebe,DF,Manchester Utd,13,7,3,18,0
Cengiz Ünder,MF,Leicester City,4,1,2,0,0
Yan Valery,DF,Southampton,5,3,2,5,0
Virgil van Dijk,DF,Liverpool,3,2,5,8,1
Joël Veltman,DF,Brighton,67,33,33,64,0
Jannik Vestergaard,DF,Southampton,50,31,42,122,0
Rúben Vinagre,MF,Wolves,7,5,2,4,0
Vitinha,MF,Wolves,7,3,3,1,0
Jake Vokins,DF,Southampton,0,0,0,0,0
Theo Walcott,MF,Southampton,23,11,14,5,0
Kyle Walker,DF,Manchester City,29,19,14,28,0
Kyle Walker-Peters,DF,Southampton,83,53,38,66,2
Aaron Wan-Bissaka,DF,Manchester Utd,88,54,62,84,2
Joel Ward,DF,Crystal Palace,43,25,41,87,2
James Ward-Prowse,MF,Southampton,75,49,42,60,0
Caleb Watts,MF,Southampton,2,1,0,0,0
Adam Webster,DF,Brighton,29,16,47,92,3
Timo Werner,MF,Chelsea,20,9,8,8,0
Ashley Westwood,MF,Burnley,23,15,44,33,0
Ben White,DF,Brighton,49,26,62,56,0
Georginio Wijnaldum,MF,Liverpool,23,7,26,18,1
Brandon Williams,DF,Manchester Utd,0,0,1,7,0
Neco Williams,DF,Liverpool,6,5,6,6,0
Rhys Williams,DF,Liverpool,6,4,6,27,1
Joe Willock,MF,Arsenal,6,3,3,0,0
Joe Willock,MF,Newcastle Utd,26,13,17,15,1
Harry Winks,MF,Tottenham,16,9,11,12,1
Granit Xhaka,MF,Arsenal,50,26,24,38,3
Andriy Yarmolenko,MF,West Ham,5,4,1,2,0
DeAndre Yedlin,DF,Newcastle Utd,9,4,7,17,0
Okay Yokuşlu,MF,West Brom,38,25,35,33,1
Andre-Frank Zambo Anguissa,MF,Fulham,78,37,56,17,2
Andi Zeqiri,DF,Brighton,3,2,0,2,0
Oleksandr Zinchenko,DF,Manchester City,25,15,23,28,0
Hakim Ziyech,MF,Chelsea,14,10,10,2,0
Kurt Zouma,DF,Chelsea,16,10,28,93,0
Martin Ødegaard,MF,Arsenal,9,3,2,5,0
