Name,Pos,Squad,Tackle,Tacklewon,Interceptions,Clearances,Errors
Mark Fish,DF,Charlton Ath,,,,,
Curtis Fleming,DF,Middlesbrough,,,,,
Quinton Fortune,MF,Manchester Utd,,,,,
Hayden Foxe,DF,West Ham,,,,,
Steffen Freund,MF,Tottenham,,,,,
Kevin Gallacher,MF,Newcastle Utd,,,,,
Anthony Gardner,DF,Tottenham,,,,,
Paul Gascoigne,MF,Everton,,,,,
Edu Gaspar,MF,Arsenal,,,,,
Diego Gavilán,DF,Newcastle Utd,,,,,
Jason Gavin,DF,Middlesbrough,,,,,
Scot Gemmill,MF,Everton,,,,,
Steven Gerrard,MF,Liverpool,,,,,
Kevin Gibbens,MF,Southampton,,,,,
Ryan Giggs,MF,Manchester Utd,,,,,
Phil Gilchrist,DF,Leicester City,,,,,
David Ginola,MF,Aston Villa,,,,,
Stephen Glass,MF,Newcastle Utd,,,,,
Alain Goma,DF,Newcastle Utd,,,,,
Dean Gordon,DF,Middlesbrough,,,,,
Richard Gough,DF,Everton,,,,,
Tony Grant,MF,Manchester City,,,,,
Danny Granville,DF,Manchester City,,,,,
Thomas Gravesen,MF,Everton,,,,,
Michael Gray,DF,Sunderland,,,,,
Jonathan Greening,MF,Manchester Utd,,,,,
Andy Griffin,DF,Newcastle Utd,,,,,
Gilles Grimandi,DF,Arsenal,,,,,
Jesper Grønkjær,MF,Chelsea,,,,,
Iván Guerrero,DF,Coventry City,,,,,
Arnar Gunnlaugsson,MF,Leicester City,,,,,
Steve Guppy,MF,Leicester City,,,,,
Eiður Guðjohnsen,MF,Chelsea,,,,,
Þórður Guðjónsson,MF,Derby County,,,,,
Alf-Inge Haaland,DF,Manchester City,,,,,
Mustapha Hadji,MF,Coventry City,,,,,
Marcus Hall,DF,Coventry City,,,,,
Gunnar Halle,DF,Bradford City,,,,,
Dietmar Hamann,MF,Liverpool,,,,,
Jon Harley,DF,Chelsea,,,,,
Ian Harte,DF,Leeds United,,,,,
Danny Hay,DF,Leeds United,,,,,
Vegard Heggem,DF,Liverpool,,,,,
Stéphane Henchoz,DF,Liverpool,,,,,
Lee Hendrie,MF,Aston Villa,,,,,
Colin Hendry,DF,Coventry City,,,,,
Tony Hibbert,DF,Everton,,,,,
Danny Higginbotham,DF,Derby County,,,,,
Thomas Hitzlsperger,MF,Aston Villa,,,,,
Matt Holland,MF,Ipswich Town,,,,,
Darren Holloway,DF,Sunderland,,,,,
David Hopkin,MF,Bradford City,,,,,
Kevin Horlock,MF,Manchester City,,,,,
Steve Howey,DF,Manchester City,,,,,
Hermann Hreiðarsson,DF,Ipswich Town,,,,,
Darren Huckerby,MF,Leeds United,,,,,
Darren Huckerby,MF,Manchester City,,,,,
Mark Hudson,MF,Middlesbrough,,,,,
Aaron Hughes,DF,Newcastle Utd,,,,,
Stephen Hughes,MF,Everton,,,,,
Don Hutchison,MF,Sunderland,,,,,
Sami Hyypiä,DF,Liverpool,,,,,
Andy Impey,DF,Leicester City,,,,,
Paul Ince,MF,Middlesbrough,,,,,
Denis Irwin,DF,Manchester Utd,,,,,
Muzzy Izzet,MF,Leicester City,,,,,
Richard Jackson,DF,Derby County,,,,,
Wayne Jacobs,DF,Bradford City,,,,,
Claus Jensen,MF,Charlton Ath,,,,,
Eoin Jess,MF,Bradford City,,,,,
Joseph-Désiré Job,MF,Middlesbrough,,,,,
Ronny Johnsen,DF,Manchester Utd,,,,,
Seth Johnson,MF,Derby County,,,,,
Slaviša Jokanović,MF,Chelsea,,,,,
Matt Jones,MF,Leeds United,,,,,
Matt Jones,MF,Leicester City,,,,,
Hassan Kachloul,MF,Southampton,,,,,
Andrei Kanchelskis,DF,Manchester City,,,,,
Christian Karembeu,DF,Middlesbrough,,,,,
Roy Keane,MF,Manchester Utd,,,,,
Gary Kelly,DF,Leeds United,,,,,
Mark Kennedy,DF,Manchester City,,,,,
Martin Keown,DF,Arsenal,,,,,
Brian Kerr,MF,Newcastle Utd,,,,,
Scott Kerr,MF,Bradford City,,,,,
Harry Kewell,MF,Leeds United,,,,,
Tahar El Khalej,DF,Southampton,,,,,
Kevin Kilbane,DF,Sunderland,,,,,
Ledley King,DF,Tottenham,,,,,
Georgi Kinkladze,MF,Derby County,,,,,
Mark Kinsella,MF,Charlton Ath,,,,,
Radostin Kishishev,DF,Charlton Ath,,,,,
Paul Konchesky,DF,Charlton Ath,,,,,
Muhamed Konjić,DF,Coventry City,,,,,
Willem Korsten,MF,Tottenham,,,,,
Bernard Lambourde,DF,Chelsea,,,,,
Frank Lampard,MF,West Ham,,,,,
Lauren,DF,Arsenal,,,,,
Jamie Lawrence,MF,Bradford City,,,,,
Graeme Le Saux,DF,Chelsea,,,,,
Matt Le Tissier,MF,Southampton,,,,,
Frank Leboeuf,DF,Chelsea,,,,,
Rob Lee,MF,Newcastle Utd,,,,,
Neil Lennon,MF,Leicester City,,,,,
Øyvind Leonhardsen,MF,Tottenham,,,,,
Junior Lewis,MF,Leicester City,,,,,
Jari Litmanen,MF,Liverpool,,,,,
Freddie Ljungberg,MF,Arsenal,,,,,
Gary Locke,MF,Bradford City,,,,,
Steve Lomas,MF,West Ham,,,,,
Lomana LuaLua,MF,Newcastle Utd,,,,,
Claus Lundekvam,DF,Southampton,,,,,
Oleh Luzhny,DF,Arsenal,,,,,
Jim Magilton,DF,Ipswich Town,,,,,
Chris Makin,DF,Sunderland,,,,,
Chris Makin,DF,Ipswich Town,,,,,
Stefan Malz,DF,Arsenal,,,,,
Javier Margas,DF,West Ham,,,,,
Carlos Marinelli,MF,Middlesbrough,,,,,
Chris Marsden,MF,Southampton,,,,,
Lee Marshall,DF,Leicester City,,,,,
Lilian Martin,DF,Derby County,,,,,
Dominic Matteo,DF,Leeds United,,,,,
Youl Mawéné,DF,Derby County,,,,,
David May,DF,Manchester Utd,,,,,
Gary McAllister,MF,Liverpool,,,,,
Stuart McCall,MF,Bradford City,,,,,
Gavin McCann,MF,Sunderland,,,,,
Grant McCann,MF,West Ham,,,,,
George McCartney,DF,Sunderland,,,,,
John McGrath,MF,Aston Villa,,,,,
John McGreal,DF,Ipswich Town,,,,,
Billy McKinlay,MF,Bradford City,,,,,
Kevin McLeod,MF,Everton,,,,,
Stephen McPhail,MF,Leeds United,,,,,
Mario Melchiot,DF,Chelsea,,,,,
Paul Merson,MF,Aston Villa,,,,,
Danny Mills,DF,Leeds United,,,,,
Scott Minto,DF,West Ham,,,,,
Robert Molenaar,DF,Bradford City,,,,,
John Moncur,MF,West Ham,,,,,
Garry Monk,DF,Southampton,,,,,
Jody Morris,MF,Chelsea,,,,,
Andy Morrison,DF,Manchester City,,,,,
Danny Murphy,MF,Liverpool,,,,,
Adam Murray,MF,Derby County,,,,,
Robbie Mustoe,MF,Middlesbrough,,,,,
Andy Myers,DF,Bradford City,,,,,
Richard Naylor,DF,Ipswich Town,,,,,
Gary Naysmith,DF,Everton,,,,,
Gary Neville,DF,Manchester Utd,,,,,
Phil Neville,DF,Manchester Utd,,,,,
Shaun Newton,MF,Charlton Ath,,,,,
Ian Nolan,DF,Bradford City,,,,,
Alex Nyarko,MF,Everton,,,,,
Andy O'Brien,DF,Bradford City,,,,,
Andy O'Brien,DF,Newcastle Utd,,,,,
Brian O'Neil,MF,Derby County,,,,,
Keith O'Neill,MF,Middlesbrough,,,,,
Stefan Oakes,MF,Leicester City,,,,,
Matt Oakley,MF,Southampton,,,,,
Paul Okon,MF,Middlesbrough,,,,,
John Oster,MF,Sunderland,,,,,
Bjørn Otto Bragstad,DF,Derby County,,,,,
Alpay Özalan,DF,Aston Villa,,,,,
Marians Pahars,MF,Southampton,,,,,
Gary Pallister,DF,Middlesbrough,,,,,
Carlton Palmer,MF,Coventry City,,,,,
Christian Panucci,DF,Chelsea,,,,,
Scott Parker,MF,Charlton Ath,,,,,
Ray Parlour,MF,Arsenal,,,,,
Ian Pearce,DF,West Ham,,,,,
Stuart Pearce,DF,West Ham,,,,,
Mark Pembridge,MF,Everton,,,,,
Chris Perry,DF,Tottenham,,,,,
Dan Petrescu,DF,Bradford City,,,,,
Dan Petrescu,DF,Southampton,,,,,
John Piercy,MF,Tottenham,,,,,
Robert Pirès,MF,Arsenal,,,,,
Alessandro Pistone,DF,Everton,,,,,
Steve Potts,DF,West Ham,,,,,
Chris Powell,DF,Charlton Ath,,,,,
Darryl Powell,MF,Derby County,,,,,
Gus Poyet,MF,Chelsea,,,,,
Spencer Prior,DF,Manchester City,,,,,
Barry Quinn,DF,Coventry City,,,,,
Wayne Quinn,DF,Newcastle Utd,,,,,
Lucas Radebe,DF,Leeds United,,,,,
Alex Rae,MF,Sunderland,,,,,
Isaiah Rankin,MF,Bradford City,,,,,
Serhiy Rebrov,MF,Tottenham,,,,,
Martijn Reuser,MF,Ipswich Town,,,,,
Dean Richards,DF,Southampton,,,,,
Chris Riggott,DF,Derby County,,,,,
Stuart Ripley,MF,Southampton,,,,,
Paul Ritchie,DF,Manchester City,,,,,
John Robinson,MF,Charlton Ath,,,,,
Gary Rowett,DF,Leicester City,,,,,
Éric Roy,MF,Sunderland,,,,,
Richard Rufus,DF,Charlton Ath,,,,,
John Salako,MF,Charlton Ath,,,,,
Jlloyd Samuel,DF,Aston Villa,,,,,
Robbie Savage,MF,Leicester City,,,,,
John Scales,DF,Ipswich Town,,,,,
Sébastien Schemmel,DF,West Ham,,,,,
Stefan Schnoor,DF,Derby County,,,,,
Paul Scholes,MF,Manchester Utd,,,,,
Stefan Schwarz,DF,Sunderland,,,,,
Lee Sharpe,MF,Bradford City,,,,,
Richard Shaw,DF,Coventry City,,,,,
Tim Sherwood,MF,Tottenham,,,,,
Greg Shields,DF,Charlton Ath,,,,,
Mikaël Silvestre,DF,Manchester Utd,,,,,
Frank Sinclair,DF,Leicester City,,,,,
Trevor Sinclair,MF,West Ham,,,,,
Vladimír Šmicer,MF,Liverpool,,,,,
Alan Smith,MF,Leeds United,,,,,
Nolberto Solano,MF,Newcastle Utd,,,,,
Ragnvald Soma,DF,West Ham,,,,,
Rigobert Song,DF,West Ham,,,,,
Rigobert Song,DF,Liverpool,,,,,
Gareth Southgate,DF,Aston Villa,,,,,
Gary Speed,MF,Newcastle Utd,,,,,
Jaap Stam,DF,Manchester Utd,,,,,
Phil Stamp,MF,Middlesbrough,,,,,
Mario Stanić,MF,Chelsea,,,,,
Steve Staunton,DF,Liverpool,,,,,
Steve Staunton,DF,Aston Villa,,,,,
Igors Stepanovs,DF,Arsenal,,,,,
Michael Stewart,MF,Manchester Utd,,,,,
Igor Štimac,DF,West Ham,,,,,
Steve Stone,MF,Aston Villa,,,,,
Gavin Strachan,MF,Coventry City,,,,,
Graham Stuart,MF,Charlton Ath,,,,,
Mark Summerbell,MF,Middlesbrough,,,,,
Sylvinho,DF,Arsenal,,,,,
Gerry Taggart,DF,Leicester City,,,,,
Idan Tal,MF,Everton,,,,,
Mauricio Taricco,DF,Tottenham,,,,,
Ian Taylor,MF,Aston Villa,,,,,
Paul Telfer,DF,Coventry City,,,,,
John Terry,DF,Chelsea,,,,,
Jo Tessem,MF,Southampton,,,,,
Ben Thatcher,DF,Tottenham,,,,,
Alton Thelwell,DF,Tottenham,,,,,
Paul Thirlwell,MF,Sunderland,,,,,
Emerson Thome,DF,Sunderland,,,,,
Emerson Thome,DF,Chelsea,,,,,
David Thompson,MF,Coventry City,,,,,
Danny Tiatto,DF,Manchester City,,,,,
Hannu Tihinen,DF,West Ham,,,,,
Carl Tiler,DF,Charlton Ath,,,,,
Andy Todd,DF,Charlton Ath,,,,,
Djimi Traoré,DF,Liverpool,,,,,
David Unsworth,DF,Everton,,,,,
Matt Upson,DF,Arsenal,,,,,
Simo Valakari,MF,Derby County,,,,,
Stanislav Varga,DF,Sunderland,,,,,
Darius Vassell,MF,Aston Villa,,,,,
Ramon Vega,DF,Tottenham,,,,,
Mark Venus,DF,Ipswich Town,,,,,
Paolo Vernazza,MF,Arsenal,,,,,
Steve Vickers,DF,Middlesbrough,,,,,
Patrick Vieira,MF,Arsenal,,,,,
Grégory Vignal,DF,Liverpool,,,,,
Nelson Vivas,DF,Arsenal,,,,,
Ronnie Wallwork,DF,Manchester Utd,,,,,
Steve Walsh,DF,Leicester City,,,,,
Steve Watson,DF,Everton,,,,,
David Weir,DF,Everton,,,,,
Taribo West,DF,Derby County,,,,,
David Wetherall,DF,Bradford City,,,,,
Gareth Whalley,MF,Bradford City,,,,,
Jeff Whitley,MF,Manchester City,,,,,
Gerard Wiekens,DF,Manchester City,,,,,
Jason Wilcox,MF,Leeds United,,,,,
Darren Williams,DF,Sunderland,,,,,
Paul Williams,DF,Coventry City,,,,,
Fabian Wilnis,DF,Ipswich Town,,,,,
Sylvain Wiltord,MF,Arsenal,,,,,
Dean Windass,MF,Bradford City,,,,,
Dean Windass,MF,Middlesbrough,,,,,
Nigel Winterburn,DF,West Ham,,,,,
Dennis Wise,MF,Chelsea,,,,,
Jonathan Woodgate,DF,Leeds United,,,,,
Alan Wright,DF,Aston Villa,,,,,
Jermaine Wright,DF,Ipswich Town,,,,,
Stephen Wright,DF,Liverpool,,,,,
Shaun Wright-Phillips,MF,Manchester City,,,,,
Abel Xavier,DF,Everton,,,,,
Dwight Yorke,MF,Manchester Utd,,,,,
Luke Young,DF,Tottenham,,,,,
Christian Ziege,DF,Liverpool,,,,,
