Name,Pos,Squad,Tackle,Tacklewon,Interceptions,Clearances,Errors
Adam Lallana,MF,Liverpool,19,9,5,3,0
Érik Lamela,MF,Tottenham,24,20,8,10,0
Tariq Lamptey,DF,Chelsea,2,2,0,0,0
Tariq Lamptey,DF,Brighton,7,6,16,17,0
Henri Lansbury,MF,Aston Villa,6,2,0,3,0
Manuel Lanzini,MF,West Ham,14,9,10,3,0
Aymeric Laporte,DF,Manchester City,13,6,20,26,1
Jamaal Lascelles,DF,Newcastle Utd,14,3,28,116,1
Valentino Lazaro,DF,Newcastle Utd,13,9,3,4,0
Moritz Leitner,MF,Norwich City,16,9,9,10,1
Florian Lejeune,DF,Newcastle Utd,8,2,10,15,2
Aaron Lennon,MF,Burnley,14,8,8,3,0
Jefferson Lerma,MF,Bournemouth,54,32,57,54,1
Jamal Lewis,DF,Norwich City,51,35,25,68,0
Victor Lindelöf,DF,Manchester Utd,29,15,26,129,0
Jesse Lingard,MF,Manchester Utd,15,8,3,0,0
Giovani Lo Celso,MF,Tottenham,51,29,9,19,0
Jürgen Locadia,MF,Brighton,0,0,0,0,0
Ruben Loftus-Cheek,MF,Chelsea,0,0,2,2,0
Kevin Long,DF,Burnley,7,5,4,31,0
Matthew Longstaff,MF,Newcastle Utd,3,1,5,3,0
Sean Longstaff,MF,Newcastle Utd,35,19,19,20,2
Dejan Lovren,DF,Liverpool,13,8,10,42,0
Matthew Lowton,DF,Burnley,41,22,27,57,1
David Luiz,DF,Arsenal,28,16,32,133,2
Douglas Luiz,MF,Aston Villa,46,24,36,54,1
John Lundstram,MF,Sheffield Utd,46,30,33,46,1
Alexis Mac Allister,MF,Brighton,9,5,1,2,0
James Maddison,MF,Leicester City,59,30,9,7,1
Harry Maguire,DF,Manchester Utd,37,23,72,159,0
Riyad Mahrez,MF,Manchester City,28,14,18,8,2
Ainsley Maitland-Niles,DF,Arsenal,41,23,28,38,0
Javier Manquillo,DF,Newcastle Utd,39,26,18,56,0
Solly March,MF,Brighton,25,12,20,14,2
Pablo Marí,DF,Arsenal,2,1,1,10,0
Adrian Mariappa,DF,Watford,20,14,11,73,0
Josh Martin,MF,Norwich City,1,0,1,0,0
Adam Masina,DF,Watford,38,22,28,66,0
Arthur Masuaku,DF,West Ham,41,23,14,23,0
Juan Mata,MF,Manchester Utd,7,3,0,2,0
Nemanja Matić,MF,Manchester Utd,46,24,22,28,1
Joël Matip,DF,Liverpool,13,9,12,38,0
James McArthur,MF,Crystal Palace,88,51,60,56,0
James McCarthy,MF,Crystal Palace,82,47,24,11,0
John McGinn,MF,Aston Villa,53,35,25,18,0
Kenny McLean,MF,Norwich City,44,29,38,67,2
Dwight McNeil,MF,Burnley,47,33,30,34,0
Scott McTominay,MF,Manchester Utd,43,22,31,34,2
Ben Mee,DF,Burnley,41,22,42,165,2
Benjamin Mendy,DF,Manchester City,18,15,16,21,3
Nampalys Mendy,MF,Leicester City,7,5,6,6,0
Chris Mepham,DF,Bournemouth,20,9,17,62,1
Max Meyer,MF,Crystal Palace,19,11,7,4,0
Luka Milivojević,MF,Crystal Palace,61,32,42,39,4
James Milner,MF,Liverpool,16,10,7,17,1
Yerry Mina,DF,Everton,39,22,28,102,1
Takumi Minamino,MF,Liverpool,3,3,0,3,0
Tyrone Mings,DF,Aston Villa,15,11,30,190,4
Tyrick Mitchell,DF,Crystal Palace,5,2,2,3,0
Nacho Monreal,DF,Arsenal,1,1,3,10,0
Martín Montoya,DF,Brighton,57,29,24,40,0
Aaron Mooy,MF,Brighton,37,24,23,32,1
Wes Morgan,DF,Leicester City,4,1,7,19,0
Ravel Morrison,MF,Sheffield Utd,0,0,0,0,0
Mason Mount,MF,Chelsea,37,17,16,18,0
Lucas Moura,MF,Tottenham,57,33,15,27,0
João Moutinho,MF,Wolves,93,50,50,18,1
Shkodran Mustafi,DF,Arsenal,17,10,18,72,0
Yoshinori Mutō,MF,Newcastle Utd,3,2,0,0,0
Marvelous Nakamba,MF,Aston Villa,55,28,39,38,3
Wilfred Ndidi,MF,Leicester City,128,67,80,69,3
Tanguy Ndombele,MF,Tottenham,24,16,14,7,0
Pedro Neto,MF,Wolves,9,4,6,4,0
Rúben Neves,MF,Wolves,62,33,56,34,1
Jeremy Ngakia,DF,West Ham,15,7,7,16,0
Mark Noble,MF,West Ham,52,30,20,10,1
Oliver Norwood,MF,Sheffield Utd,66,37,47,40,1
Jack O'Connell,DF,Sheffield Utd,23,14,42,154,1
Angelo Ogbonna,DF,West Ham,38,24,27,134,1
Ben Osborn,MF,Sheffield Utd,15,10,6,7,0
Nicolás Otamendi,DF,Manchester City,28,14,21,76,2
Alex Oxlade-Chamberlain,MF,Liverpool,18,9,22,10,0
Mesut Özil,MF,Arsenal,17,8,5,1,0
Emerson Palmieri,DF,Chelsea,23,12,18,19,0
Sokratis Papastathopoulos,DF,Arsenal,25,16,17,68,1
Pedro,MF,Chelsea,15,7,9,1,0
Andreas Pereira,MF,Manchester Utd,24,13,7,7,0
Ricardo Pereira,DF,Leicester City,119,68,49,86,0
Roberto Pereyra,MF,Watford,20,8,14,12,1
Ayoze Pérez,MF,Leicester City,45,28,14,9,1
Brandon Pierrick,MF,Crystal Palace,0,0,0,1,0
Erik Pieters,DF,Burnley,54,32,28,60,1
Daniel Podence,MF,Wolves,3,3,2,1,0
Paul Pogba,MF,Manchester Utd,20,9,7,10,2
Dennis Praet,MF,Leicester City,33,18,17,12,0
Sebastian Prödl,DF,Watford,0,0,0,4,0
Davy Pröpper,MF,Brighton,64,35,38,36,4
Ignacio Pussetto,MF,Watford,7,4,3,4,0
Domingos Quina,MF,Watford,2,0,0,0,0
Nathan Redmond,MF,Southampton,49,29,16,16,0
Declan Rice,MF,West Ham,116,60,77,55,0
Richarlison,MF,Everton,70,47,12,42,0
Diego Rico,DF,Bournemouth,61,39,84,91,0
Jaïro Riedewald,DF,Crystal Palace,14,10,17,23,1
Matt Ritchie,DF,Newcastle Utd,22,15,14,31,1
Patrick Roberts,MF,Norwich City,0,0,0,0,0
Andrew Robertson,DF,Liverpool,54,31,38,72,1
Callum Robinson,MF,Sheffield Utd,6,3,7,3,0
Jack Robinson,DF,Sheffield Utd,10,5,8,24,0
Rodri,MF,Manchester City,50,30,26,35,0
Jack Rodwell,MF,Sheffield Utd,0,0,0,1,0
Marcos Rojo,DF,Manchester Utd,3,1,0,6,0
Oriol Romeu,MF,Southampton,55,35,34,32,0
Danny Rose,DF,Tottenham,18,11,8,34,2
Danny Rose,DF,Newcastle Utd,21,12,10,14,1
Antonio Rüdiger,DF,Chelsea,28,18,16,59,1
Lukas Rupp,MF,Norwich City,15,9,15,4,0
Allan Saint-Maximin,MF,Newcastle Utd,13,8,9,6,0
Romain Saïss,DF,Wolves,55,38,55,127,3
Bukayo Saka,DF,Arsenal,36,21,12,19,0
Mamadou Sakho,DF,Crystal Palace,7,5,20,46,2
Carlos Sánchez,MF,West Ham,1,0,2,1,0
Davinson Sánchez,DF,Tottenham,44,27,34,128,5
Ismaila Sarr,MF,Watford,11,10,18,10,0
Fabian Schär,DF,Newcastle Utd,39,21,47,74,2
Ezequiel Schelotto,DF,Brighton,4,3,7,14,0
Jeffrey Schlupp,MF,Crystal Palace,18,9,13,15,0
Morgan Schneiderlin,MF,Everton,31,22,21,20,1
Ryan Sessegnon,DF,Tottenham,6,4,3,12,0
Xherdan Shaqiri,MF,Liverpool,1,0,0,0,0
Luke Shaw,DF,Manchester Utd,34,18,24,56,1
Jonjo Shelvey,MF,Newcastle Utd,29,19,23,38,0
Djibril Sidibé,DF,Everton,83,44,40,41,0
Gylfi Sigurðsson,MF,Everton,50,26,37,17,1
Bernardo Silva,MF,Manchester City,36,18,24,13,0
David Silva,MF,Manchester City,26,14,13,5,0
Jack Simpson,DF,Bournemouth,5,2,2,12,1
Moussa Sissoko,MF,Tottenham,39,25,27,43,2
Oliver Skipp,MF,Tottenham,2,2,0,0,0
William Smallbone,MF,Southampton,10,5,1,2,0
Adam Smith,DF,Bournemouth,47,32,25,64,1
Emile Smith Rowe,MF,Arsenal,1,1,1,2,0
Robert Snodgrass,MF,West Ham,29,16,4,11,0
Cédric Soares,MF,Arsenal,8,6,3,4,0
Cédric Soares,DF,Southampton,45,26,19,51,0
Tomáš Souček,MF,West Ham,29,15,22,35,0
Çağlar Söyüncü,DF,Leicester City,60,40,43,156,1
Dennis Srbeny,MF,Norwich City,5,5,0,1,0
Jack Stacey,DF,Bournemouth,21,11,18,64,1
Junior Stanislas,MF,Bournemouth,10,7,4,6,0
Dale Stephens,MF,Brighton,73,44,58,42,2
Jack Stephens,DF,Southampton,44,27,31,120,2
Enda Stevens,DF,Sheffield Utd,81,46,35,71,3
Marco Stiepermann,MF,Norwich City,20,8,5,16,0
John Stones,DF,Manchester City,16,10,9,32,2
Isaac Success,MF,Watford,0,0,1,0,0
Ki Sung-yueng,MF,Newcastle Utd,1,1,3,2,0
Andrew Surman,MF,Bournemouth,4,2,1,5,1
Sam Surridge,MF,Bournemouth,0,0,1,0,0
Japhet Tanganga,DF,Tottenham,17,9,11,31,2
Matt Targett,DF,Aston Villa,52,29,56,82,0
James Tarkowski,DF,Burnley,66,43,63,204,4
Charlie Taylor,DF,Burnley,39,24,29,78,1
Neil Taylor,DF,Aston Villa,16,11,20,43,0
Alexander Tettey,MF,Norwich City,23,18,43,72,1
Luke Thomas,MF,Leicester City,1,0,3,7,0
Youri Tielemans,MF,Leicester City,52,29,22,18,0
Kieran Tierney,DF,Arsenal,20,16,9,37,1
James Tomkins,DF,Crystal Palace,29,17,21,103,0
Fikayo Tomori,DF,Chelsea,29,16,22,48,2
Lucas Torreira,MF,Arsenal,31,16,34,24,0
Andros Townsend,MF,Crystal Palace,34,21,15,10,1
Adama Traoré,DF,Wolves,33,21,13,14,2
Trézéguet,MF,Aston Villa,38,16,25,18,0
Leandro Trossard,MF,Brighton,22,17,9,8,0
Tom Trybull,MF,Norwich City,39,25,16,35,0
Axel Tuanzebe,DF,Manchester Utd,2,2,5,5,1
Yan Valery,DF,Southampton,20,7,13,32,2
Jesús Vallejo,DF,Wolves,1,1,2,8,1
Virgil van Dijk,DF,Liverpool,23,12,40,166,2
Indiana Vassilev,MF,Aston Villa,0,0,0,0,0
Jan Vertonghen,DF,Tottenham,40,24,33,68,0
Jannik Vestergaard,DF,Southampton,19,12,26,99,2
Rúben Vinagre,MF,Wolves,23,13,11,22,0
Jake Vokins,DF,Southampton,2,2,0,1,0
Mario Vrančić,MF,Norwich City,27,16,10,4,2
Theo Walcott,MF,Everton,13,8,8,1,0
Kyle Walker,DF,Manchester City,28,18,28,42,1
Kyle Walker-Peters,DF,Southampton,13,8,14,21,1
Kyle Walker-Peters,DF,Tottenham,8,5,3,5,1
Aaron Wan-Bissaka,DF,Manchester Utd,129,80,66,83,0
Victor Wanyama,MF,Tottenham,0,0,0,0,0
Joel Ward,DF,Crystal Palace,69,42,48,93,1
James Ward-Prowse,MF,Southampton,92,48,60,75,1
Kelland Watts,DF,Newcastle Utd,1,0,0,0,0
Adam Webster,DF,Brighton,30,17,45,110,2
Danny Welbeck,MF,Watford,14,6,5,7,0
Ashley Westwood,MF,Burnley,54,33,32,32,3
Connor Wickham,MF,Crystal Palace,1,1,1,0,0
Georginio Wijnaldum,MF,Liverpool,38,20,17,34,3
Jetro Willems,DF,Newcastle Utd,37,19,17,42,1
Brandon Williams,DF,Manchester Utd,21,15,16,27,0
Neco Williams,DF,Liverpool,5,3,9,6,0
Willian,MF,Chelsea,45,27,20,7,0
Joe Willock,MF,Arsenal,25,16,4,11,2
Jack Wilshere,MF,West Ham,1,0,1,0,0
Harry Wilson,MF,Bournemouth,23,13,11,15,1
Harry Winks,MF,Tottenham,40,24,36,32,1
Granit Xhaka,MF,Arsenal,45,25,21,59,3
Andriy Yarmolenko,MF,West Ham,13,8,6,4,0
DeAndre Yedlin,DF,Newcastle Utd,18,13,10,20,0
Maya Yoshida,DF,Southampton,8,5,4,27,1
Ashley Young,DF,Manchester Utd,14,7,11,29,0
Pablo Zabaleta,DF,West Ham,18,10,14,21,0
Wilfried Zaha,MF,Crystal Palace,43,19,18,4,0
Christoph Zimmermann,DF,Norwich City,32,21,19,87,2
Oleksandr Zinchenko,DF,Manchester City,31,19,17,21,1
Kurt Zouma,DF,Chelsea,23,14,58,116,2
